"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state20","male","with_children","care","formal","health","active",7516278.77142857,284742.13
"state10","male","with_children","care","formal","health","active",1357193.65714286,91527.7
"state24","male","with_children","care","formal","health","active",10500947.9142857,517633.43
"state11","male","with_children","care","formal","health","active",503705.142857143,37271.03
"state51","male","with_children","care","formal","health","active",7907686.28571429,746904.12
"state54","male","with_children","care","formal","health","active",2944996.71428571,153743.99
"state37","male","with_children","care","formal","health","active",18752931,926018.57
"state45","male","with_children","care","formal","health","active",12642196.6285714,486141.97
"state13","male","with_children","care","formal","health","active",5401724.14285714,970112.38
"state12","male","with_children","care","formal","health","active",38787847.7142857,1694164.87
"state21","male","with_children","care","formal","health","active",8492453.22857143,367943.46
"state47","male","with_children","care","formal","health","active",13094515.4571429,639817.72
"state01","male","with_children","care","formal","health","active",7188961.62857143,371801.63
"state28","male","with_children","care","formal","health","active",2263488.51428571,219240.85
"state05","male","with_children","care","formal","health","active",4276110.42857143,225701.86
"state22","male","with_children","care","formal","health","active",6572072.57142857,354866.94
"state40","male","with_children","care","formal","health","active",5360148.42857143,342783.11
"state48","male","with_children","care","formal","health","active",40975176.2571429,2850510.39
"state30","male","with_children","care","formal","health","active",2142775.54285714,101891.78
"state16","male","with_children","care","formal","health","active",5784201.94285714,216334.91
"state56","male","with_children","care","formal","health","active",1273970.82857143,59661.19
"state08","male","with_children","care","formal","health","active",8961120.42857143,542191.71
"state35","male","with_children","care","formal","health","active",1819337.05714286,166189.94
"state04","male","with_children","care","formal","health","active",10072540.5428571,565964.52
"state49","male","with_children","care","formal","health","active",7462446.77142857,348963.96
"state32","male","with_children","care","formal","health","active",5095278.6,248297.28
"state53","male","with_children","care","formal","health","active",14971509,800502.63
"state41","male","with_children","care","formal","health","active",7763432.31428572,384541.47
"state06","male","with_children","care","formal","health","active",45156390.5142857,3255354.24
"state02","male","with_children","care","formal","health","active",1132692.85714286,66196.6
"state15","male","with_children","care","formal","health","active",1491750.85714286,123279.51
"national","male","with_children","care","formal","health","active",531839548.714286,28742602.84
"state23","male","without_children","care","formal","daily_living","active",8710833.51428572,423051.8
"state33","male","without_children","care","formal","daily_living","active",6563001.77142857,390342.28
"state50","male","without_children","care","formal","daily_living","active",2496023.05714286,185115.49
"state25","male","without_children","care","formal","daily_living","active",45833359.8,1841401.66
"state44","male","without_children","care","formal","daily_living","active",8169275.4,289730.92
"state09","male","without_children","care","formal","daily_living","active",7741126.2,941600.82
"state36","male","without_children","care","formal","daily_living","active",120119521.2,5041358.88
"state34","male","without_children","care","formal","daily_living","active",39761119.1142857,2279793.38
"state42","male","without_children","care","formal","daily_living","active",60157889.3142857,3310330.26
"state39","male","without_children","care","formal","daily_living","active",30793908.7714286,2891050.63
"state18","male","without_children","care","formal","daily_living","active",28324770.6857143,1736136.75
"state17","male","without_children","care","formal","daily_living","active",62321815.3714286,3274043.41
"state26","male","without_children","care","formal","daily_living","active",50566425.8571429,2659081.21
"state55","male","without_children","care","formal","daily_living","active",18370877.1428571,1438269.26
"state27","male","without_children","care","formal","daily_living","active",23896110.8571429,1571084.16
"state19","male","without_children","care","formal","daily_living","active",16603617.2571429,878502.7
"state29","male","without_children","care","formal","daily_living","active",32031876.2571429,1564241.48
"state38","male","without_children","care","formal","daily_living","active",2308601.74285714,208347.38
"state46","male","without_children","care","formal","daily_living","active",2335350.17142857,235841.98
"state31","male","without_children","care","formal","daily_living","active",10992079.4571429,497798.06
"state20","male","without_children","care","formal","daily_living","active",13533108.5142857,721207.65
"state10","male","without_children","care","formal","daily_living","active",4230797.65714286,266097.65
"state24","male","without_children","care","formal","daily_living","active",18503317.6285714,1624607.4
"state11","male","without_children","care","formal","daily_living","active",2241710.48571429,206871.94
"state51","male","without_children","care","formal","daily_living","active",50306643.9428571,2258834.05
"state54","male","without_children","care","formal","daily_living","active",6657768.17142857,481710.95
"state37","male","without_children","care","formal","daily_living","active",41357396.0571429,2822305.25
"state45","male","without_children","care","formal","daily_living","active",34693137.8571429,1354953.73
"state13","male","without_children","care","formal","daily_living","active",48964418.5714286,2802520.77
"state12","male","without_children","care","formal","daily_living","active",123301759.885714,6240229.75
"state21","male","without_children","care","formal","daily_living","active",12682883.6571429,1177334.56
"state47","male","without_children","care","formal","daily_living","active",28663725.5142857,1765008.36
"state01","male","without_children","care","formal","daily_living","active",25904899.8857143,1289006.56
"state28","male","without_children","care","formal","daily_living","active",8285598.68571429,764016.83
"state05","male","without_children","care","formal","daily_living","active",13398795.6,796261.71
"state22","male","without_children","care","formal","daily_living","active",21106167.9428571,1125000.59
"state40","male","without_children","care","formal","daily_living","active",18921919.8857143,998844.39
"state48","male","without_children","care","formal","daily_living","active",144795501.342857,7273701.81
"state30","male","without_children","care","formal","daily_living","active",3851545.28571429,332022.84
"state16","male","without_children","care","formal","daily_living","active",9532700.05714286,479565.92
"state56","male","without_children","care","formal","daily_living","active",2622530.91428571,144103.86
"state08","male","without_children","care","formal","daily_living","active",20423715.5142857,1667335.01
"state35","male","without_children","care","formal","daily_living","active",12418411.0285714,547989.85
"state04","male","without_children","care","formal","daily_living","active",44276347.6285714,1876422.12
"state49","male","without_children","care","formal","daily_living","active",15194933.1428571,788350.11
"state32","male","without_children","care","formal","daily_living","active",18854029.8,911146.36
"state53","male","without_children","care","formal","daily_living","active",42491299.7142857,2107365.01
"state41","male","without_children","care","formal","daily_living","active",21250719.8571429,1176665.76
"state06","male","without_children","care","formal","daily_living","active",228566077.2,9912577.4
"state02","male","without_children","care","formal","daily_living","active",1994537.05714286,194583.42
"state15","male","without_children","care","formal","daily_living","active",9251205.85714286,355179.74
"national","male","without_children","care","formal","daily_living","active",1626375187.28571,86118943.86
"state23","male","without_children","care","formal","developmental","active",4802603.65714286,423051.8
"state33","male","without_children","care","formal","developmental","active",1814468.22857143,390342.28
"state50","male","without_children","care","formal","developmental","active",1941599.22857143,185115.49
"state25","male","without_children","care","formal","developmental","active",19727695.9714286,1841401.66
"state44","male","without_children","care","formal","developmental","active",2519163.42857143,289730.92
"state09","male","without_children","care","formal","developmental","active",7740140.05714286,941600.82
"state36","male","without_children","care","formal","developmental","active",53451921,5041358.88
"state34","male","without_children","care","formal","developmental","active",8421288.68571429,2279793.38
"state42","male","without_children","care","formal","developmental","active",20796793.1142857,3310330.26
"state39","male","without_children","care","formal","developmental","active",15414215.0571429,2891050.63
"state18","male","without_children","care","formal","developmental","active",9710033.48571429,1736136.75
"state17","male","without_children","care","formal","developmental","active",23615420.5714286,3274043.41
"state26","male","without_children","care","formal","developmental","active",14505879.4285714,2659081.21
"state55","male","without_children","care","formal","developmental","active",6845486.05714286,1438269.26
"state27","male","without_children","care","formal","developmental","active",4497996,1571084.16
"state19","male","without_children","care","formal","developmental","active",3562012.8,878502.7
"state29","male","without_children","care","formal","developmental","active",7425717,1564241.48
"state38","male","without_children","care","formal","developmental","active",1352873.74285714,208347.38
"state46","male","without_children","care","formal","developmental","active",310988.571428571,235841.98
"state31","male","without_children","care","formal","developmental","active",3035340.51428571,497798.06
"state20","male","without_children","care","formal","developmental","active",4621466.22857143,721207.65
"state10","male","without_children","care","formal","developmental","active",1918437,266097.65
"state24","male","without_children","care","formal","developmental","active",7650135.42857143,1624607.4
"state11","male","without_children","care","formal","developmental","active",2546045.91428571,206871.94
"state51","male","without_children","care","formal","developmental","active",16831785.1714286,2258834.05
"state54","male","without_children","care","formal","developmental","active",1792344,481710.95
"state37","male","without_children","care","formal","developmental","active",12153505.6285714,2822305.25
"state45","male","without_children","care","formal","developmental","active",4758829.11428571,1354953.73
"state13","male","without_children","care","formal","developmental","active",9890524.02857143,2802520.77
"state12","male","without_children","care","formal","developmental","active",18584624.9142857,6240229.75
"state21","male","without_children","care","formal","developmental","active",3697158.85714286,1177334.56
"state47","male","without_children","care","formal","developmental","active",15491476.9714286,1765008.36
"state01","male","without_children","care","formal","developmental","active",6910882.97142857,1289006.56
"state28","male","without_children","care","formal","developmental","active",4008717,764016.83
"state05","male","without_children","care","formal","developmental","active",3329910.85714286,796261.71
"state22","male","without_children","care","formal","developmental","active",4474720.71428571,1125000.59
"state40","male","without_children","care","formal","developmental","active",12119449.2857143,998844.39
"state48","male","without_children","care","formal","developmental","active",66248439.6,7273701.81
"state30","male","without_children","care","formal","developmental","active",937830,332022.84
"state16","male","without_children","care","formal","developmental","active",3729985.88571429,479565.92
"state56","male","without_children","care","formal","developmental","active",1261850.31428571,144103.86
"state08","male","without_children","care","formal","developmental","active",6275025.42857143,1667335.01
"state35","male","without_children","care","formal","developmental","active",3208001.14285714,547989.85
"state04","male","without_children","care","formal","developmental","active",13593237.4285714,1876422.12
"state49","male","without_children","care","formal","developmental","active",2703877.71428571,788350.11
"state32","male","without_children","care","formal","developmental","active",5149609.71428571,911146.36
"state53","male","without_children","care","formal","developmental","active",13568076.8571429,2107365.01
"state41","male","without_children","care","formal","developmental","active",6963904.45714286,1176665.76
"state06","male","without_children","care","formal","developmental","active",62408627.5714286,9912577.4
"state02","male","without_children","care","formal","developmental","active",1512423.77142857,194583.42
"state15","male","without_children","care","formal","developmental","active",1968466.71428571,355179.74
"national","male","without_children","care","formal","developmental","active",531801007.285714,86118943.86
"state23","male","without_children","care","formal","health","active",5696964.94285714,423051.8
"state33","male","without_children","care","formal","health","active",2609624.57142857,390342.28
"state50","male","without_children","care","formal","health","active",2578004.48571429,185115.49
"state25","male","without_children","care","formal","health","active",23494674.2571429,1841401.66
"state44","male","without_children","care","formal","health","active",4281237.68571429,289730.92
"state09","male","without_children","care","formal","health","active",11485753.6285714,941600.82
"state36","male","without_children","care","formal","health","active",56998363.8,5041358.88
"state34","male","without_children","care","formal","health","active",16167355.2857143,2279793.38
"state42","male","without_children","care","formal","health","active",33165878.6571429,3310330.26
"state39","male","without_children","care","formal","health","active",25154301.3428571,2891050.63
"state18","male","without_children","care","formal","health","active",8963957.57142857,1736136.75
"state17","male","without_children","care","formal","health","active",27666891.8571429,3274043.41
"state26","male","without_children","care","formal","health","active",16453419,2659081.21
"state55","male","without_children","care","formal","health","active",12661717.2857143,1438269.26
"state27","male","without_children","care","formal","health","active",19089323.3142857,1571084.16
"state19","male","without_children","care","formal","health","active",4597404.77142857,878502.7
"state29","male","without_children","care","formal","health","active",8834028.68571429,1564241.48
"state38","male","without_children","care","formal","health","active",2316887.05714286,208347.38
"state46","male","without_children","care","formal","health","active",1835899.45714286,235841.98
"state31","male","without_children","care","formal","health","active",3358186.62857143,497798.06
"state20","male","without_children","care","formal","health","active",5478816.34285714,721207.65
"state10","male","without_children","care","formal","health","active",2067937.37142857,266097.65
"state24","male","without_children","care","formal","health","active",7486755.34285714,1624607.4
"state11","male","without_children","care","formal","health","active",3119524.28571429,206871.94
"state51","male","without_children","care","formal","health","active",25745166.0857143,2258834.05
"state54","male","without_children","care","formal","health","active",3688112.91428571,481710.95
"state37","male","without_children","care","formal","health","active",18693508.0285714,2822305.25
"state45","male","without_children","care","formal","health","active",6060181.97142857,1354953.73
"state13","male","without_children","care","formal","health","active",12871206.8571429,2802520.77
"state12","male","without_children","care","formal","health","active",58793433.3428571,6240229.75
"state21","male","without_children","care","formal","health","active",7020612.77142857,1177334.56
"state47","male","without_children","care","formal","health","active",13533730.3714286,1765008.36
"state01","male","without_children","care","formal","health","active",10131849.6857143,1289006.56
"state28","male","without_children","care","formal","health","active",4275868.71428571,764016.83
"state05","male","without_children","care","formal","health","active",10317200.9142857,796261.71
"state22","male","without_children","care","formal","health","active",10804499.5714286,1125000.59
"state40","male","without_children","care","formal","health","active",5835282.68571429,998844.39
"state48","male","without_children","care","formal","health","active",45585244.0285714,7273701.81
"state30","male","without_children","care","formal","health","active",2458518.68571429,332022.84
"state16","male","without_children","care","formal","health","active",2978662.62857143,479565.92
"state56","male","without_children","care","formal","health","active",1263139.88571429,144103.86
"state08","male","without_children","care","formal","health","active",9289949.74285714,1667335.01
"state35","male","without_children","care","formal","health","active",2393640.68571429,547989.85
"state04","male","without_children","care","formal","health","active",23905671.6,1876422.12
"state49","male","without_children","care","formal","health","active",6312597.68571429,788350.11
"state32","male","without_children","care","formal","health","active",8158308.51428572,911146.36
"state53","male","without_children","care","formal","health","active",14731717.0285714,2107365.01
"state41","male","without_children","care","formal","health","active",14213868.0857143,1176665.76
"state06","male","without_children","care","formal","health","active",111394475.828571,9912577.4
"state02","male","without_children","care","formal","health","active",3345005.14285714,194583.42
"state15","male","without_children","care","formal","health","active",3629182.88571429,355179.74
"national","male","without_children","care","formal","health","active",742993543.971429,86118943.86
"state23","female","other","non_care","formal","none","active",5501978.14285714,51842.96
"state33","female","other","non_care","formal","none","active",6725892.94285714,63401.95
"state50","female","other","non_care","formal","none","active",2328607.8,21295.84
"state25","female","other","non_care","formal","none","active",36337649.9142857,395725.39
"state44","female","other","non_care","formal","none","active",5510678.22857143,58294.62
"state09","female","other","non_care","formal","none","active",23382661.1142857,204036.5
"state36","female","other","non_care","formal","none","active",99778108.2,1108136.27
"state34","female","other","non_care","formal","none","active",77281479.2571429,651558.77
"state42","female","other","non_care","formal","none","active",71080386.4285714,795675.78
"state39","female","other","non_care","formal","none","active",57706764.6,577574.93
"state18","female","other","non_care","formal","none","active",22051705.1142857,250793.18
"state17","female","other","non_care","formal","none","active",69544679.3142857,577251.97
"state26","female","other","non_care","formal","none","active",60545845.6285714,550407.04
"state55","female","other","non_care","formal","none","active",21055150.0285714,229278.05
"state27","female","other","non_care","formal","none","active",25433252.8285714,180444.5
"state19","female","other","non_care","formal","none","active",8772638.22857143,90265.65
"state29","female","other","non_care","formal","none","active",31357681.9714286,273198.35
"state38","female","other","non_care","formal","none","active",2671209.6,19850.93
"state46","female","other","non_care","formal","none","active",2668746,30165.95
"state31","female","other","non_care","formal","none","active",4748345.65714286,53635.95
"state20","female","other","non_care","formal","none","active",10278621.7714286,103032.4
"state10","female","other","non_care","formal","none","active",4402184.74285714,53128.82
"state24","female","other","non_care","formal","none","active",31792072.1142857,364302.13
"state11","female","other","non_care","formal","none","active",2802981.25714286,24216.07
"state51","female","other","non_care","formal","none","active",29442181.2,424295.86
"state54","female","other","non_care","formal","none","active",8124679.2,81430.64
"state37","female","other","non_care","formal","none","active",40587166.7142857,438171.03
"state45","female","other","non_care","formal","none","active",29235776.9142857,232738.62
"state13","female","other","non_care","formal","none","active",48850819.0285714,480036.97
"state12","female","other","non_care","formal","none","active",127316659.971429,1294642.47
"state21","female","other","non_care","formal","none","active",16078152.8571429,175042.13
"state47","female","other","non_care","formal","none","active",35250473.4857143,345636.85
"state01","female","other","non_care","formal","none","active",19501563.3428571,237666.09
"state28","female","other","non_care","formal","none","active",8951475.85714286,146600.32
"state05","female","other","non_care","formal","none","active",13703097.7714286,151690.7
"state22","female","other","non_care","formal","none","active",20860206.1714286,247822.31
"state40","female","other","non_care","formal","none","active",15274672.6285714,167573.03
"state48","female","other","non_care","formal","none","active",143563330.885714,1550260.33
"state30","female","other","non_care","formal","none","active",2991220.28571429,29578.97
"state16","female","other","non_care","formal","none","active",7706351.05714286,65583.78
"state56","female","other","non_care","formal","none","active",1242787.71428571,18140.07
"state08","female","other","non_care","formal","none","active",29153206.4571429,248469.85
"state35","female","other","non_care","formal","none","active",6922392.51428571,101850.81
"state04","female","other","non_care","formal","none","active",27791115.5142857,340757.6
"state49","female","other","non_care","formal","none","active",14482830.6,129353.37
"state32","female","other","non_care","formal","none","active",15173051.4,178045.25
"state53","female","other","non_care","formal","none","active",26281059.6857143,306321.57
"state41","female","other","non_care","formal","none","active",19623254.7428571,163970.7
"state06","female","other","non_care","formal","none","active",191312482.285714,2413965.03
"state02","female","other","non_care","formal","none","active",2051679.6,24734.15
"state15","female","other","non_care","formal","none","active",9462712.2,100043.03
"national","female","other","non_care","formal","none","active",1594693720.97143,16821935.53
"state23","female","with_children","non_care","formal","none","active",15347740.2,132790.56
"state33","female","with_children","non_care","formal","none","active",15131703.3428571,111906.66
"state50","female","with_children","non_care","formal","none","active",8800899.42857143,64525.58
"state25","female","with_children","non_care","formal","none","active",93831137.7428571,704279.22
"state44","female","with_children","non_care","formal","none","active",13687116.7714286,103547.24
"state09","female","with_children","non_care","formal","none","active",36613829.4,366030.09
"state36","female","with_children","non_care","formal","none","active",189151869,1864359.88
"state34","female","with_children","non_care","formal","none","active",128562601.8,981160.63
"state42","female","with_children","non_care","formal","none","active",141666140.742857,1180059.47
"state39","female","with_children","non_care","formal","none","active",143731243.8,1215113.07
"state18","female","with_children","non_care","formal","none","active",100586264.228571,818598.2
"state17","female","with_children","non_care","formal","none","active",184472874.342857,1347207.91
"state26","female","with_children","non_care","formal","none","active",124714050.257143,1006186.02
"state55","female","with_children","non_care","formal","none","active",90879110.8285714,653678.8
"state27","female","with_children","non_care","formal","none","active",84593498.4857143,613234.52
"state19","female","with_children","non_care","formal","none","active",49223278.5428571,332642.26
"state29","female","with_children","non_care","formal","none","active",95748394.0285714,652240.1
"state38","female","with_children","non_care","formal","none","active",12245662.4571429,93680.21
"state46","female","with_children","non_care","formal","none","active",11355610.2,89678.33
"state31","female","with_children","non_care","formal","none","active",27066315.8571429,227435.22
"state20","female","with_children","non_care","formal","none","active",44593913.4,313679.37
"state10","female","with_children","non_care","formal","none","active",10729344.9428571,106086.84
"state24","female","with_children","non_care","formal","none","active",77085653.9142857,598436.13
"state11","female","with_children","non_care","formal","none","active",8248295.65714286,47664.42
"state51","female","with_children","non_care","formal","none","active",125467760.4,924309.22
"state54","female","with_children","non_care","formal","none","active",17168632.8,172352.07
"state37","female","with_children","non_care","formal","none","active",133144190.485714,1125154.11
"state45","female","with_children","non_care","formal","none","active",76156514.4857143,635859.95
"state13","female","with_children","non_care","formal","none","active",141317377.628571,1224633.54
"state12","female","with_children","non_care","formal","none","active",242829835.714286,2051044.61
"state21","female","with_children","non_care","formal","none","active",50724100.3714286,450977.96
"state47","female","with_children","non_care","formal","none","active",102678456.257143,770386.01
"state01","female","with_children","non_care","formal","none","active",65541731.5714286,520994.31
"state28","female","with_children","non_care","formal","none","active",31524710.5714286,288481.45
"state05","female","with_children","non_care","formal","none","active",37312354.5428571,324888.14
"state22","female","with_children","non_care","formal","none","active",45855010.8857143,484123.96
"state40","female","with_children","non_care","formal","none","active",44229583.0285714,416853.4
"state48","female","with_children","non_care","formal","none","active",416444678.742857,3511283.28
"state30","female","with_children","non_care","formal","none","active",13849488.7714286,116512.01
"state16","female","with_children","non_care","formal","none","active",25830715.6285714,238036.96
"state56","female","with_children","non_care","formal","none","active",7723729.11428571,67059.03
"state08","female","with_children","non_care","formal","none","active",70239774.0857143,599375.46
"state35","female","with_children","non_care","formal","none","active",26669035.0285714,217586.96
"state04","female","with_children","non_care","formal","none","active",90053063.9142857,696075.76
"state49","female","with_children","non_care","formal","none","active",42653110.7142857,391552.88
"state32","female","with_children","non_care","formal","none","active",42091194.4285714,326882.4
"state53","female","with_children","non_care","formal","none","active",101191260.6,913998.05
"state41","female","with_children","non_care","formal","none","active",56573535.3428571,437386.13
"state06","female","with_children","non_care","formal","none","active",470007266.142857,3888548.36
"state02","female","with_children","non_care","formal","none","active",9705544.37142857,80380.19
"state15","female","with_children","non_care","formal","none","active",13334002.3714286,152217.34
"national","female","with_children","non_care","formal","none","active",4208383207.37143,34651174.27
"state23","female","without_children","non_care","formal","none","active",29475089.2285714,401675.69
"state33","female","without_children","non_care","formal","none","active",36623036.2285714,402489.9
"state50","female","without_children","non_care","formal","none","active",17168041.4571429,182567.77
"state25","female","without_children","non_care","formal","none","active",172026554.228571,1763926.14
"state44","female","without_children","non_care","formal","none","active",27070327.0285714,290552.78
"state09","female","without_children","non_care","formal","none","active",67476036.5142857,900290.81
"state36","female","without_children","non_care","formal","none","active",429531334.114286,4988938.04
"state34","female","without_children","non_care","formal","none","active",200461503.428571,2073809.9
"state42","female","without_children","non_care","formal","none","active",304457377.457143,3244363.17
"state39","female","without_children","non_care","formal","none","active",223712406,2884291.44
"state18","female","without_children","non_care","formal","none","active",138020433.257143,1582186.29
"state17","female","without_children","non_care","formal","none","active",304569037.028571,3036351.49
"state26","female","without_children","non_care","formal","none","active",232549527.428571,2415418.65
"state55","female","without_children","non_care","formal","none","active",150406583.742857,1442976.49
"state27","female","without_children","non_care","formal","none","active",151458833.742857,1427579.9
"state19","female","without_children","non_care","formal","none","active",58869049.4571429,808804.18
"state29","female","without_children","non_care","formal","none","active",169454313.342857,1519646.87
"state38","female","without_children","non_care","formal","none","active",18872392.5428571,173637.09
"state46","female","without_children","non_care","formal","none","active",20719479.9428571,224246.84
"state31","female","without_children","non_care","formal","none","active",40372358.0571429,459438.1
"state20","female","without_children","non_care","formal","none","active",56383329.6857143,707781
"state10","female","without_children","non_care","formal","none","active",18482056.7142857,266371.32
"state24","female","without_children","non_care","formal","none","active",166526457.342857,1509432.49
"state11","female","without_children","non_care","formal","none","active",36951178.8,223310.58
"state51","female","without_children","non_care","formal","none","active",200512896.514286,2099460.26
"state54","female","without_children","non_care","formal","none","active",27867007.7142857,445493.3
"state37","female","without_children","non_care","formal","none","active",259257789.428571,2801083.52
"state45","female","without_children","non_care","formal","none","active",116855257.028571,1336837.49
"state13","female","without_children","non_care","formal","none","active",277382964.514286,2710740.42
"state12","female","without_children","non_care","formal","none","active",513890071.457143,5998158.4
"state21","female","without_children","non_care","formal","none","active",86848842.0857143,1162108.73
"state47","female","without_children","non_care","formal","none","active",173385587.657143,1754660.8
"state01","female","without_children","non_care","formal","none","active",102719749.285714,1311147.06
"state28","female","without_children","non_care","formal","none","active",53595481.9714286,735307.3
"state05","female","without_children","non_care","formal","none","active",58441875.7714286,736075.6
"state22","female","without_children","non_care","formal","none","active",73679977.8857143,1071847.81
"state40","female","without_children","non_care","formal","none","active",92481773.8285714,987847.14
"state48","female","without_children","non_care","formal","none","active",650835137.571429,6567935.32
"state30","female","without_children","non_care","formal","none","active",29940093.3428571,294271.92
"state16","female","without_children","non_care","formal","none","active",35495634.2571429,438131.2
"state56","female","without_children","non_care","formal","none","active",11448780.9428571,134037.24
"state08","female","without_children","non_care","formal","none","active",149544010.714286,1446028.63
"state35","female","without_children","non_care","formal","none","active",41786108.2285714,521733.75
"state04","female","without_children","non_care","formal","none","active",179870061.428571,1895835.46
"state49","female","without_children","non_care","formal","none","active",75408694.2,711670.9
"state32","female","without_children","non_care","formal","none","active",69073997.0571429,735200.55
"state53","female","without_children","non_care","formal","none","active",168798225.085714,1827374.51
"state41","female","without_children","non_care","formal","none","active",97399778.0571429,1110036.34
"state06","female","without_children","non_care","formal","none","active",867417841.2,9095240.77
"state02","female","without_children","non_care","formal","none","active",15592204.1142857,151054.12
"state15","female","without_children","non_care","formal","none","active",27965346.1714286,312722.92
"national","female","without_children","non_care","formal","none","active",7529131924.28572,81322128.39
"state23","male","other","non_care","formal","none","active",6203377.71428571,36544.32
"state33","male","other","non_care","formal","none","active",10864996.8857143,48921.75
"state50","male","other","non_care","formal","none","active",3129507.08571429,12524.91
"state25","male","other","non_care","formal","none","active",46179539.2285714,253471.52
"state44","male","other","non_care","formal","none","active",7869138.25714286,34611.17
"state09","male","other","non_care","formal","none","active",30029403.8571429,155198.4
"state36","male","other","non_care","formal","none","active",117576325.371429,773525.28
"state34","male","other","non_care","formal","none","active",89501299.6285714,445114.68
"state42","male","other","non_care","formal","none","active",118263384,523066.36
"state39","male","other","non_care","formal","none","active",62678991.6857143,372708.01
"state18","male","other","non_care","formal","none","active",28945266.7714286,179802.83
"state17","male","other","non_care","formal","none","active",93413562.3428572,465979.77
"state26","male","other","non_care","formal","none","active",73470241.8857143,369004.62
"state55","male","other","non_care","formal","none","active",32640493.0285714,158544.53
"state27","male","other","non_care","formal","none","active",34870017.4285714,161887.81
"state19","male","other","non_care","formal","none","active",18306969.8571429,81195.3
"state29","male","other","non_care","formal","none","active",40071587.1428571,188194.52
"state38","male","other","non_care","formal","none","active",3124805.31428571,20048.72
"state46","male","other","non_care","formal","none","active",4640187.34285714,18238.68
"state31","male","other","non_care","formal","none","active",8515042.37142857,49556.21
"state20","male","other","non_care","formal","none","active",18581249.1428571,83117.4
"state10","male","other","non_care","formal","none","active",5931156,33738.02
"state24","male","other","non_care","formal","none","active",44679231.8571429,246189.96
"state11","male","other","non_care","formal","none","active",2117725.88571429,11860.83
"state51","male","other","non_care","formal","none","active",53412863.4857143,300654.33
"state54","male","other","non_care","formal","none","active",10238413.7142857,61395.53
"state37","male","other","non_care","formal","none","active",64318723.5428571,337669.14
"state45","male","other","non_care","formal","none","active",28000207.1142857,156076.11
"state13","male","other","non_care","formal","none","active",67302105.1714286,346920.81
"state12","male","other","non_care","formal","none","active",158120074.285714,967512.06
"state21","male","other","non_care","formal","none","active",31950440.1428571,119214.6
"state47","male","other","non_care","formal","none","active",37961015.4,229703.48
"state01","male","other","non_care","formal","none","active",30980855.8285714,165849.7
"state28","male","other","non_care","formal","none","active",15629300.1428571,81484.89
"state05","male","other","non_care","formal","none","active",14650133.7428571,90958.25
"state22","male","other","non_care","formal","none","active",28785663.4285714,158307.56
"state40","male","other","non_care","formal","none","active",20783100.2571429,88016.54
"state48","male","other","non_care","formal","none","active",208858430.314286,984576.03
"state30","male","other","non_care","formal","none","active",3749117.22857143,23208.66
"state16","male","other","non_care","formal","none","active",10877971.7142857,54356.01
"state56","male","other","non_care","formal","none","active",2213398.45714286,14683.56
"state08","male","other","non_care","formal","none","active",28423577.1428571,180424.54
"state35","male","other","non_care","formal","none","active",8901514.97142857,71300.73
"state04","male","other","non_care","formal","none","active",41661183.7714286,256835.5
"state49","male","other","non_care","formal","none","active",22344865.2857143,109840.44
"state32","male","other","non_care","formal","none","active",23853789.8571429,146206.9
"state53","male","other","non_care","formal","none","active",50459714.3142857,282198.67
"state41","male","other","non_care","formal","none","active",27688332.8571429,141550.15
"state06","male","other","non_care","formal","none","active",283248446.657143,1769596.08
"state02","male","other","non_care","formal","none","active",3247071.51428571,22472.23
"state15","male","other","non_care","formal","none","active",9028648.8,72297.33
"national","male","other","non_care","formal","none","active",2188292459.22857,11956355.43
"state23","male","with_children","non_care","formal","none","active",26517400.8,108226.95
"state33","male","with_children","non_care","formal","none","active",27365299.9714286,101939.87
"state50","male","with_children","non_care","formal","none","active",15281674.4571429,55189.26
"state25","male","with_children","non_care","formal","none","active",156672146.228571,590833.54
"state44","male","with_children","non_care","formal","none","active",20859056.9142857,82506.32
"state09","male","with_children","non_care","formal","none","active",91122483.4285714,317687.72
"state36","male","with_children","non_care","formal","none","active",380373236.142857,1535868.06
"state34","male","with_children","non_care","formal","none","active",229433404.028571,838940.76
"state42","male","with_children","non_care","formal","none","active",243860687.142857,968196.04
"state39","male","with_children","non_care","formal","none","active",268145769.342857,1038046.38
"state18","male","with_children","non_care","formal","none","active",186599872.371429,686338.49
"state17","male","with_children","non_care","formal","none","active",319391087.485714,1172761.43
"state26","male","with_children","non_care","formal","none","active",206504469.857143,812974.2
"state55","male","with_children","non_care","formal","none","active",152279407.457143,562989.19
"state27","male","with_children","non_care","formal","none","active",150879442.885714,555823.71
"state19","male","with_children","non_care","formal","none","active",83648490.0857143,277992.17
"state29","male","with_children","non_care","formal","none","active",145933232.314286,522531.22
"state38","male","with_children","non_care","formal","none","active",21659115.9428571,82070.59
"state46","male","with_children","non_care","formal","none","active",22588917.8571429,78230.13
"state31","male","with_children","non_care","formal","none","active",57558871.0285714,193160.92
"state20","male","with_children","non_care","formal","none","active",80791116.5142857,284742.13
"state10","male","with_children","non_care","formal","none","active",19768201.1142857,91527.7
"state24","male","with_children","non_care","formal","none","active",135986557.885714,517633.43
"state11","male","with_children","non_care","formal","none","active",9814808.05714286,37271.03
"state51","male","with_children","non_care","formal","none","active",201355447.628571,746904.12
"state54","male","with_children","non_care","formal","none","active",40326177.2571429,153743.99
