"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state53","male","with_children","care","informal","health","passive_elder",2820438.89017466,831731.55792538
"state45","male","with_children","care","informal","health","passive_elder",597938.997855973,305590.821228315
"state35","male","with_children","care","informal","health","active",3420557.44797218,182557.715759116
"state16","male","with_children","care","informal","health","active",11811920.5387277,190113.688091574
"state48","male","with_children","care","informal","health","passive_elder",2114462.04242955,3402427.85659973
"state36","male","with_children","care","informal","health","passive_elder",2006138.81932925,1527479.9356767
"state17","male","with_children","care","informal","health","passive_elder",622336.306651742,1640010.68171432
"state09","male","with_children","care","informal","health","passive_elder",11171.9409125616,308154.364673088
"state32","male","with_children","care","informal","health","passive_elder",2655224.89550663,218375.746823437
"state15","male","with_children","care","informal","health","passive_elder",303408.976562904,75575.9846285995
"state15","male","with_children","care","informal","health","active",86688.2790179726,75575.9846285995
"state02","male","with_children","care","informal","health","active",349904.271661364,70348.6481578877
"state24","male","with_children","care","informal","health","passive_elder",55677.8817395036,744800.936261612
"state05","male","with_children","care","informal","health","passive_elder",88740.2398493589,245785.860118916
"state40","male","with_children","care","informal","health","passive_elder",5600865.86890564,450971.384747107
"state51","male","with_children","care","informal","health","passive_elder",883905.178821929,1052451.47548106
"state10","male","with_children","care","informal","health","active",24278.5945781918,76766.2154126948
"national","male","with_children","care","informal","health","active",235861593.275304,32170250.3200538
"national","male","with_children","care","informal","health","passive_elder",82376328.2330238,32170250.3200538
"state55","male","without_children","care","informal","daily_living","active",322660640.652746,1767937.61695916
"state48","male","without_children","care","informal","daily_living","active",1013648279.90995,6405441.67769733
"state51","male","without_children","care","informal","daily_living","active",395723132.160925,2445134.37121986
"state36","male","without_children","care","informal","daily_living","active",743720646.722126,4505945.58784226
"state50","male","without_children","care","informal","daily_living","active",47316357.7710965,179694.145805924
"state21","male","without_children","care","informal","daily_living","active",196100725.833792,1127717.42983136
"state18","male","without_children","care","informal","daily_living","active",296851658.034395,1729910.92027745
"state34","male","without_children","care","informal","daily_living","active",345262432.964078,2228043.47601706
"state27","male","without_children","care","informal","daily_living","active",305650718.874327,1931658.13953256
"state45","male","without_children","care","informal","daily_living","active",238586754.170787,1315007.81192436
"state04","male","without_children","care","informal","daily_living","active",325759546.001165,1728421.60734591
"state06","male","without_children","care","informal","daily_living","active",1296282478.53348,7851109.69951774
"state39","male","without_children","care","informal","daily_living","active",620603469.841735,3170444.71984795
"state13","male","without_children","care","informal","daily_living","active",544785775.038062,2884952.17373883
"state29","male","without_children","care","informal","daily_living","active",260940013.783563,1614705.51574659
"state05","male","without_children","care","informal","daily_living","active",112090358.822945,666340.731870087
"state24","male","without_children","care","informal","daily_living","active",290756017.294496,1816788.92658306
"state31","male","without_children","care","informal","daily_living","active",80352028.5708682,447038.023669611
"state37","male","without_children","care","informal","daily_living","active",479568853.402673,2830103.73366626
"state20","male","without_children","care","informal","daily_living","active",141673569.397226,820963.331838782
"state33","male","without_children","care","informal","daily_living","active",53063810.1385813,322311.813000623
"state01","male","without_children","care","informal","daily_living","active",202924817.764,1159031.70320189
"state42","male","without_children","care","informal","daily_living","active",570503479.640435,3330143.43179532
"state35","male","without_children","care","informal","daily_living","active",96889267.6346095,487471.969157472
"state32","male","without_children","care","informal","daily_living","active",122827167.343153,725657.146982481
"state17","male","without_children","care","informal","daily_living","active",556433502.453544,3453745.054766
"state12","male","without_children","care","informal","daily_living","active",793789290.067927,4485038.82461855
"state53","male","without_children","care","informal","daily_living","active",433404170.276393,2328030.07411964
"state09","male","without_children","care","informal","daily_living","active",153695286.357801,845819.405905293
"state44","male","without_children","care","informal","daily_living","active",28612410.8941765,176572.878230319
"state28","male","without_children","care","informal","daily_living","active",113935532.108021,564765.085013125
"state19","male","without_children","care","informal","daily_living","active",171700422.646861,1025321.88426025
"state10","male","without_children","care","informal","daily_living","active",48461563.3280941,215553.035167447
"state41","male","without_children","care","informal","daily_living","active",227614800.038978,1263930.40765389
"state25","male","without_children","care","informal","daily_living","active",297470722.373498,1737705.77342572
"state47","male","without_children","care","informal","daily_living","active",287479817.341577,1826814.38572102
"state22","male","without_children","care","informal","daily_living","active",144998986.521169,893219.86952715
"state16","male","without_children","care","informal","daily_living","active",78203154.3236345,420799.500275531
"state49","male","without_children","care","informal","daily_living","active",125727767.641495,768974.325518151
"state26","male","without_children","care","informal","daily_living","active",414966115.273655,2420236.34846371
"state46","male","without_children","care","informal","daily_living","active",35395498.0143814,215713.240925817
"state40","male","without_children","care","informal","daily_living","active",152514270.434837,1013309.1120127
"state08","male","without_children","care","informal","daily_living","active",291436836.416975,1648990.81883463
"state30","male","without_children","care","informal","daily_living","active",62016931.6245076,326992.152462185
"state54","male","without_children","care","informal","daily_living","active",110042858.392578,554644.477048697
"state02","male","without_children","care","informal","daily_living","active",28371552.7108866,129278.902388343
"state15","male","without_children","care","informal","daily_living","active",33231848.1753767,184817.160600599
"state11","male","without_children","care","informal","daily_living","active",65529949.7532355,403297.652117455
"state56","male","without_children","care","informal","daily_living","active",22909577.8288136,124430.395681574
"state23","male","without_children","care","informal","daily_living","active",67989500.3307423,376201.353291364
"state38","male","without_children","care","informal","daily_living","active",47470542.6542806,242029.373917089
"national","male","without_children","care","informal","daily_living","active",13897944908.2847,81138207.1970162
"state48","male","without_children","care","informal","developmental","active",31233270.543742,6405441.67769733
"state37","male","without_children","care","informal","developmental","passive_child",18355792.4972767,2830103.73366626
"state37","male","without_children","care","informal","developmental","active",14873958.2224024,2830103.73366626
"state31","male","without_children","care","informal","developmental","passive_child",5987829.27385037,447038.023669611
"state06","male","without_children","care","informal","developmental","active",44117483.2931255,7851109.69951774
"state06","male","without_children","care","informal","developmental","passive_child",56576733.5927656,7851109.69951774
"state12","male","without_children","care","informal","developmental","passive_child",21241545.8454456,4485038.82461855
"state53","male","without_children","care","informal","developmental","active",15272617.228092,2328030.07411964
"state55","male","without_children","care","informal","developmental","active",17759669.0409128,1767937.61695916
"state39","male","without_children","care","informal","developmental","active",26983400.7880915,3170444.71984795
"state39","male","without_children","care","informal","developmental","passive_child",30141732.0026107,3170444.71984795
"state34","male","without_children","care","informal","developmental","passive_child",3249409.49723585,2228043.47601706
"state34","male","without_children","care","informal","developmental","active",14641691.9333732,2228043.47601706
"state16","male","without_children","care","informal","developmental","active",3848226.51775545,420799.500275531
"state41","male","without_children","care","informal","developmental","active",6141749.22605401,1263930.40765389
"state21","male","without_children","care","informal","developmental","active",5259935.52510293,1127717.42983136
"state21","male","without_children","care","informal","developmental","passive_child",9155776.22555996,1127717.42983136
"state51","male","without_children","care","informal","developmental","passive_child",8614966.59094649,2445134.37121986
"state51","male","without_children","care","informal","developmental","active",16924975.2444443,2445134.37121986
"state42","male","without_children","care","informal","developmental","active",19606873.0574484,3330143.43179532
"state17","male","without_children","care","informal","developmental","active",46381207.2812424,3453745.054766
"state12","male","without_children","care","informal","developmental","active",12803399.8164082,4485038.82461855
"state18","male","without_children","care","informal","developmental","active",6435092.18375886,1729910.92027745
"state18","male","without_children","care","informal","developmental","passive_child",20620738.2862964,1729910.92027745
"state26","male","without_children","care","informal","developmental","active",6376303.11719293,2420236.34846371
"state45","male","without_children","care","informal","developmental","passive_child",20858221.9687473,1315007.81192436
"state55","male","without_children","care","informal","developmental","passive_child",24456273.5034623,1767937.61695916
"state29","male","without_children","care","informal","developmental","passive_child",18751967.5765387,1614705.51574659
"state13","male","without_children","care","informal","developmental","passive_child",25813412.6666818,2884952.17373883
"state04","male","without_children","care","informal","developmental","active",8135609.89416987,1728421.60734591
"state05","male","without_children","care","informal","developmental","passive_child",4410748.83523636,666340.731870087
"state05","male","without_children","care","informal","developmental","active",1066518.11397207,666340.731870087
"state08","male","without_children","care","informal","developmental","active",10189003.374285,1648990.81883463
"state40","male","without_children","care","informal","developmental","passive_child",1137274.20260449,1013309.1120127
"state22","male","without_children","care","informal","developmental","active",3556949.12347196,893219.86952715
"state17","male","without_children","care","informal","developmental","passive_child",23557098.6877237,3453745.054766
"state22","male","without_children","care","informal","developmental","passive_child",10904004.8401701,893219.86952715
"state04","male","without_children","care","informal","developmental","passive_child",30159751.4640333,1728421.60734591
"state24","male","without_children","care","informal","developmental","passive_child",20656684.9802751,1816788.92658306
"state24","male","without_children","care","informal","developmental","active",7201519.7780057,1816788.92658306
"state47","male","without_children","care","informal","developmental","active",16736864.6805631,1826814.38572102
"state01","male","without_children","care","informal","developmental","active",6467183.36911596,1159031.70320189
"state13","male","without_children","care","informal","developmental","active",43557924.3511047,2884952.17373883
"state48","male","without_children","care","informal","developmental","passive_child",30753514.4179539,6405441.67769733
"state31","male","without_children","care","informal","developmental","active",3097494.20133781,447038.023669611
"state35","male","without_children","care","informal","developmental","active",2541270.01239493,487471.969157472
"state27","male","without_children","care","informal","developmental","active",12396494.7579865,1931658.13953256
"state49","male","without_children","care","informal","developmental","active",2295571.05015412,768974.325518151
"state25","male","without_children","care","informal","developmental","active",5853793.06786134,1737705.77342572
"state20","male","without_children","care","informal","developmental","passive_child",12118770.8093146,820963.331838782
"state28","male","without_children","care","informal","developmental","passive_child",6984686.79571303,564765.085013125
"state42","male","without_children","care","informal","developmental","passive_child",16647870.8598687,3330143.43179532
"state36","male","without_children","care","informal","developmental","active",16983935.251418,4505945.58784226
"state36","male","without_children","care","informal","developmental","passive_child",27428668.1260925,4505945.58784226
"state53","male","without_children","care","informal","developmental","passive_child",14830683.3655581,2328030.07411964
"state41","male","without_children","care","informal","developmental","passive_child",20707892.220125,1263930.40765389
"state19","male","without_children","care","informal","developmental","passive_child",5606127.30680465,1025321.88426025
"state26","male","without_children","care","informal","developmental","passive_child",19380825.8041788,2420236.34846371
"state40","male","without_children","care","informal","developmental","active",2508849.68950399,1013309.1120127
"state25","male","without_children","care","informal","developmental","passive_child",851482.455322521,1737705.77342572
"state01","male","without_children","care","informal","developmental","passive_child",6807590.97537971,1159031.70320189
"state08","male","without_children","care","informal","developmental","passive_child",12670714.0901527,1648990.81883463
"state28","male","without_children","care","informal","developmental","active",4388094.30269564,564765.085013125
"state38","male","without_children","care","informal","developmental","active",1550584.62785511,242029.373917089
"state09","male","without_children","care","informal","developmental","passive_child",2226363.82467266,845819.405905293
"state16","male","without_children","care","informal","developmental","passive_child",15538704.3782985,420799.500275531
"state30","male","without_children","care","informal","developmental","active",59727.4304600877,326992.152462185
"state45","male","without_children","care","informal","developmental","active",10453468.3453572,1315007.81192436
"state47","male","without_children","care","informal","developmental","passive_child",14155569.5044828,1826814.38572102
"state02","male","without_children","care","informal","developmental","active",288822.385227299,129278.902388343
"state49","male","without_children","care","informal","developmental","passive_child",1574264.40747748,768974.325518151
"state46","male","without_children","care","informal","developmental","passive_child",910647.167638274,215713.240925817
"state20","male","without_children","care","informal","developmental","active",7180375.15956848,820963.331838782
"state29","male","without_children","care","informal","developmental","active",3238122.247694,1614705.51574659
"state19","male","without_children","care","informal","developmental","active",8526525.69622241,1025321.88426025
"state32","male","without_children","care","informal","developmental","passive_child",7759243.58233897,725657.146982481
"state32","male","without_children","care","informal","developmental","active",2368652.23796205,725657.146982481
"state27","male","without_children","care","informal","developmental","passive_child",5353604.63916718,1931658.13953256
"state38","male","without_children","care","informal","developmental","passive_child",1573362.44941571,242029.373917089
"state30","male","without_children","care","informal","developmental","passive_child",3591319.6259103,326992.152462185
"state44","male","without_children","care","informal","developmental","passive_child",2285383.12668131,176572.878230319
"state54","male","without_children","care","informal","developmental","active",3378317.48820309,554644.477048697
"state11","male","without_children","care","informal","developmental","active",131735.048196712,403297.652117455
"state09","male","without_children","care","informal","developmental","active",2404774.81023032,845819.405905293
"state44","male","without_children","care","informal","developmental","active",794963.489828986,176572.878230319
"state54","male","without_children","care","informal","developmental","passive_child",392596.117983605,554644.477048697
"state11","male","without_children","care","informal","developmental","passive_child",2216621.23338786,403297.652117455
"state15","male","without_children","care","informal","developmental","passive_child",409560.257287151,184817.160600599
"state35","male","without_children","care","informal","developmental","passive_child",2212150.22307511,487471.969157472
"state23","male","without_children","care","informal","developmental","passive_child",1250336.05705278,376201.353291364
"state23","male","without_children","care","informal","developmental","active",1560619.2027015,376201.353291364
"state46","male","without_children","care","informal","developmental","active",642976.581467893,215713.240925817
"state10","male","without_children","care","informal","developmental","passive_child",2703127.5202797,215553.035167447
"state10","male","without_children","care","informal","developmental","active",1278138.76713427,215553.035167447
"national","male","without_children","care","informal","developmental","active",479494731.555297,81138207.1970162
"national","male","without_children","care","informal","developmental","passive_child",593591643.879074,81138207.1970162
"state48","male","without_children","care","informal","health","active",78659139.5941484,6405441.67769733
"state50","male","without_children","care","informal","health","active",2323768.29169439,179694.145805924
"state21","male","without_children","care","informal","health","passive_elder",6279796.66559374,1127717.42983136
"state21","male","without_children","care","informal","health","active",11067023.2184643,1127717.42983136
"state13","male","without_children","care","informal","health","active",34469876.1220386,2884952.17373883
"state24","male","without_children","care","informal","health","active",9091980.20420025,1816788.92658306
"state32","male","without_children","care","informal","health","active",7927479.33057178,725657.146982481
"state06","male","without_children","care","informal","health","active",66877370.4572525,7851109.69951774
"state55","male","without_children","care","informal","health","active",15741481.9712398,1767937.61695916
"state39","male","without_children","care","informal","health","active",38203746.944854,3170444.71984795
"state41","male","without_children","care","informal","health","active",12237011.5216524,1263930.40765389
"state09","male","without_children","care","informal","health","active",4950986.80507558,845819.405905293
"state48","male","without_children","care","informal","health","passive_elder",55460994.6871186,6405441.67769733
"state25","male","without_children","care","informal","health","active",15916191.9337253,1737705.77342572
"state53","male","without_children","care","informal","health","active",24730082.4063372,2328030.07411964
"state53","male","without_children","care","informal","health","passive_elder",16634953.0743572,2328030.07411964
"state01","male","without_children","care","informal","health","active",14095062.0781853,1159031.70320189
"state01","male","without_children","care","informal","health","passive_elder",13299838.4674734,1159031.70320189
"state19","male","without_children","care","informal","health","passive_elder",9364874.41483957,1025321.88426025
"state44","male","without_children","care","informal","health","active",1032733.30380553,176572.878230319
"state08","male","without_children","care","informal","health","active",8931496.72845828,1648990.81883463
"state42","male","without_children","care","informal","health","passive_elder",47273590.0659494,3330143.43179532
"state42","male","without_children","care","informal","health","active",37022736.6383112,3330143.43179532
"state17","male","without_children","care","informal","health","active",25493654.8593467,3453745.054766
"state45","male","without_children","care","informal","health","active",15749381.0818722,1315007.81192436
"state29","male","without_children","care","informal","health","passive_elder",12116686.9613402,1614705.51574659
"state29","male","without_children","care","informal","health","active",12485069.7064163,1614705.51574659
"state26","male","without_children","care","informal","health","active",31462120.6101685,2420236.34846371
"state26","male","without_children","care","informal","health","passive_elder",17500223.1271519,2420236.34846371
"state19","male","without_children","care","informal","health","active",10223652.1336766,1025321.88426025
"state24","male","without_children","care","informal","health","passive_elder",5604849.92328814,1816788.92658306
"state30","male","without_children","care","informal","health","active",5155723.17777789,326992.152462185
"state51","male","without_children","care","informal","health","active",37012806.8814924,2445134.37121986
"state40","male","without_children","care","informal","health","active",12353176.1706759,1013309.1120127
"state12","male","without_children","care","informal","health","active",47797500.8212627,4485038.82461855
"state05","male","without_children","care","informal","health","active",16723649.9696796,666340.731870087
"state54","male","without_children","care","informal","health","active",9885392.85116932,554644.477048697
"state10","male","without_children","care","informal","health","active",14158846.8721434,215553.035167447
"state51","male","without_children","care","informal","health","passive_elder",23876069.8565425,2445134.37121986
"state18","male","without_children","care","informal","health","active",37306194.4610122,1729910.92027745
"state46","male","without_children","care","informal","health","active",2355527.95064587,215713.240925817
"state37","male","without_children","care","informal","health","active",45695069.8956985,2830103.73366626
"state28","male","without_children","care","informal","health","active",5709378.78319045,564765.085013125
"state36","male","without_children","care","informal","health","passive_elder",38215574.2396958,4505945.58784226
"state36","male","without_children","care","informal","health","active",40876703.0137488,4505945.58784226
"state17","male","without_children","care","informal","health","passive_elder",22059972.928292,3453745.054766
"state37","male","without_children","care","informal","health","passive_elder",30975403.2517221,2830103.73366626
"state13","male","without_children","care","informal","health","passive_elder",47128252.3894543,2884952.17373883
"state12","male","without_children","care","informal","health","passive_elder",43534368.7514214,4485038.82461855
"state25","male","without_children","care","informal","health","passive_elder",17244793.3604459,1737705.77342572
"state41","male","without_children","care","informal","health","passive_elder",8601745.744423,1263930.40765389
"state04","male","without_children","care","informal","health","active",20326123.0571329,1728421.60734591
"state31","male","without_children","care","informal","health","active",6585398.76924098,447038.023669611
"state04","male","without_children","care","informal","health","passive_elder",15544097.2225079,1728421.60734591
"state49","male","without_children","care","informal","health","passive_elder",5218301.15056839,768974.325518151
"state06","male","without_children","care","informal","health","passive_elder",66135025.0073195,7851109.69951774
"state28","male","without_children","care","informal","health","passive_elder",3216382.3546817,564765.085013125
"state45","male","without_children","care","informal","health","passive_elder",6834559.49362448,1315007.81192436
"state11","male","without_children","care","informal","health","active",1732332.50679283,403297.652117455
"state27","male","without_children","care","informal","health","active",21556788.0082808,1931658.13953256
"state33","male","without_children","care","informal","health","active",3529139.69142649,322311.813000623
"state34","male","without_children","care","informal","health","passive_elder",25315636.6998422,2228043.47601706
"state35","male","without_children","care","informal","health","active",4346550.87002826,487471.969157472
"state18","male","without_children","care","informal","health","passive_elder",32654258.4730097,1729910.92027745
"state39","male","without_children","care","informal","health","passive_elder",30009488.5034008,3170444.71984795
"state22","male","without_children","care","informal","health","active",12467303.2416534,893219.86952715
"state54","male","without_children","care","informal","health","passive_elder",10409464.8685425,554644.477048697
"state40","male","without_children","care","informal","health","passive_elder",5849993.29933862,1013309.1120127
"state47","male","without_children","care","informal","health","passive_elder",20426341.3459175,1826814.38572102
"state34","male","without_children","care","informal","health","active",28265659.1028309,2228043.47601706
"state56","male","without_children","care","informal","health","active",3118033.37593029,124430.395681574
"state15","male","without_children","care","informal","health","active",3602319.18961576,184817.160600599
"state55","male","without_children","care","informal","health","passive_elder",13803712.2426499,1767937.61695916
"state16","male","without_children","care","informal","health","active",8490464.81034165,420799.500275531
"state47","male","without_children","care","informal","health","active",16887008.5875909,1826814.38572102
"state31","male","without_children","care","informal","health","passive_elder",8814710.21415017,447038.023669611
"state46","male","without_children","care","informal","health","passive_elder",8914583.61045474,215713.240925817
"state35","male","without_children","care","informal","health","passive_elder",3839247.10054892,487471.969157472
"state02","male","without_children","care","informal","health","passive_elder",185318.821766959,129278.902388343
"state02","male","without_children","care","informal","health","active",1299786.38181894,129278.902388343
"state23","male","without_children","care","informal","health","active",2872817.95030795,376201.353291364
"state08","male","without_children","care","informal","health","passive_elder",3422017.697701,1648990.81883463
"state49","male","without_children","care","informal","health","active",7815858.60929931,768974.325518151
"state56","male","without_children","care","informal","health","passive_elder",3054245.17611856,124430.395681574
"state10","male","without_children","care","informal","health","passive_elder",9894845.57339296,215553.035167447
"state20","male","without_children","care","informal","health","active",4814698.71741159,820963.331838782
"state05","male","without_children","care","informal","health","passive_elder",19593462.7454976,666340.731870087
"state09","male","without_children","care","informal","health","passive_elder",1968449.0248494,845819.405905293
"state11","male","without_children","care","informal","health","passive_elder",2321319.41543178,403297.652117455
"state22","male","without_children","care","informal","health","passive_elder",11786231.2904634,893219.86952715
"state27","male","without_children","care","informal","health","passive_elder",20801007.302851,1931658.13953256
"state38","male","without_children","care","informal","health","active",5006.61573078904,242029.373917089
"state30","male","without_children","care","informal","health","passive_elder",964773.583612359,326992.152462185
"state20","male","without_children","care","informal","health","passive_elder",4637175.71434548,820963.331838782
"state16","male","without_children","care","informal","health","passive_elder",1421432.95977872,420799.500275531
"state32","male","without_children","care","informal","health","passive_elder",10903688.5423225,725657.146982481
"state33","male","without_children","care","informal","health","passive_elder",810545.463682784,322311.813000623
"state23","male","without_children","care","informal","health","passive_elder",4505094.42312331,376201.353291364
"state50","male","without_children","care","informal","health","passive_elder",1148369.98922832,179694.145805924
"national","male","without_children","care","informal","health","active",901437306.275426,81138207.1970162
"national","male","without_children","care","informal","health","passive_elder",769575767.219832,81138207.1970162
"state51","female","other","non_care","informal","none","active",331182149.983296,353976.217503338
"state13","female","other","non_care","informal","none","active",667062018.760354,672084.431030859
"state45","female","other","non_care","informal","none","active",265630969.418409,278185.522463734
"state36","female","other","non_care","informal","none","active",1036794996.13927,1045166.25578609
"state28","female","other","non_care","informal","none","active",138399758.532733,133163.941887288
"state49","female","other","non_care","informal","none","active",138697117.318552,152642.156086746
"state35","female","other","non_care","informal","none","active",111791779.592153,121388.517839622
"state37","female","other","non_care","informal","none","active",533456335.259731,513196.170200735
"state42","female","other","non_care","informal","none","active",638298354.777706,698604.121628962
"state47","female","other","non_care","informal","none","active",280731676.977271,285131.23151099
"state18","female","other","non_care","informal","none","active",329676430.967526,321104.531337214
"state48","female","other","non_care","informal","none","active",1270405575.00736,1342753.11618855
"state26","female","other","non_care","informal","none","active",455585529.888135,473722.789320615
"state04","female","other","non_care","informal","none","active",344994797.197648,392229.338119437
"state34","female","other","non_care","informal","none","active",480636218.912485,521860.531512353
"state39","female","other","non_care","informal","none","active",624961148.469239,653788.723116601
"state55","female","other","non_care","informal","none","active",255991879.198016,283101.326390005
"state06","female","other","non_care","informal","none","active",1703051949.71151,1790726.86776005
"state25","female","other","non_care","informal","none","active",329140503.983655,371509.458036765
"state41","female","other","non_care","informal","none","active",131551113.193136,136870.875416586
"state21","female","other","non_care","informal","none","active",189057712.441898,180825.566971296
"state08","female","other","non_care","informal","none","active",168411355.466579,194685.80603729
"state01","female","other","non_care","informal","none","active",270881249.186279,255004.240402412
"state17","female","other","non_care","informal","none","active",633153007.868632,668336.594343087
"state53","female","other","non_care","informal","none","active",274092898.725723,284762.390765295
"state40","female","other","non_care","informal","none","active",144502522.77193,140332.299764207
"state33","female","other","non_care","informal","none","active",82460062.4228151,80101.9540700658
"state20","female","other","non_care","informal","none","active",111193354.522891,106792.14231858
"state05","female","other","non_care","informal","none","active",159568854.625562,163684.362502582
"state22","female","other","non_care","informal","none","active",270334155.791798,273964.730099829
"state15","female","other","non_care","informal","none","active",56853752.3422987,62741.7501175945
"state54","female","other","non_care","informal","none","active",109023603.557254,105909.140375694
"state27","female","other","non_care","informal","none","active",191770459.957244,199206.124086424
"state12","female","other","non_care","informal","none","active",959582278.611518,989725.33724299
"state56","female","other","non_care","informal","none","active",32360677.8571543,31314.7011934499
"state19","female","other","non_care","informal","none","active",123446546.632472,121682.61281745
"state29","female","other","non_care","informal","none","active",293904411.175817,299335.218101267
"state09","female","other","non_care","informal","none","active",151096267.407996,140370.794936595
"state31","female","other","non_care","informal","none","active",88410062.6571678,92196.4808386219
"state24","female","other","non_care","informal","none","active",316050242.284678,356250.290970382
"state23","female","other","non_care","informal","none","active",65125029.3372015,60981.9259764345
"state44","female","other","non_care","informal","none","active",38001795.180733,37386.3939152926
"state16","female","other","non_care","informal","none","active",74034978.0433191,70411.7687460044
"state46","female","other","non_care","informal","none","active",11185243.1804885,13089.178830091
"state50","female","other","non_care","informal","none","active",16456137.5660203,21747.6716937742
"state10","female","other","non_care","informal","none","active",43263301.8842465,44538.1394152132
"state32","female","other","non_care","informal","none","active",103501646.387927,108751.46961826
"state02","female","other","non_care","informal","none","active",18326024.4576099,18932.3938108307
"state30","female","other","non_care","informal","none","active",20232813.2451524,25040.8626901616
"state11","female","other","non_care","informal","none","active",12652183.5934468,16472.9728141699
"state38","female","other","non_care","informal","none","active",7294815.15585242,6063.85299738356
"national","female","other","non_care","informal","none","active",15104267747.6279,15711845.2915993
"state26","female","with_children","non_care","informal","none","active",923257430.999487,1047009.90855617
"state48","female","with_children","non_care","informal","none","active",3204451982.48436,3757556.68247128
"state06","female","with_children","non_care","informal","none","active",3128692652.8972,3760035.5152681
"state08","female","with_children","non_care","informal","none","active",537959807.603678,634326.492652482
"state31","female","with_children","non_care","informal","none","active",195638979.017616,221321.356191933
"state13","female","with_children","non_care","informal","none","active",1126238209.48144,1341637.40935973
"state36","female","with_children","non_care","informal","none","active",1681828854.15193,2022135.30354307
"state24","female","with_children","non_care","informal","none","active",632305970.793816,779391.656483231
"state17","female","with_children","non_care","informal","none","active",1128301249.51829,1399893.4760537
"state27","female","with_children","non_care","informal","none","active",645993255.999927,781824.586143076
"state56","female","with_children","non_care","informal","none","active",65508351.6384159,84633.5502465984
"state34","female","with_children","non_care","informal","none","active",797454419.87406,991324.009694715
"state39","female","with_children","non_care","informal","none","active",1115128443.16695,1346714.47804438
"state38","female","with_children","non_care","informal","none","active",98206918.8321251,138428.703408658
"state12","female","with_children","non_care","informal","none","active",1617773024.84371,1948820.76570069
"state29","female","with_children","non_care","informal","none","active",455660498.58959,560532.091732203
"state18","female","with_children","non_care","informal","none","active",605571707.929323,720423.946556657
"state42","female","with_children","non_care","informal","none","active",1122729634.49139,1407082.01404415
"state55","female","with_children","non_care","informal","none","active",519414026.384291,648067.923482646
"state35","female","with_children","non_care","informal","none","active",210873602.238811,238145.914241387
"state09","female","with_children","non_care","informal","none","active",235267282.882073,294178.087938802
"state21","female","with_children","non_care","informal","none","active",460065208.740915,526617.504376175
"state28","female","with_children","non_care","informal","none","active",313471163.638822,339583.959182898
"state49","female","with_children","non_care","informal","none","active",466320881.177503,555850.503647751
"state46","female","with_children","non_care","informal","none","active",102297604.904458,121461.546509773
"state53","female","with_children","non_care","informal","none","active",779287450.606033,902405.748006247
"state37","female","with_children","non_care","informal","none","active",848776276.204802,988700.463293723
"state22","female","with_children","non_care","informal","none","active",447267243.357127,540168.789765105
"state20","female","with_children","non_care","informal","none","active",310345249.391045,405828.571017795
"state19","female","with_children","non_care","informal","none","active",379799730.974657,467187.042960262
"state51","female","with_children","non_care","informal","none","active",879507104.077375,1060830.13196507
"state25","female","with_children","non_care","informal","none","active",772357246.465575,934758.975956127
"state33","female","with_children","non_care","informal","none","active",86064808.9462871,109081.638242809
"state16","female","with_children","non_care","informal","none","active",235421197.727964,265861.295298358
"state23","female","with_children","non_care","informal","none","active",65250621.9347461,70808.3599549441
"state40","female","with_children","non_care","informal","none","active",494354916.602312,564024.235888044
"state02","female","with_children","non_care","informal","none","active",41402333.3034425,45316.7089714921
"state04","female","with_children","non_care","informal","none","active",610671921.461825,732242.777312791
"state41","female","with_children","non_care","informal","none","active",454616557.173271,522684.558414584
"state47","female","with_children","non_care","informal","none","active",622842183.115424,733839.925952233
"state32","female","with_children","non_care","informal","none","active",211193574.968372,237370.923942036
"state50","female","with_children","non_care","informal","none","active",44908902.1013154,51217.3725213167
"state15","female","with_children","non_care","informal","none","active",80890237.1194572,88833.4732117255
"state05","female","with_children","non_care","informal","none","active",247191517.365411,305508.127504807
"state01","female","with_children","non_care","informal","none","active",360257569.028732,400851.630139717
"state30","female","with_children","non_care","informal","none","active",64793991.5490521,74385.6076495375
"state10","female","with_children","non_care","informal","none","active",78277363.3354089,102604.214626165
"state44","female","with_children","non_care","informal","none","active",75493024.2415916,85032.6994868663
"state45","female","with_children","non_care","informal","none","active",400948043.776254,474798.431608826
"state54","female","with_children","non_care","informal","none","active",116899706.401688,152118.53884109
"state11","female","with_children","non_care","informal","none","active",51623976.8079992,61538.2952479715
"national","female","with_children","non_care","informal","none","active",30150853910.3173,36044995.9233099
"state48","female","without_children","non_care","informal","none","active",6841389374.6818,6824305.45122909
"state36","female","without_children","non_care","informal","none","active",4058472713.37172,4065871.90417959
"state25","female","without_children","non_care","informal","none","active",1648888292.58544,1661594.89653927
"state18","female","without_children","non_care","informal","none","active",1796008995.89572,1797224.24703809
"state01","female","without_children","non_care","informal","none","active",1094498250.40885,1098744.78958321
"state09","female","without_children","non_care","informal","none","active",1070528886.05611,1028892.34370043
"state29","female","without_children","non_care","informal","none","active",1689546443.56063,1693511.93085065
"state19","female","without_children","non_care","informal","none","active",1009251822.26807,983065.056885289
"state26","female","without_children","non_care","informal","none","active",2584353558.22661,2513484.05075131
"state53","female","without_children","non_care","informal","none","active",2143835735.38133,2238349.12976622
"state41","female","without_children","non_care","informal","none","active",1324158864.20688,1314752.6937601
