"date","geo_level","category_id","subcategory_id","formal_care_labor_force","formal_care_labor_force_proportion","formal_care_time","formal_care_time_proportion","formal_value","formal_value_proportion"
1999-01-01,"state16","overall","overall",125575,0.14220132543752,NA,NA,NA,NA
1999-01-01,"state17","overall","overall",1460174.37,0.167178624029002,NA,NA,NA,NA
1999-01-01,"state18","overall","overall",649644.82,0.150481028087169,NA,NA,NA,NA
1999-01-01,"state19","overall","overall",336533.97,0.160039514404192,NA,NA,NA,NA
1999-01-01,"state20","overall","overall",369299.88,0.193425007843065,NA,NA,NA,NA
1999-01-01,"state21","overall","overall",456402.16,0.156415828181494,NA,NA,NA,NA
1999-01-01,"state22","overall","overall",496941.28,0.15727212813523,NA,NA,NA,NA
1999-01-01,"state23","overall","overall",168571.5,0.177260885321966,NA,NA,NA,NA
1999-01-01,"state24","overall","overall",656923.07,0.171206960638059,NA,NA,NA,NA
1999-01-01,"state25","overall","overall",839735.97,0.181529040711024,NA,NA,NA,NA
1999-01-01,"state26","overall","overall",1068454.81,0.149811781402604,NA,NA,NA,NA
1999-01-01,"state27","overall","overall",653880.92,0.191262763172949,NA,NA,NA,NA
1999-01-01,"state28","overall","overall",321066.36,0.161146688001759,NA,NA,NA,NA
1999-01-01,"state29","overall","overall",694236.55,0.172757979281402,NA,NA,NA,NA
1999-01-01,"state30","overall","overall",119751.85,0.181895386569344,NA,NA,NA,NA
1999-01-01,"state31","overall","overall",230702.42,0.190601838365603,NA,NA,NA,NA
1999-01-01,"state32","overall","overall",245833.35,0.18749702404108,NA,NA,NA,NA
1999-01-01,"state33","overall","overall",151761.12,0.173527782112002,NA,NA,NA,NA
1999-01-01,"state34","overall","overall",993426.86,0.16410891430784,NA,NA,NA,NA
1999-01-01,"state35","overall","overall",205403.42,0.163067721158998,NA,NA,NA,NA
1999-01-01,"state36","overall","overall",2365065.14,0.174066436536519,NA,NA,NA,NA
1999-01-01,"state37","overall","overall",846574.99,0.151267979564046,NA,NA,NA,NA
1999-01-01,"state38","overall","overall",90204.15,0.195277739063185,NA,NA,NA,NA
1999-01-01,"state39","overall","overall",1297690.06,0.156918801569441,NA,NA,NA,NA
1999-01-01,"state40","overall","overall",377806.62,0.154649771948592,NA,NA,NA,NA
1999-01-01,"state41","overall","overall",395479.21,0.159481660983767,NA,NA,NA,NA
1999-01-01,"state42","overall","overall",1516054.02,0.169247641609499,NA,NA,NA,NA
