"age","care_focus","need_interval","provision_interval"
79,"daily_living",593.046229939058,232.317065767893
79,"developmental",0,245.993400443386
79,"health",204.99920542224,47.6133003553472
80,"daily_living",608.447016612009,218.96853334565
80,"developmental",0,236.39631470717
80,"health",210.802394209767,43.6669497825557
81,"daily_living",630.496487351541,202.324462191801
81,"developmental",0,224.562673840638
81,"health",218.083507045681,39.358971136727
82,"daily_living",649.436145647718,182.993686799019
82,"developmental",0,211.267738108509
82,"health",223.732095184072,34.7831257278775
83,"daily_living",668.808180874951,160.994114895786
83,"developmental",0,196.532984558141
83,"health",228.904706520052,29.942268512448
84,"daily_living",691.326741309569,136.34365421058
84,"developmental",0.378691239246839,180.379890236893
84,"health",234.505095691528,24.839254446879
85,"daily_living",715.240593431249,109.060212471881
85,"developmental",2.43746826100364,162.829932192124
85,"health",239.968411327794,19.4769384876113
