"year","age","population"
2008,55,3835171.6
2008,56,3638075.27
2008,57,3698943.68
2008,58,3712258.68
2008,59,3486375.08
2008,60,3592956.88
2008,61,3348172.84
2008,62,2713925.81
2008,63,2635358.43
2008,64,2640734.13
2008,65,2739063.46
2008,66,2303939.02
2008,67,2119106.54
2008,68,1986961.8
2008,69,2016358.99
2008,70,1841223.28
2008,71,1673245.17
2008,72,1735493.74
2008,73,1628270.13
2008,74,1544523.63
2008,75,1582436.44
2008,76,1474451.17
2008,77,1541422.57
2008,78,1529364.4
2008,79,1225561.32
2008,80,5559485.14
2008,81,0
2008,82,0
2008,83,0
2008,84,0
2008,85,4288928.83
2009,0,4300937.96
2009,1,4345399.14
2009,2,4206091.31
2009,3,4193298.35
2009,4,4141180.32
2009,5,4085947.62
2009,6,4044919.65
2009,7,4125913.47
2009,8,4046625.58
2009,9,3941576.68
2009,10,3959193.1
2009,11,3883007.57
2009,12,4011320.42
2009,13,3983968.34
2009,14,4069587.66
2009,15,4119620.11
2009,16,4680808.54
2009,17,4370264.29
2009,18,4173148.64
2009,19,3882877.61
2009,20,4053843.32
2009,21,4044497.04
2009,22,4206501.53
2009,23,4044861.26
2009,24,4282768.25
2009,25,4249193.58
2009,26,4222246.72
2009,27,4251970.08
2009,28,4344402.38
2009,29,4187812.13
2009,30,4044358.87
2009,31,3925659.28
2009,32,3819068.58
2009,33,3636057.04
2009,34,3839093.16
2009,35,3809530.85
2009,36,3840832.14
2009,37,4125170.35
2009,38,4372423.15
2009,39,4296598.82
2009,40,4263661.85
2009,41,3974522.43
2009,42,3997534.1
2009,43,4235363.78
2009,44,4406285.51
2009,45,4496512.39
2009,46,4495730.97
2009,47,4503267.54
2009,48,4633850.82
2009,49,4582560.14
2009,50,4430950.25
2009,51,4385260.21
2009,52,4269138.15
2009,53,4282071.66
2009,54,4286596.75
2009,55,4071029.44
2009,56,3805600.22
2009,57,3765616.08
2009,58,3604514.12
2009,59,3508024.22
2009,60,3583829.87
2009,61,3457590.15
2009,62,3249731.73
2009,63,2683535.15
2009,64,2559740.97
2009,65,2739914.68
2009,66,2543223.23
2009,67,2341520.26
2009,68,2180536.15
2009,69,2019838.87
2009,70,1880649.87
2009,71,1738949.23
2009,72,1772067.41
2009,73,1641034.81
2009,74,1546217.69
2009,75,1584720.94
2009,76,1550405.35
2009,77,1562828.35
2009,78,1474137.78
2009,79,1157352.07
2009,80,5676489.63
2009,81,0
2009,82,0
2009,83,0
2009,84,0
2009,85,4377847.21
2010,0,3862259.74
2010,1,4064823.5
2010,2,4051233.18
2010,3,4126996.89
2010,4,4081088.96
2010,5,3992198.51
2010,6,4065708.4
2010,7,4086042.07
2010,8,4042528.37
2010,9,4145256.07
2010,10,4141595.86
2010,11,4138367.17
2010,12,4060913.77
2010,13,4145370.7
2010,14,4167419.96
2010,15,4213059.77
2010,16,4441346.56
2010,17,4727429.4
2010,18,4437347.61
2010,19,4009278.28
2010,20,4324846.86
2010,21,4224570.83
2010,22,4189482.67
2010,23,4066565.54
2010,24,4201347.13
2010,25,4172154.18
2010,26,3948519.34
2010,27,4107190.2
2010,28,4155223.53
2010,29,4326868.47
2010,30,4132041.61
2010,31,3965892.57
2010,32,3758733.06
2010,33,3834876.02
2010,34,3759559.63
2010,35,4008063.65
2010,36,3768087.03
2010,37,3839901.43
2010,38,4079002
2010,39,4237272.93
2010,40,4417320.77
2010,41,4187245.2
2010,42,3893686.96
2010,43,3965524.28
2010,44,4106562.27
2010,45,4553163.71
2010,46,4531090.88
2010,47,4456320.7
2010,48,4482412.97
2010,49,4484892.86
2010,50,4577856.59
2010,51,4440537.75
2010,52,4368040.21
2010,53,4344209.5
2010,54,4473281.11
2010,55,4154782.33
2010,56,3905919.77
2010,57,3868080.03
2010,58,3740357.96
2010,59,3621370.35
2010,60,3593543.01
2010,61,3605920.4
2010,62,3476828.71
2010,63,3366811.14
2010,64,2618923.06
2010,65,2845270.42
2010,66,2532083.7
2010,67,2397263.66
2010,68,2222494.1
2010,69,2234593.92
2010,70,2056801.64
2010,71,1810779.15
2010,72,1759154.82
2010,73,1767179.21
2010,74,1655986.25
2010,75,1533114.78
2010,76,1490870.77
2010,77,1680532
2010,78,1457191.61
2010,79,1208984.98
2010,80,5708203.36
2010,81,0
2010,82,0
2010,83,0
2010,84,0
2010,85,4586047.5
2011,0,3913683.69
2011,1,4034283.61
2011,2,3973575.15
2011,3,4159422.2
2011,4,4101040
2011,5,4162212.87
2011,6,3968744.68
2011,7,4076751.17
2011,8,4082133.7
2011,9,4016890.86
2011,10,4198110.64
2011,11,4130091.35
2011,12,4120579.68
2011,13,4101937.8
2011,14,4140969.33
2011,15,4136274.02
2011,16,4514158.6
2011,17,4464897.98
2011,18,4495679.99
2011,19,3874238.19
2011,20,4343004.18
2011,21,4447563.82
2011,22,4157115.34
2011,23,4353603.24
2011,24,4136605.1
2011,25,4234843.57
2011,26,4411548.91
2011,27,3976765.39
2011,28,3945013.66
2011,29,4196742.84
2011,30,4301251.16
2011,31,4120736.39
2011,32,3965437.23
2011,33,3746193.13
2011,34,3862882.9
2011,35,3871164.82
2011,36,3859989.35
2011,37,3769956.74
2011,38,3888376.17
2011,39,4028342.18
2011,40,4537123.01
2011,41,4346515.99
2011,42,4097991.71
2011,43,3898481.67
2011,44,3854790.79
2011,45,4071029.72
2011,46,4413143.54
2011,47,4487077.06
2011,48,4497421.78
2011,49,4576070.99
2011,50,4650059.98
2011,51,4489359.91
2011,52,4315015.46
2011,53,4337966.88
2011,54,4356341.4
2011,55,4321176
2011,56,4132345.11
2011,57,3976019.33
2011,58,3932345.75
2011,59,3570176.59
2011,60,3804143.11
2011,61,3530090.03
2011,62,3472821.92
2011,63,3432052.61
2011,64,3393987.14
2011,65,2505467.36
2011,66,2678041.49
2011,67,2452222.91
2011,68,2569994.72
2011,69,2162030.87
2011,70,2184058.02
2011,71,1912457.68
2011,72,1859026.11
2011,73,1750509.24
2011,74,1713868.79
2011,75,1642686.34
2011,76,1451285.53
2011,77,1331285.66
2011,78,1419631.8
2011,79,1329697.04
2011,80,5792384.07
2011,81,0
2011,82,0
2011,83,0
2011,84,0
2011,85,5022204.3
2012,0,3903110.48
2012,1,4104966
2012,2,3930743.67
2012,3,4014385.43
2012,4,4156561.78
2012,5,4189228.66
2012,6,4083077.83
2012,7,4015136.9
2012,8,4098983.25
2012,9,4029770.18
2012,10,4085893.02
2012,11,4156193.81
2012,12,4157788.38
2012,13,4137776.07
2012,14,4067162.08
2012,15,4158435.55
2012,16,4570398.78
2012,17,4248248.9
2012,18,4276028.92
2012,19,3985669.83
2012,20,4494539.79
2012,21,4519251.3
2012,22,4334916.55
2012,23,4313772.07
2012,24,4215766.62
2012,25,4045472.96
2012,26,4392991.31
2012,27,4071072.22
2012,28,4177593.95
2012,29,4206240.3
2012,30,4108061.96
2012,31,4222127.18
2012,32,4083254.88
2012,33,3925004.34
2012,34,3987307.76
2012,35,3950458.82
2012,36,3792128.39
2012,37,3713660.23
2012,38,3705365.11
2012,39,3978745.36
2012,40,4022283.37
2012,41,4472368.94
2012,42,4299920.4
2012,43,4061516.41
2012,44,3930940.84
2012,45,4150292.22
2012,46,4067085.66
2012,47,4391077.22
2012,48,4557219.01
2012,49,4417725.1
2012,50,4824366.15
2012,51,4704224.67
2012,52,4384834.92
2012,53,4244244.07
2012,54,4214090.78
2012,55,4475645.11
2012,56,4117145.45
2012,57,4016423.29
2012,58,3978413.57
2012,59,3882661.64
2012,60,3672781.04
2012,61,3671039.79
2012,62,3348335.83
2012,63,3537064.43
2012,64,3271517.53
2012,65,3316772.11
2012,66,2575009.7
2012,67,2484415.9
2012,68,2566043.71
2012,69,2657234.59
2012,70,2329274.4
2012,71,2085121.95
2012,72,1838865.52
2012,73,1814441.59
2012,74,1716129.31
2012,75,1629095.08
2012,76,1595962.17
2012,77,1396610.03
2012,78,1343587.02
2012,79,1366178.6
2012,80,5786119.86
2012,81,0
2012,82,0
2012,83,0
2012,84,0
2012,85,5005889.21
2013,0,3873054.12
2013,1,4025460.14
2013,2,3973737.27
2013,3,4009401.58
2013,4,4035414.41
2013,5,4135917.7
2013,6,4198770.21
2013,7,4023020.97
2013,8,4087250.17
2013,9,4091187.95
2013,10,4049934.13
2013,11,4088219.11
2013,12,4155908.17
2013,13,4208103.94
2013,14,4137911.02
2013,15,4110817.36
2013,16,4381192.14
2013,17,4601834.78
2013,18,3989456.42
2013,19,3886991.82
2013,20,4259109.14
2013,21,4497261.68
2013,22,4631654.37
2013,23,4448984.71
2013,24,4316297.05
2013,25,4166263.13
2013,26,4133082.65
2013,27,4465400.51
2013,28,4214977.19
2013,29,4158577.23
2013,30,4284134.25
2013,31,3978949.76
2013,32,4372764.99
2013,33,4093415.53
2013,34,3929457.8
2013,35,4038839.75
2013,36,3803414.7
2013,37,3931102.18
2013,38,3773378.94
2013,39,3673990.51
2013,40,4044378.22
2013,41,4033870.46
2013,42,4448300.96
2013,43,4130029.38
2013,44,4000141.91
2013,45,4114080.09
2013,46,4109274.18
2013,47,4215357.28
2013,48,4214936.17
2013,49,4406665.72
2013,50,4575096.65
2013,51,4463742.06
2013,52,4450375.95
2013,53,4606286.9
2013,54,4290525.75
2013,55,4332640.33
2013,56,4505538.73
2013,57,4139829.14
2013,58,3996174
2013,59,3905678.27
2013,60,3763560.44
2013,61,3634744.49
2013,62,3486149.37
2013,63,3322738.5
2013,64,3403981.06
2013,65,3498677.87
2013,66,3374402.72
2013,67,2732404.16
2013,68,2394483.42
2013,69,2437522.11
2013,70,2463439.1
2013,71,2303840.46
2013,72,1913976.27
2013,73,1828641.53
2013,74,1754593.74
2013,75,1581054.31
2013,76,1579518.8
2013,77,1603132.97
2013,78,1524601.23
2013,79,1309244.46
2013,80,5691916.9
2013,81,0
2013,82,0
2013,83,0
2013,84,0
2013,85,5295984.57
2014,0,7556123.36
2014,1,8233866.8
2014,2,7790884.23
2014,3,7917360.73
2014,4,8232083.67
2014,5,8236649.93
2014,6,8135948.24
2014,7,8276126.29
2014,8,8208776.88
2014,9,8185923.54
2014,10,8303143.04
2014,11,8033957.38
2014,12,8259764.01
2014,13,8302340.28
2014,14,8377189.49
2014,15,8286513.24
2014,16,8726775.79
2014,17,8778014.53
2014,18,8262434.52
2014,19,7616947.11
2014,20,8751924.88
2014,21,8449852.18
2014,22,8825764.48
2014,23,9278007.56
2014,24,9266062.67
2014,25,8522509.37
2014,26,9079605.75
2014,27,8613446.51
2014,28,8518265.11
2014,29,8182955.85
2014,30,8405022.7
2014,31,8153706
2014,32,8412223.48
2014,33,8651674.37
2014,34,8350098.29
2014,35,8324852.29
2014,36,7661734.4
2014,37,7446017.47
2014,38,7833405.33
2014,39,7545855.69
2014,40,7857446.03
2014,41,7773041.46
2014,42,8153414.85
2014,43,8728237
2014,44,8248242.21
2014,45,8385824.34
2014,46,7771418.02
2014,47,8172018.88
2014,48,8429851.45
2014,49,8513138.01
2014,50,9183263.26
2014,51,8770030.22
2014,52,8799145.29
2014,53,8996831.55
2014,54,8910289.27
2014,55,8676396.78
2014,56,8945245.93
2014,57,8663383.86
2014,58,8081568.56
2014,59,7891980.12
2014,60,8269882.63
2014,61,7364981.42
2014,62,7245414.85
2014,63,6852882.98
2014,64,6690438.55
2014,65,6476068.42
2014,66,6986193.7
2014,67,6597751.25
2014,68,5314361.61
2014,69,4831889.12
2014,70,5164837.92
2014,71,4654772.48
2014,72,4567572.41
2014,73,3857262.35
2014,74,3586171.3
2014,75,3530147.38
2014,76,2964682.25
2014,77,3034079.83
2014,78,3171876.52
2014,79,2872184.09
2014,80,11269132.18
2014,81,0
2014,82,0
2014,83,0
2014,84,0
2014,85,10591457.76
2015,0,3872501.36
2015,1,4037917.77
2015,2,3941154.7
2015,3,4056175.9
2015,4,3993313.47
2015,5,3993788.18
2015,6,4054790.88
2015,7,4151189.29
2015,8,4134714.92
2015,9,4138157.77
2015,10,4119026.69
2015,11,4100556.75
2015,12,4051088.2
2015,13,4128119.15
2015,14,4207678.19
2015,15,4186624.3
2015,16,4341268.84
2015,17,4411845.38
2015,18,4198690.19
2015,19,3701804.1
2015,20,4281840.82
2015,21,4346347.5
2015,22,4535790.39
2015,23,4283808.62
2015,24,4767351.54
2015,25,4591239.55
2015,26,4337478.02
2015,27,4311287.28
2015,28,4398255.7
2015,29,4228894.28
2015,30,4340061.26
2015,31,4078066.94
2015,32,4296287.12
2015,33,4128837.56
2015,34,4295816.04
2015,35,4487212.23
2015,36,3859754.71
2015,37,3972234.67
2015,38,3787450.74
2015,39,3808880.71
2015,40,3896893.36
2015,41,3849695.22
2015,42,3893845.12
2015,43,3989766.66
2015,44,4373018.44
2015,45,4226755.07
2015,46,4097166.46
2015,47,4050814.3
2015,48,4090413.64
2015,49,4098292.44
2015,50,4623867.45
2015,51,4483521.65
2015,52,4285460.39
2015,53,4311079.28
2015,54,4529029.55
2015,55,4321599.61
2015,56,4267983.74
2015,57,4359295.69
2015,58,4285228.04
2015,59,4184544.61
2015,60,4009502.38
2015,61,4006312.3
2015,62,3786844.61
2015,63,3566457.13
2015,64,3629297.44
2015,65,3494294.13
2015,66,3360809.25
2015,67,3361722.66
2015,68,3188740.69
2015,69,2322605.43
2015,70,2508299.53
2015,71,2365505.9
2015,72,2323222.06
2015,73,2187968.58
2015,74,1824340.39
2015,75,1843202.76
2015,76,1628826.99
2015,77,1627885.12
2015,78,1504926.21
2015,79,1397341.31
2015,80,5479519.6
2015,81,0
2015,82,0
2015,83,0
2015,84,0
2015,85,5574751.69
2016,0,3876774.49
2016,1,4095234.7
2016,2,3972103.03
2016,3,3979738.9
2016,4,3998906.36
2016,5,3908666.02
2016,6,4039712.16
2016,7,4183407.37
2016,8,4187150.86
2016,9,4150328.25
2016,10,4205777.38
2016,11,4045350.42
2016,12,4167424.93
2016,13,4053688.78
2016,14,4100637.53
2016,15,4223093.73
2016,16,4515328.14
2016,17,4358631.99
2016,18,4119936.18
2016,19,3698241.88
2016,20,4535691.92
2016,21,4356409.38
2016,22,4119421.99
2016,23,4420126.87
2016,24,4541496.54
2016,25,4803188.73
2016,26,4578614.01
2016,27,4207804.42
2016,28,4372328.15
2016,29,4471871.45
2016,30,4435595.5
2016,31,4261475.58
2016,32,4200625.04
2016,33,4300878.73
2016,34,4130372.48
2016,35,4324546.92
2016,36,4256514
2016,37,4003646.63
2016,38,3933403.85
2016,39,3869235.47
2016,40,3967053.17
2016,41,3987757.34
2016,42,3807448.64
2016,43,3857172.16
2016,44,3998514.34
2016,45,4479929.35
2016,46,4300424.02
2016,47,4018455.01
2016,48,3881518.27
2016,49,3998403.63
2016,50,4173812.23
2016,51,4405823.54
2016,52,4456737.43
2016,53,4383296.72
2016,54,4467074.26
2016,55,4452326
2016,56,4292491.6
2016,57,4366307.75
2016,58,4332996.19
2016,59,4390824.97
2016,60,4129068.26
2016,61,4096054.48
2016,62,3892996.09
2016,63,3651979.13
2016,64,3530099.23
2016,65,3639590.31
2016,66,3309723.33
2016,67,3172872.15
2016,68,3247960.85
2016,69,3146909.49
2016,70,2536844.29
2016,71,2419108.17
2016,72,2275185.68
2016,73,2269872.87
2016,74,1923865.26
2016,75,1845139.26
2016,76,1784813.01
2016,77,1639720.12
2016,78,1669466.09
2016,79,1481559.36
2016,80,5636804.62
2016,81,0
2016,82,0
2016,83,0
2016,84,0
2016,85,5547110.62
2017,0,3822275.31
2017,1,4134827.9
2017,2,4049689.51
2017,3,3983711.51
2017,4,3963021.12
2017,5,3944514.87
2017,6,4099097.39
2017,7,4053724.19
2017,8,4102620.73
2017,9,4148915.66
2017,10,4193844.9
2017,11,4127227.63
2017,12,4158098.56
2017,13,4104630.79
2017,14,4082734.83
2017,15,4126701.13
2017,16,4509136.88
2017,17,4442238.18
2017,18,4103245.79
2017,19,3709294.32
2017,20,4170211.12
2017,21,4271609.33
2017,22,4403880.48
2017,23,4329346.48
2017,24,4416220.04
2017,25,4514281.99
2017,26,4917106.31
2017,27,4567874.35
2017,28,4314505.57
2017,29,4431105.9
2017,30,4535625.23
2017,31,4413269.66
2017,32,4400920.67
2017,33,3943341.01
2017,34,4212278.01
2017,35,4242895.98
2017,36,4240287.71
2017,37,4234060.16
2017,38,4106707.86
2017,39,3949231.98
2017,40,4006982.05
2017,41,3809599.64
2017,42,3905990.02
2017,43,3775246.82
2017,44,3775355.97
2017,45,4101124.79
2017,46,4354648.7
2017,47,4114610.03
2017,48,4188760.71
2017,49,3902548.92
2017,50,4100034.58
2017,51,4028215.69
2017,52,4432617.25
2017,53,4516152.81
2017,54,4287175.37
2017,55,4521107.77
2017,56,4310035.26
2017,57,4340215.83
2017,58,4290975.37
2017,59,4374655
2017,60,4149886.72
2017,61,3960199.29
2017,62,3929482.73
2017,63,3794581.16
2017,64,3653630.88
2017,65,3545856.22
2017,66,3487368.56
2017,67,3327256.12
2017,68,3183264.97
2017,69,3206704.14
2017,70,3169644.48
2017,71,2433777.67
2017,72,2301617.49
2017,73,2171851.15
2017,74,2384671.04
2017,75,1924664.01
2017,76,1927501.69
2017,77,1686733.19
2017,78,1559141.27
2017,79,1447208.2
2017,80,5644545.85
2017,81,0
2017,82,0
2017,83,0
2017,84,0
2017,85,5872046.56
2018,0,3836767.61
2018,1,4058787.52
2018,2,4009318.27
2018,3,4056609.53
2018,4,3967743.78
2018,5,3983603.8
2018,6,4049039.02
2018,7,4080180.79
2018,8,4017301.35
2018,9,4112709.16
2018,10,4266465.14
2018,11,4117750.33
2018,12,4183687.89
2018,13,4110353.45
2018,14,4133470.71
2018,15,4120525.9
2018,16,4215879.82
2018,17,4642795.62
2018,18,4142632.64
2018,19,3785718.66
2018,20,4315125.12
2018,21,4210669.33
2018,22,4303996.96
2018,23,4375975.89
2018,24,4228532.71
2018,25,4702062.95
2018,26,4525902.99
2018,27,4730328.55
2018,28,4697615.68
2018,29,4503744.1
2018,30,4583958.29
2018,31,4259746.3
2018,32,4471315.91
2018,33,4315273.01
2018,34,4064282.12
2018,35,4201018.57
2018,36,4374276.77
2018,37,4343716.11
2018,38,4394637.61
2018,39,3955187.62
2018,40,3992966.7
2018,41,4013738.27
2018,42,3817629.7
2018,43,3740980.4
2018,44,3825260.32
2018,45,3934696.96
2018,46,4135115.14
2018,47,4305821.36
2018,48,3990611.39
2018,49,4271900.32
2018,50,4026397.13
2018,51,4181668.55
2018,52,4029864.97
2018,53,4427015.56
2018,54,4233697.25
2018,55,4232340.26
2018,56,4310137.02
2018,57,4367144.47
2018,58,4375847.78
2018,59,4336953.33
2018,60,4173142.16
2018,61,4116762.39
2018,62,3971314.08
2018,63,4096437.17
2018,64,3720268.69
2018,65,3774057.18
2018,66,3308062.07
2018,67,3532642.26
2018,68,3222160.05
2018,69,3170452.49
2018,70,3239632.39
2018,71,3217598.56
2018,72,2393613.16
2018,73,2258567.98
2018,74,2250059.71
2018,75,2159361.99
2018,76,1940471.64
2018,77,1881182.64
2018,78,1474702.59
2018,79,1455882.43
2018,80,5646895.39
2018,81,0
2018,82,0
2018,83,0
2018,84,0
2018,85,6154321.38
2019,0,3688674.79
2019,1,4023615.68
2019,2,3937975.82
2019,3,3998954.46
2019,4,4086309.61
2019,5,3997277.85
2019,6,4023807.04
2019,7,4054376.84
2019,8,4076243
2019,9,4060268.59
2019,10,4025554.59
2019,11,4273355.49
2019,12,4249916.68
2019,13,4113659.71
2019,14,4164370.92
2019,15,4132710.11
2019,16,4517862.21
2019,17,4367856.91
2019,18,4227408.54
2019,19,3603236.15
2019,20,4020241.41
2019,21,4304422.48
2019,22,4170206.38
2019,23,4309314.67
2019,24,4449781.9
2019,25,4440218.67
2019,26,4641556.38
2019,27,4646568.37
2019,28,4728016.5
2019,29,4820318.43
2019,30,4382560.74
2019,31,4528477.5
2019,32,4380741.45
2019,33,4351130.31
2019,34,4288847.56
2019,35,4251385.23
2019,36,4378818.94
2019,37,4241732.5
2019,38,4408341.62
2019,39,4162733.93
2019,40,4027771.78
2019,41,3987943.66
2019,42,4015768.07
2019,43,3790592.98
2019,44,3762056.24
2019,45,3774450.2
2019,46,4048648.1
2019,47,4184396.03
2019,48,4254202.05
2019,49,4082814.89
2019,50,4170764.9
2019,51,3916821.22
2019,52,3933922.47
2019,53,4134923.27
2019,54,4198615.85
2019,55,4145140.65
2019,56,4357512.7
2019,57,4062675.68
2019,58,4351603.3
2019,59,4246181.88
2019,60,4201641.14
2019,61,4141647.71
2019,62,4197940.35
2019,63,4104361.91
2019,64,3946771.09
2019,65,3563015.26
2019,66,3637306.35
2019,67,3432008.43
2019,68,3493841.09
2019,69,3229582.55
2019,70,3278266.37
2019,71,3176960.12
2019,72,3106938.41
2019,73,2295755.78
2019,74,2273344.54
2019,75,2312807.04
2019,76,1928162.16
2019,77,1858747.08
2019,78,1761033.45
2019,79,1496584.14
2019,80,6050387.32
2019,81,0
2019,82,0
2019,83,0
2019,84,0
2019,85,5893083.1
2020,0,3598815.6713
2020,1,3910782.3311
2020,2,3915128.0069
2020,3,3948492.5967
2020,4,4030536.3932
2020,5,4018907.9013
2020,6,4022376.886
2020,7,4128562.2188
2020,8,4024368.8634
2020,9,4164854.1376
2020,10,4234794.9822
2020,11,4300767.0175
2020,12,4512527.4091
2020,13,4342549.5911
2020,14,4325519.4524
2020,15,4261700.7571
2020,16,4344476.6016
2020,17,4507590.8141
2020,18,4315821.2656
2020,19,3895319.9666
2020,20,4058730.3053
2020,21,4084648.3543
2020,22,4411002.1051
2020,23,4081385.6008
2020,24,4301195.9427
2020,25,4663780.9767
2020,26,4194617.2176
2020,27,4564024.7775
2020,28,4506202.5151
2020,29,4726890.7921
2020,30,4638037.5708
2020,31,4495502.6635
2020,32,4569030.811
2020,33,4388902.7015
2020,34,4276847.0774
2020,35,4463949.8902
2020,36,4307196.9444
2020,37,4582917.2929
2020,38,4144856.062
2020,39,4515393.9673
2020,40,4357976.6287
2020,41,4101209.2738
2020,42,3890652.4677
2020,43,3992155.5977
2020,44,3878097.9551
2020,45,4030887.6933
2020,46,3859781.7112
2020,47,3931979.8687
2020,48,4060587.2141
2020,49,4401071.5539
2020,50,4241331.1754
2020,51,4180613.4485
2020,52,4044288.5121
2020,53,3963366.9485
2020,54,4113303.0161
2020,55,4256536.2216
2020,56,4320605.9591
2020,57,4368122.9253
2020,58,4044671.7004
2020,59,4350221.632
2020,60,4307589.273
2020,61,4182796.0334
2020,62,4339275.0125
2020,63,4381904.5516
2020,64,3876789.4754
2020,65,3899153.2261
2020,66,3513894.9974
2020,67,3576322.3565
2020,68,3298824.1453
2020,69,3321007.3134
2020,70,3151597.5371
2020,71,3048363.9421
2020,72,3137026.2041
2020,73,2893381.5298
2020,74,2144608.5538
2020,75,2243045.8084
2020,76,2093696.8612
2020,77,1829605.3192
2020,78,1780620.7277
2020,79,1613054.5095
2020,80,6220798.2656
2020,81,0
2020,82,0
2020,83,0
2020,84,0
2020,85,5581280.993
2021,0,3468974.5786
2021,1,3851841.4203
2021,2,3773783.8914
2021,3,3933826.9265
2021,4,3933164.1811
2021,5,3975400.3635
2021,6,4120837.5905
2021,7,4077996.0468
2021,8,4080448.9236
2021,9,4051008.0774
2021,10,4193168.1157
2021,11,4146810.889
2021,12,4436879.512
2021,13,4342303.492
2021,14,4379990.9877
2021,15,4332043.5912
2021,16,4436353.3383
2021,17,4495865.6758
2021,18,4060880.3721
2021,19,3997858.7746
2021,20,4252320.0361
2021,21,4221297.6307
2021,22,4140325.7918
2021,23,4232493.9684
2021,24,4165572.1081
2021,25,4292094.9245
2021,26,4518009.4956
2021,27,4236929.2406
2021,28,4619123.6472
2021,29,4580432.7721
2021,30,4812286.8709
2021,31,4476947.4252
2021,32,4601600.7971
2021,33,4495121.0177
2021,34,4273306.0057
2021,35,4580708.0907
2021,36,4469461.704
2021,37,4264213.711
2021,38,4445868.4616
2021,39,4244449.4197
2021,40,4380119.312
2021,41,4390401.5782
2021,42,4183056.8006
2021,43,3884260.6545
2021,44,3943525.9104
2021,45,3996422.6503
2021,46,3968389.0372
2021,47,3871255.507
2021,48,3858594.05
2021,49,4037212.082
2021,50,4558219.0341
2021,51,4160657.0546
2021,52,4123606.5266
2021,53,3961944.9314
2021,54,3847471.4218
2021,55,4102109.9974
2021,56,4246394.7172
2021,57,4486973.1253
2021,58,4377735.7374
2021,59,4200610.5479
2021,60,4376821.8258
2021,61,4344866.1431
2021,62,4176536.1418
2021,63,4198771.8922
2021,64,4095497.636
2021,65,3713246.7575
2021,66,3861741.5047
2021,67,3594454.9078
2021,68,3477577.1383
2021,69,3401504.6808
2021,70,3177243.6817
2021,71,3022630.6945
2021,72,2955727.5397
2021,73,2847889.1813
2021,74,2659726.517
2021,75,2138792.3657
2021,76,2085684.303
2021,77,1997899.316
2021,78,1818041.4394
2021,79,1622706.8996
2021,80,6262345.1942
2021,81,0
2021,82,0
2021,83,0
2021,84,0
2021,85,5638813.7539
2022,0,3418945.06
2022,1,3708438.22
2022,2,3741879.81
2022,3,3731114.39
2022,4,3939011.74
2022,5,3998268.15
2022,6,4019568.8
2022,7,4101511.02
2022,8,3973694.54
2022,9,4135133.76
2022,10,3999219.94
2022,11,4210964.93
2022,12,4138017.9
2022,13,4412119.32
2022,14,4470627.23
2022,15,4367099.26
2022,16,4586053.43
2022,17,4515253.48
2022,18,4207079.35
2022,19,3738604.02
2022,20,4155472.32
2022,21,4117405.73
2022,22,4009519.47
2022,23,4494190.86
2022,24,4258308.63
2022,25,4271041.4
2022,26,4264262.17
2022,27,4257981.82
2022,28,4379439.27
2022,29,4574021.73
2022,30,4647372.95
2022,31,4699674.51
2022,32,4612888.09
2022,33,4509491.13
2022,34,4366632.99
2022,35,4489118.73
2022,36,4633736.73
2022,37,4361139.9
2022,38,4262965.83
2022,39,4245282.65
2022,40,4275410.07
2022,41,4425217.85
2022,42,4295194.66
2022,43,4388950.94
2022,44,3813281.72
2022,45,4110073.71
2022,46,3871433.72
2022,47,3945928.25
2022,48,3834257.08
2022,49,3668366.02
2022,50,4176355.96
2022,51,4610477.69
2022,52,4091175.41
2022,53,4041050.94
2022,54,3781200.29
2022,55,3847194.72
2022,56,4204064.51
2022,57,4426587.7
2022,58,4340990.91
2022,59,4185041.4
2022,60,4332299.98
2022,61,4372954.79
2022,62,4198034.9
2022,63,4197160.38
2022,64,4073703.29
2022,65,4121936.76
2022,66,3712760.44
2022,67,3727030.6
2022,68,3548944.34
2022,69,3422516.97
2022,70,3084100.83
2022,71,3136767.02
2022,72,2955799.16
2022,73,3040616
2022,74,2953365.67
2022,75,2540766.57
2022,76,2043313.01
2022,77,2048606.03
2022,78,1997780.28
2022,79,1673652.72
2022,80,6388815.12
2022,81,0
2022,82,0
2022,83,0
2022,84,0
2022,85,5796151.72
2023,0,3464721.95
2023,1,3907626.3
2023,2,3553020.82
2023,3,3775116.87
2023,4,3772766.28
2023,5,3854328.05
2023,6,3927026.41
2023,7,4071701.69
2023,8,4015717.7
2023,9,4060600.63
2023,10,3997169.98
2023,11,4084106.97
2023,12,4027023.8
2023,13,4255240.74
2023,14,4334697.49
2023,15,4376569.37
2023,16,4442017.85
2023,17,4580897.39
2023,18,4361185.25
2023,19,3815955.44
2023,20,4423493.68
2023,21,4221096.46
2023,22,4329080.85
2023,23,4820772.72
2023,24,4486168.5
2023,25,4337227.07
2023,26,4239119.65
2023,27,4343682.83
2023,28,4376358.11
2023,29,4491388.89
2023,30,4535456.3
2023,31,4705073.01
2023,32,4567271.38
2023,33,4797971.88
2023,34,4520139.3
2023,35,4576766.24
2023,36,4515385.18
2023,37,4581447.02
2023,38,4378967.34
2023,39,4125722.45
2023,40,4530018.38
2023,41,4310978.52
2023,42,4269732.16
2023,43,4108902.13
2023,44,4088964.93
2023,45,3835114.63
2023,46,3928141.67
2023,47,3980115.2
