"activity_id","provision_interval","population","geo"
"hairdressers-hairstylists-and-cosmetologists-state15","779081.926457143","3777.147","state15"
"housekeeping-janitors-and-groundskeepers-state23","4630563.42291429","17849.9567","state23"
"housekeeping-janitors-and-groundskeepers-state33","5776662.72497143","21353.05558","state33"
"housekeeping-janitors-and-groundskeepers-state50","2585494.00131429","10314.85872","state50"
"housekeeping-janitors-and-groundskeepers-state25","29132257.0316571","103780.98786","state25"
"housekeeping-janitors-and-groundskeepers-state44","4903000.31965714","17704.9896","state44"
"housekeeping-janitors-and-groundskeepers-state09","14257642.0160571","59002.45432","state09"
"housekeeping-janitors-and-groundskeepers-state36","93860310.5556","324251.73216","state36"
"housekeeping-janitors-and-groundskeepers-state34","42106418.1774857","138823.98942","state34"
"housekeeping-janitors-and-groundskeepers-state42","47912994.0821143","171374.5363","state42"
"housekeeping-janitors-and-groundskeepers-state39","35784610.2262286","138245.75316","state39"
"housekeeping-janitors-and-groundskeepers-state18","24757484.4685714","88770.3354","state18"
"housekeeping-janitors-and-groundskeepers-state17","55789486.7629714","185144.02056","state17"
"housekeeping-janitors-and-groundskeepers-state26","34442272.5337714","124876.23166","state26"
"housekeeping-janitors-and-groundskeepers-state55","27087805.1322857","103765.5738","state55"
"housekeeping-janitors-and-groundskeepers-state27","19484012.8719429","71618.7314","state27"
"housekeeping-janitors-and-groundskeepers-state19","15097897.8018857","55108.94182","state19"
"housekeeping-janitors-and-groundskeepers-state29","31422327.2261143","102125.89522","state29"
"housekeeping-janitors-and-groundskeepers-state38","3047790.59777143","11923.22052","state38"
"housekeeping-janitors-and-groundskeepers-state46","3520910.26834286","12292.36108","state46"
"housekeeping-janitors-and-groundskeepers-state31","8494516.70914286","27671.75346","state31"
"housekeeping-janitors-and-groundskeepers-state20","11458485.4196571","39198.36408","state20"
"housekeeping-janitors-and-groundskeepers-state10","4150666.47342857","15748.0077","state10"
"housekeeping-janitors-and-groundskeepers-state24","30069794.7001714","100941.81418","state24"
"housekeeping-janitors-and-groundskeepers-state11","1976507.23337143","7055.39828","state11"
"housekeeping-janitors-and-groundskeepers-state51","41038606.4064","144977.59094","state51"
"housekeeping-janitors-and-groundskeepers-state54","5745503.72811429","22136.14744","state54"
"housekeeping-janitors-and-groundskeepers-state37","39607044.2048571","153623.56394","state37"
"housekeeping-janitors-and-groundskeepers-state45","22401862.3150286","87623.38804","state45"
"housekeeping-janitors-and-groundskeepers-state13","46923826.3419429","168263.75254","state13"
"housekeeping-janitors-and-groundskeepers-state12","143950154.762571","481328.68952","state12"
"housekeeping-janitors-and-groundskeepers-state21","18122212.2248571","59974.1897","state21"
"housekeeping-janitors-and-groundskeepers-state47","29994756.2496","117088.3474","state47"
"housekeeping-janitors-and-groundskeepers-state01","23404625.7977143","78344.6551","state01"
"housekeeping-janitors-and-groundskeepers-state28","11978859.7078286","42608.0375","state28"
"housekeeping-janitors-and-groundskeepers-state05","13263374.7946286","49080.5283","state05"
"housekeeping-janitors-and-groundskeepers-state22","21904328.4265714","81474.92722","state22"
"housekeeping-janitors-and-groundskeepers-state40","20877302.7817714","68480.90612","state40"
"housekeeping-janitors-and-groundskeepers-state48","148109498.750743","500802.95884","state48"
"housekeeping-janitors-and-groundskeepers-state30","4199445.70405714","17153.62322","state30"
"housekeeping-janitors-and-groundskeepers-state16","7332620.35662857","27521.25298","state16"
"housekeeping-janitors-and-groundskeepers-state56","2637760.12971429","9695.14802","state56"
"housekeeping-janitors-and-groundskeepers-state08","19483319.0108571","75106.34908","state08"
"housekeeping-janitors-and-groundskeepers-state35","9032247.96617143","29860.37552","state35"
"housekeeping-janitors-and-groundskeepers-state04","41914853.3305714","139775.41586","state04"
"housekeeping-janitors-and-groundskeepers-state49","15002207.3235429","52678.69356","state49"
"housekeeping-janitors-and-groundskeepers-state32","20101477.0810286","68311.53052","state32"
"housekeeping-janitors-and-groundskeepers-state53","34633708.5049714","128638.92142","state53"
"housekeeping-janitors-and-groundskeepers-state41","19101881.9660571","71347.04096","state41"
"housekeeping-janitors-and-groundskeepers-state06","203508423.5472","693210.41688","state06"
"housekeeping-janitors-and-groundskeepers-state02","2280096.77691429","8163.51434","state02"
"housekeeping-janitors-and-groundskeepers-state15","9949214.60382857","34733.00186","state15"
"medical-and-health-services-managers-state23","1018756.86428571","3444.34728","state23"
"medical-and-health-services-managers-state33","1114372.94331429","2986.17486","state33"
"medical-and-health-services-managers-state50","1154762.15297143","3179.71926","state50"
"medical-and-health-services-managers-state25","7775974.17737143","21530.24276","state25"
"medical-and-health-services-managers-state44","876818.355428571","2837.61146","state44"
"medical-and-health-services-managers-state09","3599696.90828571","12855.99368","state09"
"medical-and-health-services-managers-state36","12675720.9085714","38205.9806","state36"
"medical-and-health-services-managers-state34","8701581.51428571","24797.61666","state34"
"medical-and-health-services-managers-state42","15470273.7094286","43120.03998","state42"
"medical-and-health-services-managers-state39","10304918.5390286","30592.43422","state39"
"medical-and-health-services-managers-state18","6947795.96571429","17794.27026","state18"
"medical-and-health-services-managers-state17","13367023.6109143","35700.06376","state17"
"medical-and-health-services-managers-state26","8557229.12194286","25172.78682","state26"
"medical-and-health-services-managers-state55","7621920.26571428","19358.9762","state55"
"medical-and-health-services-managers-state27","7744484.14457143","20866.38314","state27"
"medical-and-health-services-managers-state19","2262381.35314286","6721.19318","state19"
"medical-and-health-services-managers-state29","6509508.66857143","18372.46122","state29"
"medical-and-health-services-managers-state38","1008182.62045714","3026.54622","state38"
"medical-and-health-services-managers-state46","785374.432114286","2201.05326","state46"
"medical-and-health-services-managers-state31","1436471.15142857","3572.51864","state31"
"medical-and-health-services-managers-state20","906752.983542857","3146.62788","state20"
"medical-and-health-services-managers-state10","1362362.832","3586.8069","state10"
"medical-and-health-services-managers-state24","4192831.17702857","12391.37686","state24"
"medical-and-health-services-managers-state11","549682.325142857","1393.76806","state11"
"medical-and-health-services-managers-state51","4113821.95371429","10607.96344","state51"
"medical-and-health-services-managers-state54","1398409.41428571","3881.4243","state54"
"medical-and-health-services-managers-state37","10071973.8265714","31023.38912","state37"
"medical-and-health-services-managers-state45","4461837.366","13038.83114","state45"
"medical-and-health-services-managers-state13","5957419.02342857","16168.91958","state13"
"medical-and-health-services-managers-state12","19484502.3646286","58072.04748","state12"
"medical-and-health-services-managers-state21","3841733.52171429","10384.14324","state21"
"medical-and-health-services-managers-state47","5193596.82342857","13019.33182","state47"
"medical-and-health-services-managers-state01","2803910.13737143","8340.8561","state01"
"medical-and-health-services-managers-state28","2981016.16457143","8322.8953","state28"
"medical-and-health-services-managers-state05","1638355.76228571","4643.17974","state05"
"medical-and-health-services-managers-state22","3817534.962","11608.41838","state22"
"medical-and-health-services-managers-state40","3235640.26457143","9186.46248","state40"
"medical-and-health-services-managers-state48","23835188.3838857","63993.23402","state48"
"medical-and-health-services-managers-state30","828767.947714286","2914.85202","state30"
"medical-and-health-services-managers-state16","1975628.32971429","5376.95","state16"
"medical-and-health-services-managers-state56","465216.285428571","1369.40726","state56"
"medical-and-health-services-managers-state08","4035402.07628571","12463.42422","state08"
"medical-and-health-services-managers-state35","1222335.96771429","3418.09312","state35"
"medical-and-health-services-managers-state04","3408386.12914286","9883.94522","state04"
"medical-and-health-services-managers-state49","2856931.22022857","7658.90948","state49"
"medical-and-health-services-managers-state32","1920124.55914286","5765.35534","state32"
"medical-and-health-services-managers-state53","8091389.71628571","23230.11112","state53"
"medical-and-health-services-managers-state41","4225920.79268571","12525.9507","state41"
"medical-and-health-services-managers-state06","32614115.3542286","90694.53234","state06"
"medical-and-health-services-managers-state02","862225.854857143","2215.40206","state02"
"medical-and-health-services-managers-state15","1230500.93725714","3284.12104","state15"
"medical-records-and-health-information-technicians-state36","4955437.22691429","14657.15872","state36"
"medical-records-and-health-information-technicians-state42","3364710.35348571","10925.23772","state42"
"medical-records-and-health-information-technicians-state17","2058221.30194286","7045.33388","state17"
"medical-records-and-health-information-technicians-state26","3566517.396","11728.88652","state26"
"medical-records-and-health-information-technicians-state55","2178246.80914286","7132.25186","state55"
"medical-records-and-health-information-technicians-state46","388591.021714286","1203.67348","state46"
"medical-records-and-health-information-technicians-state31","674777.514171429","2180.71316","state31"
"medical-records-and-health-information-technicians-state54","806913.207428571","1997.23012","state54"
"medical-records-and-health-information-technicians-state37","3180025.152","9130.58086","state37"
"medical-records-and-health-information-technicians-state13","4275240.67474286","13533.45994","state13"
"medical-records-and-health-information-technicians-state12","4361416.908","13244.14684","state12"
"medical-records-and-health-information-technicians-state22","1434097.69028571","4240.9019","state22"
"medical-records-and-health-information-technicians-state48","5434536.61371429","15795.13594","state48"
"medical-records-and-health-information-technicians-state30","322992.550285714","928.65188","state30"
"medical-records-and-health-information-technicians-state16","627770.682","1870.27584","state16"
"medical-records-and-health-information-technicians-state35","455177.525142857","1330.99158","state35"
"medical-records-and-health-information-technicians-state53","2815519.59257143","8776.25478","state53"
"medical-records-and-health-information-technicians-state41","858932.393142857","2840.28952","state41"
"medical-records-and-health-information-technicians-state06","4898620.21817143","14763.55326","state06"
"medical-records-and-health-information-technicians-state04","3192114.32571429","8036.88","state04"
"medical-specialists-therapists-state23","2595510.9132","9362.4046","state23"
"medical-specialists-therapists-state33","3166691.56885714","10844.47434","state33"
"medical-specialists-therapists-state50","942234.663942857","3336.17588","state50"
"medical-specialists-therapists-state25","10485285.6176571","34976.8903","state25"
"medical-specialists-therapists-state44","2760825.08794286","9032.45584","state44"
"medical-specialists-therapists-state09","7535651.91154286","23540.22358","state09"
"medical-specialists-therapists-state36","30045152.0653714","98643.37846","state36"
"medical-specialists-therapists-state34","15032341.7705143","48354.4053","state34"
"medical-specialists-therapists-state42","20289537.5533714","66075.8929","state42"
"medical-specialists-therapists-state39","18786117.2933143","57259.8575","state39"
"medical-specialists-therapists-state18","10122130.5702857","35366.89552","state18"
"medical-specialists-therapists-state17","21982836.7299429","72620.75814","state17"
"medical-specialists-therapists-state26","12598256.5839429","40329.97372","state26"
"medical-specialists-therapists-state55","9722292.35982857","31686.4829","state55"
"medical-specialists-therapists-state27","9780746.14182857","31091.41802","state27"
"medical-specialists-therapists-state19","3577710.8784","12303.50994","state19"
"medical-specialists-therapists-state29","7815810.02571429","28754.26168","state29"
"medical-specialists-therapists-state38","1309299.33634286","4145.71902","state38"
"medical-specialists-therapists-state46","1679543.86885714","5038.15616","state46"
"medical-specialists-therapists-state31","3567444.05622857","11224.99974","state31"
"medical-specialists-therapists-state20","5974103.23508571","18016.25206","state20"
"medical-specialists-therapists-state10","1551346.07417143","5495.96408","state10"
"medical-specialists-therapists-state24","13462714.9458857","40336.55958","state24"
"medical-specialists-therapists-state11","658893.892285714","1963.36372","state11"
"medical-specialists-therapists-state51","9835024.78302857","33664.21592","state51"
"medical-specialists-therapists-state54","2766855.29451429","8491.7562","state54"
"medical-specialists-therapists-state37","13424660.4012","45323.60556","state37"
"medical-specialists-therapists-state45","5919393.09874286","22607.12404","state45"
"medical-specialists-therapists-state13","14035568.9045143","46200.98698","state13"
"medical-specialists-therapists-state12","30522534.1464","103303.27832","state12"
"medical-specialists-therapists-state21","7171734.18205714","22453.10664","state21"
"medical-specialists-therapists-state47","9414830.05114286","29228.9695","state47"
"medical-specialists-therapists-state01","6769289.57948571","22047.53594","state01"
"medical-specialists-therapists-state28","3036271.48662857","10867.09868","state28"
"medical-specialists-therapists-state05","3683596.33954286","12491.02218","state05"
"medical-specialists-therapists-state22","4808463.38794286","16082.13718","state22"
"medical-specialists-therapists-state40","3227450.70085714","10798.6581","state40"
"medical-specialists-therapists-state48","37922758.7821714","116440.85312","state48"
"medical-specialists-therapists-state30","1638816.48702857","5706.28532","state30"
"medical-specialists-therapists-state16","2383994.18108571","7644.50068","state16"
"medical-specialists-therapists-state56","799066.240114286","2526.3179","state56"
"medical-specialists-therapists-state08","9407804.59388571","31474.39106","state08"
"medical-specialists-therapists-state35","2239829.75057143","7027.99576","state35"
"medical-specialists-therapists-state04","11367249.0924","34709.0615","state04"
"medical-specialists-therapists-state49","5139710.41388571","18278.90086","state49"
"medical-specialists-therapists-state32","3018292.80171429","10126.52472","state32"
"medical-specialists-therapists-state53","10937280.9305143","38465.8461","state53"
"medical-specialists-therapists-state41","5093993.91017143","17542.99888","state41"
"medical-specialists-therapists-state06","41265107.1456","139090.98478","state06"
"medical-specialists-therapists-state02","1127241.72668571","3330.01172","state02"
"medical-specialists-therapists-state15","1612528.07931429","5324.00248","state15"
"miscellaneous-educational-instructional-state23","3575525.07925714","11920.81624","state23"
"miscellaneous-educational-instructional-state33","2584673.49977143","9130.14354","state33"
"miscellaneous-educational-instructional-state50","1584386.56971429","5538.27384","state50"
"miscellaneous-educational-instructional-state25","13853615.7485143","54075.57346","state25"
"miscellaneous-educational-instructional-state44","2660046.13782857","8424.40134","state44"
"miscellaneous-educational-instructional-state09","7959315.3012","32966.0124","state09"
"miscellaneous-educational-instructional-state36","37624537.1941714","138890.36878","state36"
"miscellaneous-educational-instructional-state34","16052064.3075429","58931.278","state34"
"miscellaneous-educational-instructional-state42","22736561.1524571","75601.65422","state42"
"miscellaneous-educational-instructional-state39","17783319.1057714","65930.85316","state39"
"miscellaneous-educational-instructional-state18","6124150.98085714","22600.62922","state18"
"miscellaneous-educational-instructional-state17","21587020.0222286","83174.6783","state17"
"miscellaneous-educational-instructional-state26","13866812.6026286","45143.31456","state26"
"miscellaneous-educational-instructional-state55","7065408.77948571","28906.67638","state55"
"miscellaneous-educational-instructional-state27","9302864.19925714","32205.95276","state27"
"miscellaneous-educational-instructional-state19","5840334.93222857","16956.40732","state19"
"miscellaneous-educational-instructional-state29","8168212.36217143","26568.70538","state29"
"miscellaneous-educational-instructional-state38","1405236.2124","4989.86998","state38"
"miscellaneous-educational-instructional-state46","1620939.93874286","5396.98566","state46"
"miscellaneous-educational-instructional-state31","3845799.21771429","12984.06508","state31"
"miscellaneous-educational-instructional-state20","5451272.77714286","19226.62058","state20"
"miscellaneous-educational-instructional-state10","2787296.05508571","9082.46908","state10"
"miscellaneous-educational-instructional-state24","12053356.6817143","39542.8133","state24"
"miscellaneous-educational-instructional-state11","1649232.56382857","5570.42504","state11"
"miscellaneous-educational-instructional-state51","15504237.3762857","58614.66814","state51"
"miscellaneous-educational-instructional-state54","2453644.04314286","8708.33244","state54"
"miscellaneous-educational-instructional-state37","14739984.5065714","55681.28618","state37"
"miscellaneous-educational-instructional-state45","7337551.36457143","24178.06828","state45"
"miscellaneous-educational-instructional-state13","15494285.1171429","57203.6915","state13"
"miscellaneous-educational-instructional-state12","31386658.9654286","110211.22588","state12"
"miscellaneous-educational-instructional-state21","6206979.96531429","20321.86074","state21"
"miscellaneous-educational-instructional-state47","10410321.0432","34907.77628","state47"
"miscellaneous-educational-instructional-state01","6870125.99142857","21616.013","state01"
"miscellaneous-educational-instructional-state28","3624222.1116","11559.52098","state28"
"miscellaneous-educational-instructional-state05","4224787.79382857","13669.02266","state05"
"miscellaneous-educational-instructional-state22","7618926.04542857","25405.09672","state22"
"miscellaneous-educational-instructional-state40","5613487.10057143","19707.31182","state40"
"miscellaneous-educational-instructional-state48","50188920.7525714","168008.25808","state48"
"miscellaneous-educational-instructional-state30","1110021.51445714","4962.63996","state30"
"miscellaneous-educational-instructional-state16","2642733.15771429","10510.72314","state16"
"miscellaneous-educational-instructional-state56","1039134.18257143","3773.21434","state56"
"miscellaneous-educational-instructional-state08","10459477.0184571","39003.61452","state08"
"miscellaneous-educational-instructional-state35","3166795.38017143","11094.06434","state35"
"miscellaneous-educational-instructional-state04","12651538.5879429","41466.33708","state04"
"miscellaneous-educational-instructional-state49","6155764.14257143","27886.31238","state49"
"miscellaneous-educational-instructional-state32","4039204.75114286","14696.49612","state32"
"miscellaneous-educational-instructional-state53","11394930.7359429","43216.2711","state53"
"miscellaneous-educational-instructional-state41","5639541.54668571","23722.7176","state41"
"miscellaneous-educational-instructional-state06","49504102.4864571","193301.97792","state06"
"miscellaneous-educational-instructional-state02","1295836.4124","3929.5545","state02"
"miscellaneous-educational-instructional-state15","2703126.09668571","9033.19386","state15"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state23","3940724.63211429","13574.39786","state23"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state33","2484574.26634286","8792.83262","state33"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state50","1934472.00428571","6207.56164","state50"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state25","15095047.2342857","50842.0876","state25"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state44","2589556.88262857","9573.5295","state44"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state09","9563490.59742857","30439.48092","state09"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state36","44999895.7184571","149620.99546","state36"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state34","19754367.1016571","62411.20096","state34"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state42","38256189.5300571","122491.20044","state42"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state39","32724010.7264571","108308.54576","state39"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state18","17515872.0675429","55484.19822","state18"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state17","30658158.6305143","94790.0275","state17"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state26","29776604.9093143","100138.99318","state26"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state55","18212186.8448571","61398.15198","state55"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state27","14999532.1654286","46099.00134","state27"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state19","8934529.7928","31524.80566","state19"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state29","15833412.7328571","51536.60074","state29"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state38","1949633.59628571","6210.6622","state38"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state46","3023948.4492","9365.20026","state46"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state31","4594236.32451429","16479.27528","state31"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state20","9023635.57388571","26113.36884","state20"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state10","2482451.92851429","8735.0114","state10"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state24","15895425.1155429","48613.22172","state24"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state11","869687.3196","2804.19422","state11"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state51","16502899.1322857","62516.91446","state51"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state54","5720858.33057143","17187.83028","state54"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state37","24388373.0070857","79923.79948","state37"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state45","16843040.8014857","52556.3609","state45"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state13","27044934.0003429","84252.135","state13"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state12","56783450.6129143","177508.41088","state12"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state21","10398573.6819429","36610.52998","state21"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state47","18243865.2934286","55699.5304","state47"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state01","14660451.5108571","40912.6326","state01"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state28","6965675.04","21682.12416","state28"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state05","9695425.52691429","28873.89668","state05"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state22","13432817.0612571","42715.06142","state22"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state40","9731040.14434286","31225.37154","state40"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state48","76274019.8256","223756.42554","state48"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state30","4357085.08748571","14013.48218","state30"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state16","5800441.8108","19433.12848","state16"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state56","1324319.59405714","4131.0478","state56"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state08","16391423.2182857","54815.4121","state08"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state35","6193396.11497143","18890.98334","state35"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state04","22009659.2076","68613.91458","state04"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state49","7775358.54857143","28678.61042","state49"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state32","7927152.64954286","25805.67578","state32"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state53","22753574.3310857","71464.86576","state53"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state41","13876917.3483429","43972.85982","state41"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state06","84896717.5746857","273775.8988","state06"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state02","1595283.63445714","4765.40396","state02"
"miscellaneous-health-praticioner-non-doctor-or-nurse-state15","3285619.59771429","12078.01264","state15"
"nurses-state23","6969278.81057143","23224.58006","state23"
"nurses-state33","5655945.80245714","19677.3861","state33"
"nurses-state50","3066173.97102857","10046.78872","state50"
"nurses-state25","36062524.6854857","113520.62756","state25"
"nurses-state44","4241718.29588571","13974.3133","state44"
"nurses-state09","18203763.2828571","58104.49098","state09"
"nurses-state36","82232598.4551429","251174.2981","state36"
"nurses-state34","43397804.9331429","130639.13746","state34"
"nurses-state42","66150882.5314286","211329.13824","state42"
"nurses-state39","54465100.4856","172203.42022","state39"
"nurses-state18","29047279.4192571","95258.83444","state18"
"nurses-state17","50420628.8358857","159435.44868","state17"
"nurses-state26","42583986.2592","137243.34986","state26"
"nurses-state55","25074444.7215429","81870.7535","state55"
"nurses-state27","32548452.0984","109410.91","state27"
"nurses-state19","12484952.0619429","42530.81572","state19"
"nurses-state29","33540155.1654857","98144.06558","state29"
"nurses-state38","4347128.06314286","14302.09838","state38"
"nurses-state46","4960135.98137143","16631.32498","state46"
"nurses-state31","8395592.0268","27877.90428","state31"
"nurses-state20","13393774.3832571","45441.23894","state20"
"nurses-state10","5026080.74074286","15851.2901","state10"
"nurses-state24","23901402.5194286","79550.5281","state24"
"nurses-state11","1147108.16091429","3601.51276","state11"
"nurses-state51","32408884.1502857","110097.08634","state51"
"nurses-state54","9128580.18154286","27854.91606","state54"
"nurses-state37","42247084.0232571","138660.75362","state37"
"nurses-state45","25044208.0314857","82860.25972","state45"
"nurses-state13","43105701.8281714","134680.82424","state13"
"nurses-state12","102529686.416743","317435.50402","state12"
"nurses-state21","22341467.916","70265.03228","state21"
"nurses-state47","35331075.9512571","111675.95238","state47"
"nurses-state01","23362250.9208","71701.32174","state01"
"nurses-state28","15409819.9952571","47331.25398","state28"
"nurses-state05","17108435.9950286","52608.08866","state05"
"nurses-state22","25263424.4173714","77303.76462","state22"
"nurses-state40","17874013.9078286","56717.35436","state40"
"nurses-state48","108312444.5688","329059.06372","state48"
"nurses-state30","3900522.4236","14380.45048","state30"
"nurses-state16","6808126.69817143","22461.30174","state16"
"nurses-state56","2083475.43085714","6212.59264","state56"
"nurses-state08","19744595.2359429","66810.57724","state08"
"nurses-state35","7117695.00994286","21632.1711","state35"
"nurses-state04","22171797.6332571","70410.7878","state04"
"nurses-state49","10092854.5366286","32954.66922","state49"
"nurses-state32","10022403.5938286","30416.80318","state32"
"nurses-state53","22310288.3088","77532.21816","state53"
"nurses-state41","15303958.3056","54601.8282","state41"
"nurses-state06","133725756.304114","419224.06172","state06"
"nurses-state02","2466275.46668571","7658.69658","state02"
"nurses-state15","4293824.45468571","14290.19456","state15"
"nursing-psychiatric-and-home-health-aides-state23","4575623.52771429","14792.39922","state23"
"nursing-psychiatric-and-home-health-aides-state33","3657557.70582857","12892.93862","state33"
"nursing-psychiatric-and-home-health-aides-state50","1634344.42697143","5527.72128","state50"
"nursing-psychiatric-and-home-health-aides-state25","18202481.5160571","63357.976","state25"
"nursing-psychiatric-and-home-health-aides-state44","3716563.1952","13784.69586","state44"
"nursing-psychiatric-and-home-health-aides-state09","10635362.0429143","36432.58044","state09"
"nursing-psychiatric-and-home-health-aides-state36","92581973.3041714","309943.38764","state36"
"nursing-psychiatric-and-home-health-aides-state34","25185522.2835429","80656.25794","state34"
"nursing-psychiatric-and-home-health-aides-state42","43616601.9147429","139110.83184","state42"
"nursing-psychiatric-and-home-health-aides-state39","36569399.1072","125243.8574","state39"
"nursing-psychiatric-and-home-health-aides-state18","18331599.3289714","58139.25028","state18"
"nursing-psychiatric-and-home-health-aides-state17","31078253.4922286","104832.61616","state17"
"nursing-psychiatric-and-home-health-aides-state26","31048736.1041143","112041.72152","state26"
"nursing-psychiatric-and-home-health-aides-state55","14284294.4148","53950.67988","state55"
"nursing-psychiatric-and-home-health-aides-state27","15497405.6031429","55559.45614","state27"
"nursing-psychiatric-and-home-health-aides-state19","9845505.86125714","34758.21562","state19"
"nursing-psychiatric-and-home-health-aides-state29","22810042.2","74850.85036","state29"
"nursing-psychiatric-and-home-health-aides-state38","2103369.04645714","7475.73712","state38"
"nursing-psychiatric-and-home-health-aides-state46","2102260.65","7237.94718","state46"
"nursing-psychiatric-and-home-health-aides-state31","6318824.31908571","21948.6331","state31"
"nursing-psychiatric-and-home-health-aides-state20","11444286.4587429","37869.12714","state20"
"nursing-psychiatric-and-home-health-aides-state10","3162273.7884","12680.33144","state10"
"nursing-psychiatric-and-home-health-aides-state24","16330226.6163429","48580.3428","state24"
"nursing-psychiatric-and-home-health-aides-state11","1001065.28297143","3281.93114","state11"
"nursing-psychiatric-and-home-health-aides-state51","17218410.2084571","58010.15732","state51"
"nursing-psychiatric-and-home-health-aides-state54","5024280.23657143","16481.85508","state54"
"nursing-psychiatric-and-home-health-aides-state37","27381775.2178286","100386.92062","state37"
"nursing-psychiatric-and-home-health-aides-state45","13060737.7248","44023.00066","state45"
"nursing-psychiatric-and-home-health-aides-state13","23485866.8497714","72967.3881","state13"
"nursing-psychiatric-and-home-health-aides-state12","65183617.3673143","207594.17566","state12"
"nursing-psychiatric-and-home-health-aides-state21","13531401.3977143","43938.07138","state21"
"nursing-psychiatric-and-home-health-aides-state47","14247203.8414286","44476.34164","state47"
"nursing-psychiatric-and-home-health-aides-state01","12919257.5869714","41442.77988","state01"
"nursing-psychiatric-and-home-health-aides-state28","8535907.18491429","27148.39354","state28"
"nursing-psychiatric-and-home-health-aides-state05","8790108.49714286","31277.7802","state05"
"nursing-psychiatric-and-home-health-aides-state22","13901807.8417714","45230.79018","state22"
"nursing-psychiatric-and-home-health-aides-state40","10417822.5942857","35479.9407","state40"
"nursing-psychiatric-and-home-health-aides-state48","66539580.1218857","221491.8556","state48"
"nursing-psychiatric-and-home-health-aides-state30","2494336.57782857","8565.50358","state30"
"nursing-psychiatric-and-home-health-aides-state16","3676082.1912","13529.2194","state16"
"nursing-psychiatric-and-home-health-aides-state56","1064410.25811429","3716.73794","state56"
"nursing-psychiatric-and-home-health-aides-state08","12502982.6813143","42780.2346","state08"
"nursing-psychiatric-and-home-health-aides-state35","6281316.31251429","19991.76962","state35"
"nursing-psychiatric-and-home-health-aides-state04","18812626.7749714","60975.00754","state04"
"nursing-psychiatric-and-home-health-aides-state49","6079658.18228571","22924.75086","state49"
"nursing-psychiatric-and-home-health-aides-state32","4370676.37611429","13581.04702","state32"
"nursing-psychiatric-and-home-health-aides-state53","20494898.2776","72300.64952","state53"
"nursing-psychiatric-and-home-health-aides-state41","8947066.89617143","29318.45584","state41"
"nursing-psychiatric-and-home-health-aides-state06","86314466.3825143","281567.49422","state06"
"nursing-psychiatric-and-home-health-aides-state02","2042754.36171429","6054.44388","state02"
"nursing-psychiatric-and-home-health-aides-state15","3523096.38171429","11043.50406","state15"
"personal-care-aides-state23","2642616.35811429","9008.71468","state23"
"personal-care-aides-state33","1611398.61428571","4552.4863","state33"
