"activity_id","geo_level","provider_attention","provision_interval","population"
"physical-care-for-adults","state15","active",441590.780054992,11693.98691428
"physical-care-for-adults","state31","active",3056225.73013446,28927.9831693978
"physical-care-for-adults","state34","active",12174393.3867319,163446.685400379
"physical-care-for-adults","state10","active",491596.740267607,18398.2464945145
"physical-care-for-adults","state02","active",67703.3389213282,5641.94491011069
"physical-care-for-adults","state35","active",3019062.85846531,36651.8165506586
"physical-care-for-adults","state44","active",377132.977042663,5387.61395775233
"physical-care-for-adults","state23","active",1549939.35967192,23971.0904784099
"physical-care-for-adults","state56","active",503666.626086592,14587.4625418729
"physical-care-for-adults","state11","active",615816.759840597,6482.2816825326
"physical-care-for-adults","state30","active",46035.8024341151,1534.52674780384
"physical-care-for-children","state50","active",4258142.33561776,81862.4017373216
"physical-care-for-children","state48","active",228442129.982061,3446226.53467926
"physical-care-for-children","state49","active",34193297.6324791,523868.692957002
"physical-care-for-children","state26","active",65529954.7396334,1021799.7525743
"physical-care-for-children","state36","active",116958356.431665,1707742.59201214
"physical-care-for-children","state06","active",266312988.585919,3579200.65840788
"physical-care-for-children","state19","active",23606499.5984409,396476.312162935
"physical-care-for-children","state13","active",77010031.1839323,1137114.48124137
"physical-care-for-children","state31","active",17174739.726911,308221.524189173
"physical-care-for-children","state47","active",45617797.5493707,769813.042494232
"physical-care-for-children","state17","active",101566354.313086,1381770.79718867
"physical-care-for-children","state27","active",52305700.886124,812481.898987718
"physical-care-for-children","state34","active",76185400.4981005,1042232.17490591
"physical-care-for-children","state40","active",27544525.7181154,536912.843672253
"physical-care-for-children","state21","active",28615449.7460206,581651.278843359
"physical-care-for-children","state38","active",9726777.7722797,104846.492623443
"physical-care-for-children","state12","active",129170909.57994,1956223.47422706
"physical-care-for-children","state25","active",59047149.6179834,864130.930133782
"physical-care-for-children","state29","active",50408015.7201799,714592.689394652
"physical-care-for-children","state18","active",51995903.2163703,758293.629436592
"physical-care-for-children","state42","active",106951346.902984,1384425.29583493
"physical-care-for-children","state55","active",52803134.988606,754353.534854737
"physical-care-for-children","state09","active",17277060.6868817,310770.553073838
"physical-care-for-children","state39","active",92720471.9307511,1275905.38538994
"physical-care-for-children","state28","active",23222094.6566961,294699.187612486
"physical-care-for-children","state08","active",47544947.7753005,613199.546387556
"physical-care-for-children","state46","active",8129143.21823695,116782.46917875
"physical-care-for-children","state53","active",59056775.5649725,972167.204764736
"physical-care-for-children","state22","active",31891137.6302706,460159.663754222
"physical-care-for-children","state16","active",18105337.7492595,292812.748476141
"physical-care-for-children","state05","active",27542673.3142171,337612.40337758
"physical-care-for-children","state33","active",8345731.46259993,145338.25088995
"physical-care-for-children","state45","active",27217939.4217331,402941.228902058
"physical-care-for-children","state37","active",68631604.7753326,1023328.67431955
"physical-care-for-children","state20","active",27656994.5177275,447567.737325136
"physical-care-for-children","state24","active",59018891.3144699,764662.040317908
"physical-care-for-children","state02","active",4688613.56803926,79290.3732821425
"physical-care-for-children","state04","active",33698852.6164358,595957.582132752
"physical-care-for-children","state51","active",79062475.518934,1202956.44760729
"physical-care-for-children","state41","active",29003151.3273231,517942.327294977
"physical-care-for-children","state15","active",5245210.78054759,101578.68494408
"physical-care-for-children","state10","active",6569349.87510857,120005.41505817
"physical-care-for-children","state32","active",12848691.1693251,222624.313745244
"physical-care-for-children","state44","active",5889444.32886899,104710.223040744
"physical-care-for-children","state23","active",8468494.84158714,126447.771795434
"physical-care-for-children","state01","active",27415289.1330217,452109.335084019
"physical-care-for-children","state54","active",9816433.54633592,159677.119093216
"physical-care-for-children","state35","active",11584000.1314371,179043.642987597
"physical-care-for-children","state30","active",4435429.54339118,76151.9160862121
"physical-care-for-children","state56","active",4736035.10468731,109226.18495218
"physical-care-for-children","state11","active",3585878.71070093,70457.2829644373
"picking-up-dropping-off-adults","state25","active",2507517.4606229,307153.167263699
"picking-up-dropping-off-adults","state21","active",2029809.60585396,199140.625122823
"picking-up-dropping-off-adults","state36","active",5006921.808387,481009.209344214
"picking-up-dropping-off-adults","state38","active",259140.260019189,43164.2664761764
"picking-up-dropping-off-adults","state40","active",1457746.04856754,145693.080875944
"picking-up-dropping-off-adults","state29","active",3675465.50786613,340478.506142187
"picking-up-dropping-off-adults","state42","active",3762765.9990765,496692.389381555
"picking-up-dropping-off-adults","state37","active",3429342.29184906,365975.595708153
"picking-up-dropping-off-adults","state55","active",2434120.45318408,250259.496559965
"picking-up-dropping-off-adults","state48","active",10992659.8882811,1189393.21360839
"picking-up-dropping-off-adults","state34","active",3479196.11893359,294840.189367648
"picking-up-dropping-off-adults","state51","active",3276762.30618034,363955.81331675
"picking-up-dropping-off-adults","state06","active",10970729.2639518,1065800.06173428
"picking-up-dropping-off-adults","state24","active",4301403.75325407,285086.483344684
"picking-up-dropping-off-adults","state18","active",2694230.98379951,260708.143844455
"picking-up-dropping-off-adults","state13","active",2796478.32613902,250365.229767077
"picking-up-dropping-off-adults","state41","active",2310956.06164634,219073.027365454
"picking-up-dropping-off-adults","state39","active",6687990.91215634,582450.345882725
"picking-up-dropping-off-adults","state05","active",1436787.57039269,188606.749777069
"picking-up-dropping-off-adults","state04","active",2426175.03804228,248998.505249153
"picking-up-dropping-off-adults","state28","active",981560.271191471,78110.8379652405
"picking-up-dropping-off-adults","state12","active",6610445.09230183,591480.344568641
"picking-up-dropping-off-adults","state31","active",318300.464660891,36911.2650438559
"picking-up-dropping-off-adults","state09","active",1148441.43752785,112833.516387813
"picking-up-dropping-off-adults","state15","active",135355.45324385,24650.5900222937
"picking-up-dropping-off-adults","state20","active",783385.302500088,80482.3392564307
"picking-up-dropping-off-adults","state08","active",2027406.39926588,183710.515202288
"picking-up-dropping-off-adults","state16","active",439165.333097591,43315.4210736915
"picking-up-dropping-off-adults","state17","active",3023906.58646853,371921.556684802
"picking-up-dropping-off-adults","state23","active",345226.266711277,41190.4480057173
"picking-up-dropping-off-adults","state27","active",1206741.28295335,169888.787102763
"picking-up-dropping-off-adults","state26","active",2873991.26283143,402948.096568763
"picking-up-dropping-off-adults","state19","active",1263596.92161941,175673.977629212
"picking-up-dropping-off-adults","state30","active",337885.631889171,36592.9234961162
"picking-up-dropping-off-adults","state53","active",3045840.22367991,316390.277436326
"picking-up-dropping-off-adults","state01","active",3016794.0611585,193570.581653558
"picking-up-dropping-off-adults","state32","active",752652.301613564,76415.7020733332
"picking-up-dropping-off-adults","state47","active",2145644.17437225,221166.39899606
"picking-up-dropping-off-adults","state44","active",268752.763063839,25648.353212091
"picking-up-dropping-off-adults","state54","active",430519.480948167,56545.0610559638
"picking-up-dropping-off-adults","state45","active",2030176.35999832,218263.64957055
"picking-up-dropping-off-adults","state10","active",210142.681733214,17718.4245094416
"picking-up-dropping-off-adults","state49","active",1199124.00202079,181625.003382974
"picking-up-dropping-off-adults","state22","active",1075514.00567998,104172.172611407
"picking-up-dropping-off-adults","state33","active",450902.920357821,49085.0363956482
"picking-up-dropping-off-adults","state50","active",538186.520871954,18296.6701931452
"picking-up-dropping-off-adults","state11","active",254981.046287619,37695.6203591819
"picking-up-dropping-off-adults","state02","active",276539.883028635,19640.2107963299
"picking-up-dropping-off-adults","state56","active",118097.173276348,19857.6953519255
"picking-up-dropping-off-adults","state46","active",56290.8570032954,15328.9156063375
"picking-up-dropping-off-adults","state35","active",591977.810662997,54321.287900697
"picking-up-dropping-off-children","state36","active",9953225.26680045,905626.627284728
"picking-up-dropping-off-children","state19","active",3796319.2609862,287277.879868122
"picking-up-dropping-off-children","state13","active",9228030.7526902,619551.065886978
"picking-up-dropping-off-children","state47","active",5661870.36743026,419575.165826982
"picking-up-dropping-off-children","state06","active",35851164.9782196,2190027.43600136
"picking-up-dropping-off-children","state56","active",662549.468985252,34454.732570223
"picking-up-dropping-off-children","state40","active",4017307.48919675,264800.915227138
"picking-up-dropping-off-children","state21","active",2961267.90066445,329012.967370238
"picking-up-dropping-off-children","state25","active",5430556.39788224,518277.172549191
"picking-up-dropping-off-children","state26","active",10656509.2069545,694099.642535749
"picking-up-dropping-off-children","state48","active",34200050.7424227,2248787.65411197
"picking-up-dropping-off-children","state12","active",16164893.8079721,1167597.94221443
"picking-up-dropping-off-children","state27","active",4346988.90624018,363718.840302766
"picking-up-dropping-off-children","state31","active",1759503.94664959,158162.346329075
"picking-up-dropping-off-children","state53","active",7650580.9991604,568079.091808547
"picking-up-dropping-off-children","state55","active",6047367.29075462,467904.297555558
"picking-up-dropping-off-children","state39","active",11806700.8101992,730769.866415355
"picking-up-dropping-off-children","state42","active",11959937.5673219,797500.673210288
"picking-up-dropping-off-children","state37","active",9426894.25140477,555862.246703494
"picking-up-dropping-off-children","state18","active",6122766.4420395,441002.071377197
"picking-up-dropping-off-children","state09","active",2950354.14949728,198961.290938909
"picking-up-dropping-off-children","state08","active",2969933.66043259,225737.902304702
"picking-up-dropping-off-children","state45","active",5752573.59389171,341850.288014597
"picking-up-dropping-off-children","state38","active",1044617.49008822,90959.8650132312
"picking-up-dropping-off-children","state20","active",4076224.92717182,317510.590330848
"picking-up-dropping-off-children","state24","active",4667871.92908376,434505.566743983
"picking-up-dropping-off-children","state51","active",8990825.16721822,621941.226133603
"picking-up-dropping-off-children","state05","active",2150660.37283524,181084.033355254
"picking-up-dropping-off-children","state41","active",3474159.82972498,265398.811461485
"picking-up-dropping-off-children","state33","active",1019423.62838218,93781.0511367123
"picking-up-dropping-off-children","state29","active",6073088.64626327,325160.666555247
"picking-up-dropping-off-children","state01","active",3448951.6141334,234939.378220746
"picking-up-dropping-off-children","state17","active",13818901.3595067,871889.009347559
"picking-up-dropping-off-children","state16","active",2398028.26116294,194706.470415602
"picking-up-dropping-off-children","state04","active",5561200.98470223,374930.479212945
"picking-up-dropping-off-children","state35","active",1094938.35738329,86937.6517602806
"picking-up-dropping-off-children","state10","active",766643.813660962,55905.1591515266
"picking-up-dropping-off-children","state32","active",1072409.3014292,113113.750059811
"picking-up-dropping-off-children","state54","active",1357023.37326418,95291.3559082515
"picking-up-dropping-off-children","state22","active",5299545.28863869,321170.853994078
"picking-up-dropping-off-children","state11","active",603150.803982286,42493.049998577
"picking-up-dropping-off-children","state34","active",12992681.0685288,602475.105218995
"picking-up-dropping-off-children","state49","active",2888363.33860541,214532.577210917
"picking-up-dropping-off-children","state28","active",2948038.48732247,236292.471130116
"picking-up-dropping-off-children","state23","active",965687.491847337,86596.9069923156
"picking-up-dropping-off-children","state44","active",1124108.83271503,40124.1860636378
"picking-up-dropping-off-children","state15","active",413506.614709894,35607.9898762055
"picking-up-dropping-off-children","state30","active",623785.15905845,52760.5621313879
"picking-up-dropping-off-children","state50","active",613793.437751615,36411.5025697189
"picking-up-dropping-off-children","state46","active",460823.094571205,57820.8760751847
"picking-up-dropping-off-children","state02","active",558879.624199129,44210.9323706888
"playing-with-children","state50","active",4676209.81194724,45445.9335147841
"playing-with-children","state49","active",19867511.2220844,240957.988191067
"playing-with-children","state36","active",92807378.8707672,874195.961966252
"playing-with-children","state31","active",18690359.346006,181230.84048929
"playing-with-children","state47","active",52464444.5528442,409326.114456174
"playing-with-children","state17","active",98415809.454984,818748.494084316
"playing-with-children","state34","active",55642749.2043153,575580.760198222
"playing-with-children","state25","active",34423871.9302517,359557.004653573
"playing-with-children","state18","active",42218446.3829069,317779.252028591
"playing-with-children","state35","active",11076911.4754853,88974.3501087222
"playing-with-children","state28","active",7853561.89273013,86317.7829004389
"playing-with-children","state09","active",16734679.4670296,141626.032173333
"playing-with-children","state38","active",4589434.43723588,55615.171514611
"playing-with-children","state29","active",26220069.5617902,218183.82174133
"playing-with-children","state26","active",53186467.7261121,512529.318992709
"playing-with-children","state27","active",38666592.3595163,341569.593718928
"playing-with-children","state13","active",50269101.5463927,445662.415234252
"playing-with-children","state39","active",68071105.5894326,557812.417202476
"playing-with-children","state08","active",30216295.7608918,275896.220851891
"playing-with-children","state33","active",9626803.20416985,60358.0870133819
"playing-with-children","state48","active",179289870.343404,1675266.46138132
"playing-with-children","state16","active",10385745.1450259,126022.474064983
"playing-with-children","state55","active",46093102.5565585,396951.177999398
"playing-with-children","state37","active",51661678.3323899,514035.633699535
"playing-with-children","state19","active",20507390.5449601,224015.302869955
"playing-with-children","state02","active",3216223.70208144,39587.6417032247
"playing-with-children","state04","active",45051998.2431311,385293.399120623
"playing-with-children","state45","active",20563368.9314694,202148.879583521
"playing-with-children","state05","active",15719737.7930044,121190.332847843
"playing-with-children","state51","active",55704023.4134091,452983.482560454
"playing-with-children","state41","active",31355866.2488562,243833.953472496
"playing-with-children","state12","active",93317731.5656775,773545.584426484
"playing-with-children","state42","active",75783402.3388773,682190.796110428
"playing-with-children","state22","active",16935434.9045136,172126.327402428
"playing-with-children","state06","active",188494982.744657,1681955.0141187
"playing-with-children","state21","active",44949506.6503754,314798.312755807
"playing-with-children","state53","active",56773273.7100839,464614.985126791
"playing-with-children","state46","active",4994046.56067131,46566.2072585578
"playing-with-children","state24","active",33764155.9994674,287164.552755058
"playing-with-children","state01","active",21967266.7801853,196111.490936738
"playing-with-children","state40","active",24263512.7561019,229142.313243622
"playing-with-children","state54","active",10173747.2231076,75464.0481984219
"playing-with-children","state32","active",14262097.7632049,120939.793534249
"playing-with-children","state44","active",5804629.0966916,62924.0000858016
"playing-with-children","state15","active",6121603.71788038,33600.0177659567
"playing-with-children","state23","active",5093702.74252037,41375.3971539627
"playing-with-children","state20","active",21001454.1626179,232955.540565015
"playing-with-children","state30","active",2931479.75223804,31841.911096589
"playing-with-children","state10","active",2924087.6580162,31000.6715849655
"playing-with-children","state11","active",2790467.03604462,21944.5962756844
"playing-with-children","state56","active",2683710.98249695,23272.6448434077
"providing-medical-care-to-adults","state36","active",9467794.0267151,209132.741245057
"providing-medical-care-to-adults","state48","active",19572473.4374454,231842.579920201
"providing-medical-care-to-adults","state45","active",10326916.2191735,88073.8166575918
"providing-medical-care-to-adults","state25","active",1678232.0314459,48209.9208429907
"providing-medical-care-to-adults","state42","active",11577771.7022382,136330.941804208
"providing-medical-care-to-adults","state12","active",4520045.69897661,131477.310653835
"providing-medical-care-to-adults","state09","active",2901021.61496515,60248.9773943655
"providing-medical-care-to-adults","state24","active",4570140.59996615,49309.7388721452
"providing-medical-care-to-adults","state29","active",6933146.52452648,98998.0620290394
"providing-medical-care-to-adults","state51","active",4510307.03905739,77823.1856818208
"providing-medical-care-to-adults","state26","active",2889397.05194742,110182.821013265
"providing-medical-care-to-adults","state18","active",1704605.01148106,42821.6248825638
"providing-medical-care-to-adults","state13","active",3957914.76619309,141053.68431451
"providing-medical-care-to-adults","state22","active",9704806.30520881,48478.4063707227
"providing-medical-care-to-adults","state06","active",12439572.7322608,189185.719376994
"providing-medical-care-to-adults","state38","active",834465.748287737,5215.41092679836
"providing-medical-care-to-adults","state16","active",3056007.29712615,47853.1069431107
"providing-medical-care-to-adults","state56","active",3275098.65544827,34201.7974675331
"providing-medical-care-to-adults","state21","active",2770327.23354853,55686.4155126707
"providing-medical-care-to-adults","state28","active",587534.207329665,64798.9777907945
"providing-medical-care-to-adults","state19","active",1837593.09310051,70206.3156956855
"providing-medical-care-to-adults","state39","active",12187994.3324297,166124.561976758
"providing-medical-care-to-adults","state34","active",9633745.71726104,143791.021599533
"providing-medical-care-to-adults","state46","active",168426.283308718,11799.1758575271
"providing-medical-care-to-adults","state55","active",2769972.12692726,60768.2035311101
"providing-medical-care-to-adults","state37","active",3409300.41946718,97699.6334314208
"providing-medical-care-to-adults","state17","active",7734120.19332791,129968.892410696
"providing-medical-care-to-adults","state40","active",941260.179892251,43661.8814438729
"providing-medical-care-to-adults","state47","active",561710.658133994,18433.3617937825
"providing-medical-care-to-adults","state31","active",2365860.04501601,31640.2669573419
"providing-medical-care-to-adults","state15","active",568684.152939666,20690.0164208734
"providing-medical-care-to-adults","state04","active",2394199.01496255,54213.4124591655
"providing-medical-care-to-adults","state27","active",456164.637168236,10387.5727867025
"providing-medical-care-to-adults","state54","active",250525.523958038,11258.6677082477
"providing-medical-care-to-adults","state53","active",2009345.39664598,57618.0235379052
"providing-medical-care-to-adults","state49","active",2165155.54717912,35410.557746463
"providing-medical-care-to-adults","state23","active",1576951.26473554,35001.6909765606
"providing-medical-care-to-adults","state08","active",2687170.21222764,21840.2222508312
"providing-medical-care-to-adults","state01","active",5085301.02209759,52706.4258563058
"providing-medical-care-to-adults","state41","active",7401823.18901632,40704.2926865118
"providing-medical-care-to-adults","state10","active",562115.151286815,17282.5622442405
"providing-medical-care-to-adults","state35","active",14773.6680782767,2954.73361565534
"providing-medical-care-to-adults","state20","active",944988.019349877,8811.80030442137
"providing-medical-care-to-adults","state05","active",625489.503094699,36344.8672067715
"providing-medical-care-to-adults","state32","active",1183147.2226267,24527.8773307178
"providing-medical-care-to-adults","state44","active",7714.67102599069,2571.55700866356
"providing-medical-care-to-adults","state11","active",64822.816825326,6482.2816825326
"providing-medical-care-to-adults","state30","active",69053.7036511726,1534.52674780384
"providing-medical-care-to-children","state19","active",402700.527575927,22538.3068730964
"providing-medical-care-to-children","state31","active",691916.523732943,19513.3331156997
"providing-medical-care-to-children","state17","active",4031209.28530987,62470.1233849792
"providing-medical-care-to-children","state28","active",1933668.40208116,45470.4366013836
"providing-medical-care-to-children","state39","active",2610338.74380352,97111.2808653359
"providing-medical-care-to-children","state09","active",241752.421166759,20227.7722502904
"providing-medical-care-to-children","state38","active",3544.8658191326,3544.8658191326
"providing-medical-care-to-children","state29","active",349148.003038626,34092.9341302959
"providing-medical-care-to-children","state36","active",1666798.40928408,42656.5233240603
"providing-medical-care-to-children","state42","active",16852999.2046939,109305.625562489
"providing-medical-care-to-children","state54","active",107603.946080004,5956.25258253973
"providing-medical-care-to-children","state47","active",2366643.21362639,36443.3873209879
"providing-medical-care-to-children","state12","active",8113913.1838471,54033.7566233627
"providing-medical-care-to-children","state26","active",2565238.648788,45224.6864408548
"providing-medical-care-to-children","state13","active",2165692.46883512,26901.9500156384
"providing-medical-care-to-children","state49","active",2372914.43766119,32237.5254307978
"providing-medical-care-to-children","state06","active",5232424.71449195,90980.0665881989
"providing-medical-care-to-children","state45","active",1782977.12909573,32540.0920358027
"providing-medical-care-to-children","state18","active",5283765.06252831,50222.9480711918
"providing-medical-care-to-children","state05","active",382742.045164683,23525.0380982164
"providing-medical-care-to-children","state04","active",1070258.70573344,24338.6897529764
"providing-medical-care-to-children","state34","active",1824724.12149775,56431.0542851326
"providing-medical-care-to-children","state48","active",9450476.11222471,158567.312571492
"providing-medical-care-to-children","state40","active",705400.302940399,25041.1486259529
"providing-medical-care-to-children","state27","active",557508.347917782,23492.1278191249
"providing-medical-care-to-children","state25","active",5236789.38465845,42197.9086644844
"providing-medical-care-to-children","state51","active",2209768.67225861,40773.4956296378
"providing-medical-care-to-children","state24","active",170863.626349781,10434.2714170104
"providing-medical-care-to-children","state23","active",8073.49544043945,2691.16514681315
"providing-medical-care-to-children","state22","active",2458365.6091635,47708.9148145277
"providing-medical-care-to-children","state16","active",55841.2793120438,11168.2558624088
"providing-medical-care-to-children","state21","active",314923.16777529,16074.1740298351
"providing-medical-care-to-children","state01","active",10193319.2914167,55195.2396957474
"providing-medical-care-to-children","state53","active",553154.037848328,25062.6645616093
"providing-medical-care-to-children","state41","active",1151060.04946528,42911.3738840263
"providing-medical-care-to-children","state32","active",3178.40061997151,1589.20030998575
"providing-medical-care-to-children","state02","active",185233.776850586,771.80740354411
"providing-medical-care-to-children","state55","active",845293.682410282,14647.4964328427
"providing-medical-care-to-children","state50","active",104751.027715989,3491.7009238663
"providing-medical-care-to-children","state08","active",260391.714010564,12544.8199250148
"providing-medical-care-to-children","state37","active",242834.343880784,7689.65057603397
"providing-medical-care-to-children","state30","active",567920.765431175,6824.58432945644
"purchasing-food-not-groceries","state25","active",8819877.83205696,776579.972009972
"purchasing-food-not-groceries","state55","active",5067283.97750675,529941.857232209
"purchasing-food-not-groceries","state34","active",9988146.67823231,882181.942988675
"purchasing-food-not-groceries","state13","active",15999550.5256841,1316552.08403984
"purchasing-food-not-groceries","state24","active",9415056.7320585,660523.317541041
"purchasing-food-not-groceries","state06","active",44248097.1797823,3618710.38383569
"purchasing-food-not-groceries","state27","active",6341418.74353654,589473.028432755
"purchasing-food-not-groceries","state40","active",4147270.64424044,375467.709529592
"purchasing-food-not-groceries","state38","active",453599.656532559,43304.3293512647
"purchasing-food-not-groceries","state04","active",10433807.2935773,727294.775000223
"purchasing-food-not-groceries","state21","active",7503554.09616691,529539.24024584
"purchasing-food-not-groceries","state28","active",2464255.60717163,225982.09835602
"purchasing-food-not-groceries","state09","active",3432665.09938032,309039.656069977
"purchasing-food-not-groceries","state36","active",22161216.9285768,1869413.24236341
"purchasing-food-not-groceries","state29","active",11025506.8350172,902005.453303939
"purchasing-food-not-groceries","state48","active",39969081.7720189,3148486.54989752
"purchasing-food-not-groceries","state32","active",2086467.82962918,210683.405640982
"purchasing-food-not-groceries","state12","active",17972579.2239936,1547627.54054239
"purchasing-food-not-groceries","state53","active",10720334.6022184,857227.80668199
"purchasing-food-not-groceries","state31","active",2064990.50827708,216704.576533774
"purchasing-food-not-groceries","state51","active",12940767.9456821,1004319.65036415
"purchasing-food-not-groceries","state37","active",10832028.9446653,1061930.78284095
"purchasing-food-not-groceries","state46","active",1349366.09087466,82397.3491735994
"purchasing-food-not-groceries","state26","active",10795704.7497165,877317.21292717
"purchasing-food-not-groceries","state01","active",7238707.73767467,567192.848980957
"purchasing-food-not-groceries","state05","active",3653852.25351708,338571.188079355
"purchasing-food-not-groceries","state18","active",8989353.60732266,849034.139856983
"purchasing-food-not-groceries","state35","active",2753194.26571361,229430.863997922
"purchasing-food-not-groceries","state08","active",7204428.14045908,606627.655726838
"purchasing-food-not-groceries","state16","active",2299665.57041974,163585.280250854
"purchasing-food-not-groceries","state45","active",7036903.00815337,521376.374011671
"purchasing-food-not-groceries","state41","active",6947961.20891714,561542.466890331
"purchasing-food-not-groceries","state19","active",3372068.63948381,358546.770778059
"purchasing-food-not-groceries","state49","active",6395521.7023059,519333.501641797
"purchasing-food-not-groceries","state42","active",14203099.9304165,1139139.9394146
"purchasing-food-not-groceries","state39","active",14658924.6227016,1422221.57290257
"purchasing-food-not-groceries","state47","active",9803664.57473509,881244.128863483
"purchasing-food-not-groceries","state20","active",4673636.12594942,430070.679935786
"purchasing-food-not-groceries","state54","active",2570064.47828546,226477.114206208
"purchasing-food-not-groceries","state23","active",989935.45050743,103437.717976014
"purchasing-food-not-groceries","state17","active",15786418.8015769,1311590.88456701
"purchasing-food-not-groceries","state30","active",1414621.64434064,101844.074030841
"purchasing-food-not-groceries","state22","active",5169378.5076105,441679.774991679
"purchasing-food-not-groceries","state33","active",1057947.46258408,97789.1016922822
"purchasing-food-not-groceries","state10","active",902007.564158137,61419.1127222893
"purchasing-food-not-groceries","state11","active",6401778.77071318,199114.540185749
"purchasing-food-not-groceries","state56","active",218576.240699284,25991.5143259321
"purchasing-food-not-groceries","state44","active",966249.210807919,91631.87923672
"purchasing-food-not-groceries","state15","active",1148311.64779475,70307.6348649929
"purchasing-food-not-groceries","state50","active",1158536.45502481,94634.4945194356
"purchasing-food-not-groceries","state02","active",107803.77774023,9802.08071259507
"purchasing-gas","state25","active",1210024.81663194,153114.300382245
"purchasing-gas","state19","active",1268622.38496471,92295.3079567485
"purchasing-gas","state36","active",2319961.29881585,272986.238833361
"purchasing-gas","state24","active",2004975.77765913,197412.253766988
"purchasing-gas","state49","active",1121533.80156815,144630.720204891
"purchasing-gas","state04","active",2538075.89245992,180773.606656657
"purchasing-gas","state28","active",1269921.28762053,132561.329496729
"purchasing-gas","state29","active",2486764.87003676,186816.979081043
"purchasing-gas","state42","active",4260189.4193096,366163.85314269
"purchasing-gas","state08","active",1368045.42874262,92112.7466016542
"purchasing-gas","state48","active",6759886.41020833,647233.312626453
"purchasing-gas","state27","active",1202496.04474527,149547.381932391
"purchasing-gas","state39","active",4276806.5785407,413777.244786945
"purchasing-gas","state01","active",1186837.42591369,129282.933573682
"purchasing-gas","state41","active",1431862.00216152,138030.207067915
"purchasing-gas","state18","active",2379983.96224164,197721.360715845
"purchasing-gas","state12","active",3032337.07729472,333327.36997871
"purchasing-gas","state26","active",2986813.08251777,269687.724778698
"purchasing-gas","state32","active",841329.859131909,68581.0406770625
"purchasing-gas","state05","active",450548.994996474,60049.0200811156
"purchasing-gas","state16","active",560890.965673086,61256.4905395693
"purchasing-gas","state37","active",3215473.2130912,302915.426467756
"purchasing-gas","state06","active",11251342.671548,843334.184103149
"purchasing-gas","state54","active",248108.624499939,47299.5653533841
"purchasing-gas","state55","active",2562708.60606167,200724.40902447
"purchasing-gas","state20","active",782027.728628723,85800.9124989441
"purchasing-gas","state40","active",1554608.02717277,118726.030466313
"purchasing-gas","state10","active",117319.58801123,17246.1722995496
"purchasing-gas","state47","active",2135370.87020762,185944.417904385
"purchasing-gas","state38","active",758483.598652066,64812.8717649096
"purchasing-gas","state45","active",883381.774795007,99754.6293679353
"purchasing-gas","state13","active",3800745.31039475,341666.466370717
"purchasing-gas","state34","active",1356684.67583351,124161.337077275
"purchasing-gas","state21","active",1071967.54131339,104923.314459233
"purchasing-gas","state09","active",603096.444840087,81464.750896412
"purchasing-gas","state17","active",3616678.98342583,439412.108787293
"purchasing-gas","state50","active",466761.802081428,49391.6077522504
"purchasing-gas","state51","active",2577183.19844321,281875.427783736
"purchasing-gas","state53","active",2200945.98010147,238959.453802045
"purchasing-gas","state22","active",1140881.82777752,121152.142270974
"purchasing-gas","state23","active",131965.388239717,25726.6781439775
"purchasing-gas","state30","active",393916.159734451,65313.9090934077
"purchasing-gas","state31","active",367420.095156986,35227.4470197359
"purchasing-gas","state15","active",377286.117747819,29898.6762163518
"purchasing-gas","state33","active",328949.265096269,50847.860594046
"purchasing-gas","state46","active",18395.4195450137,3679.08390900274
"purchasing-gas","state44","active",128851.318806605,10810.0674808323
"purchasing-gas","state11","active",69238.5344147096,4615.90229431397
"purchasing-gas","state35","active",432588.362481005,33789.92428592
"purchasing-gas","state56","active",86815.5474978137,8681.55474978137
"purchasing-gas","state02","active",26766.0279388274,3823.71827697534
"reading-to-children","state49","active",3808432.14063383,116061.83895862
"reading-to-children","state06","active",18765146.7086451,680100.177250989
"reading-to-children","state31","active",783960.101812055,36086.9691617852
"reading-to-children","state47","active",4148443.5779629,108305.435604596
"reading-to-children","state17","active",7175179.18510861,262965.691748316
"reading-to-children","state34","active",7308044.72320834,248271.292937829
"reading-to-children","state25","active",6650231.15718286,194947.099889911
"reading-to-children","state18","active",3997872.7342987,121386.797164941
"reading-to-children","state40","active",2009280.85061073,76724.9462661825
"reading-to-children","state09","active",1364449.33534079,55235.27368436
"reading-to-children","state29","active",3990769.93537657,136843.064685099
"reading-to-children","state26","active",6582665.56926931,227343.192576203
"reading-to-children","state27","active",7391185.78888218,220372.567253788
"reading-to-children","state13","active",3571605.88937693,137185.104000585
"reading-to-children","state53","active",8404482.47189601,283521.900533826
"reading-to-children","state46","active",366925.314926227,13272.696689566
"reading-to-children","state39","active",6448265.15675727,217431.782508067
"reading-to-children","state33","active",847716.686419611,34816.3395700784
"reading-to-children","state21","active",1179453.0692884,36443.3411945326
"reading-to-children","state55","active",4309364.58405054,120620.700337114
"reading-to-children","state37","active",4807109.66656413,158120.893350871
"reading-to-children","state28","active",1673854.98192673,35281.6940257156
"reading-to-children","state36","active",18892798.8689524,450432.731151849
"reading-to-children","state04","active",4672539.40849958,194937.321653225
"reading-to-children","state41","active",3462953.75237846,108659.955655666
"reading-to-children","state12","active",7564628.08379359,298520.866656662
"reading-to-children","state42","active",6704878.15126806,277991.420563835
"reading-to-children","state15","active",1228436.32084128,26804.8706575595
"reading-to-children","state48","active",16542564.7991408,517679.996261138
