"date","geo_level","sandwich_population","sandwich_population_proportion","sandwich_time_total","sandwich_time_median"
2016-01-01,"state06",620377.429539301,0.0230497955923513,5626835.93563369,525
2016-01-01,"state08",123187.830686446,0.0282507665993748,1166652.00588328,726
2016-01-01,"state09",52087.4374296625,0.0186388468989002,373422.638531586,375
2016-01-01,"state10",7480.83906675178,0.0111850219766934,122158.412422177,890
2016-01-01,"state11",15468.3542491085,0.0253379959502328,95983.7388653087,410
2016-01-01,"state12",380247.183317742,0.026326229962809,3333910.77678659,471
2016-01-01,"state13",244870.228687558,0.0328832371703895,1891017.99471426,446
2016-01-01,"state15",13972.7235639611,0.0210200021382231,105676.285328094,497
2016-01-01,"state16",33353.7388995885,0.0247121151294487,329963.176045371,646
2016-01-01,"state17",352802.298251117,0.0321272663400041,3152210.38058443,559
