"date","category_id","subcategory_id","formal_care_labor_force","formal_care_labor_force_proportion","formal_care_time","formal_care_time_proportion","formal_value","formal_value_proportion"
2015-01-01,"gender_parent","Other",NA,NA,NA,NA,437927437.718411,0.00879989621191186
2016-01-01,"gender_parent","Fathers",NA,NA,NA,NA,764852276.556603,0.0149759247769759
2016-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1243791544.4874,0.0243536290332313
2016-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1014369484.55205,0.0198615099442502
2016-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1441783345.24926,0.0282303388313856
2016-01-01,"gender_parent","Other",NA,NA,NA,NA,469858967.393781,0.00919991058032248
2017-01-01,"gender_parent","Fathers",NA,NA,NA,NA,829020918.002274,0.0156175433290708
2017-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1269245049.13022,0.0239107230222452
2017-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1058846186.9743,0.0199471157419543
2017-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1533608906.83921,0.028890952004114
2017-01-01,"gender_parent","Other",NA,NA,NA,NA,506997962.48411,0.00955110115427087
2018-01-01,"gender_parent","Fathers",NA,NA,NA,NA,847230782.138767,0.01513184173185
2018-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1324496616.49288,0.0236559785098299
2018-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1093794142.53773,0.019535550644564
2018-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1576662826.76838,0.0281597563050333
2018-01-01,"gender_parent","Other",NA,NA,NA,NA,503721283.894082,0.00899664047334049
2019-01-01,"gender_parent","Fathers",NA,NA,NA,NA,924436674.297863,0.0158596956381866
2019-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1433443004.82712,0.0245922413111887
2019-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1149135427.0677,0.0197146420377509
2019-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1724227950.99082,0.0295809667377578
2019-01-01,"gender_parent","Other",NA,NA,NA,NA,529579400.825014,0.00908549860347892
2020-01-01,"gender_parent","Fathers",NA,NA,NA,NA,952808088.388956,0.0163332903882122
2020-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1501122823.98341,0.0257326478346239
2020-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1175095415.50992,0.0201437990391464
2020-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1752029349.04006,0.0300337544100065
2020-01-01,"gender_parent","Other",NA,NA,NA,NA,558462231.101806,0.00957330852098209
2021-01-01,"gender_parent","Fathers",NA,NA,NA,NA,924252985.502538,0.0147080841456335
2021-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1491215958.75381,0.0237304397656202
2021-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1077650948.55648,0.0171491800184691
2021-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1728712232.7239,0.0275098326771045
2021-01-01,"gender_parent","Other",NA,NA,NA,NA,512840562.324437,0.00816107955535633
2022-01-01,"gender_parent","Fathers",NA,NA,NA,NA,976938943.681425,0.0140910316251003
2022-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1606366186.82277,0.0231696738945773
2022-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1196164962.74378,0.0172530723929826
2022-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,1905858531.91293,0.0274894485677396
2022-01-01,"gender_parent","Other",NA,NA,NA,NA,602183950.975343,0.00868569438469275
2023-01-01,"gender_parent","Fathers",NA,NA,NA,NA,1005746889.1583,0.0136050890458227
2023-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1757142676.35855,0.0237694819996709
2023-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1370964317.29638,0.0185455126101086
2023-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,2082918093.58334,0.028176359722149
2023-01-01,"gender_parent","Other",NA,NA,NA,NA,626194027.714575,0.00847074507399071
2024-01-01,"gender_parent","Fathers",NA,NA,NA,NA,1050048424.92679,NA
2024-01-01,"gender_parent","Mothers",NA,NA,NA,NA,1770292268.42153,NA
2024-01-01,"gender_parent","Non-Fathers",NA,NA,NA,NA,1456416444.84852,NA
2024-01-01,"gender_parent","Non-Mothers",NA,NA,NA,NA,2157597204.22411,NA
2024-01-01,"gender_parent","Other",NA,NA,NA,NA,715077312.133726,NA
