"date","sandwich_population","sandwich_population_proportion","sandwich_time_total","sandwich_time_median"
2015-01-01,6262690.36691729,0.0250783156958193,3301481387.52123,506
2016-01-01,6447790.85505485,0.0255170608170545,3374654726.42537,500
2017-01-01,6724930.99813603,0.0263812089827779,3536228717.56361,505
2018-01-01,6751855.3765403,0.026237874640385,3618415575.85528,530
2019-01-01,6658897.81664111,0.0256518437610609,3509096777.56674,523
2021-01-01,6234395.95359574,0.0238218876991432,3341638809.30158,538
2022-01-01,5671530.49008323,0.021508193624745,3066582739.73454,545
2023-01-01,5526453.67612735,0.0207669173957067,2942636853.05296,497
