"date","gini_national"
2015-01-01,0.701478915074757
2016-01-01,0.700493671718359
2017-01-01,0.699455407177875
2018-01-01,0.70099462994059
2019-01-01,0.700513326301984
2020-01-01,0.699770704887641
2021-01-01,0.698955191065636
2022-01-01,0.692260625686941
2023-01-01,0.689991689054035
