"date","geo_level","category_id","subcategory_id","formal_care_time","formal_care_time_proportion","care_flag","informal_care_time","informal_care_time_proportion"
1998-01-01,"state44","overall","overall",30342873.5142857,0.219477523695261,NA,NA,NA
1998-01-01,"state45","overall","overall",136964072.828571,0.21998522082495,NA,NA,NA
1998-01-01,"state46","overall","overall",26698656.1714286,0.238057131460571,NA,NA,NA
1998-01-01,"state47","overall","overall",165763998.257143,0.208125034389589,NA,NA,NA
1998-01-01,"state48","overall","overall",673252976.828571,0.222378129485589,NA,NA,NA
1998-01-01,"state49","overall","overall",61134493.0285714,0.209379917680628,NA,NA,NA
1998-01-01,"state50","overall","overall",24717718.4571429,0.275440610740675,NA,NA,NA
1998-01-01,"state51","overall","overall",203582376.857143,0.196976776761158,NA,NA,NA
1998-01-01,"state53","overall","overall",205368077.914286,0.229179359272955,NA,NA,NA
1998-01-01,"state54","overall","overall",61903753.2857143,0.283627358900476,NA,NA,NA
1998-01-01,"state55","overall","overall",200245798.971429,0.229527944666712,NA,NA,NA
1998-01-01,"state56","overall","overall",16659265.9714286,0.234308240494618,NA,NA,NA
1999-01-01,"state01","overall","overall",147588618.257143,0.233728535415985,NA,NA,NA
1999-01-01,"state02","overall","overall",22626544.7142857,0.258921644452765,NA,NA,NA
1999-01-01,"state04","overall","overall",166270619.142857,0.232287383843186,NA,NA,NA
1999-01-01,"state05","overall","overall",83759760.4285714,0.23223548741215,NA,NA,NA
1999-01-01,"state06","overall","overall",1069272493.37143,0.218976727249164,NA,NA,NA
1999-01-01,"state08","overall","overall",167474528.228571,0.234749652726746,NA,NA,NA
1999-01-01,"state09","overall","overall",115706018.828571,0.230093285536543,NA,NA,NA
1999-01-01,"state10","overall","overall",29557519.2,0.250392300500086,NA,NA,NA
1999-01-01,"state11","overall","overall",22285419.3428571,0.261006641914885,NA,NA,NA
1999-01-01,"state12","overall","overall",546553771.885714,0.252272138207726,NA,NA,NA
1999-01-01,"state13","overall","overall",250359960.171429,0.211029797360734,NA,NA,NA
1999-01-01,"state15","overall","overall",49909152.0857143,0.29105613607866,NA,NA,NA
1999-01-01,"state16","overall","overall",33588779.7428571,0.195901068419704,NA,NA,NA
1999-01-01,"state17","overall","overall",444608562.257143,0.229898940432118,NA,NA,NA
1999-01-01,"state18","overall","overall",189131856.942857,0.20097743990043,NA,NA,NA
1999-01-01,"state19","overall","overall",98672564.4857143,0.218477336649735,NA,NA,NA
1999-01-01,"state20","overall","overall",108188661.085714,0.265973586601812,NA,NA,NA
1999-01-01,"state21","overall","overall",126353148.171429,0.240558854769844,NA,NA,NA
1999-01-01,"state22","overall","overall",147273547.885714,0.259840277625378,NA,NA,NA
1999-01-01,"state23","overall","overall",46892420.9142857,0.268127800382715,NA,NA,NA
1999-01-01,"state24","overall","overall",213074732.828571,0.245263049793348,NA,NA,NA
1999-01-01,"state25","overall","overall",240373178.142857,0.255935423788906,NA,NA,NA
1999-01-01,"state26","overall","overall",311899309.885714,0.209828026939159,NA,NA,NA
1999-01-01,"state27","overall","overall",188320619.742857,0.245662927341588,NA,NA,NA
1999-01-01,"state28","overall","overall",90708177.4285714,0.245522847171134,NA,NA,NA
1999-01-01,"state29","overall","overall",202058573.057143,0.234649664184097,NA,NA,NA
1999-01-01,"state30","overall","overall",31785897.8571429,0.252325311000439,NA,NA,NA
1999-01-01,"state31","overall","overall",65403480.9428571,0.234686444559371,NA,NA,NA
1999-01-01,"state32","overall","overall",80653462.8,0.277184493708816,NA,NA,NA
1999-01-01,"state33","overall","overall",39805285.8857143,0.204625104024003,NA,NA,NA
1999-01-01,"state34","overall","overall",298400482.457143,0.241387338917171,NA,NA,NA
1999-01-01,"state35","overall","overall",63182563.6285714,0.261252023397401,NA,NA,NA
1999-01-01,"state36","overall","overall",711151367.657143,0.276150307879735,NA,NA,NA
1999-01-01,"state37","overall","overall",269277100.2,0.228907984213618,NA,NA,NA
1999-01-01,"state38","overall","overall",26250455.6571429,0.280637824041086,NA,NA,NA
1999-01-01,"state39","overall","overall",385313996.314286,0.226031483885884,NA,NA,NA
1999-01-01,"state40","overall","overall",114034906.2,0.251736192641799,NA,NA,NA
1999-01-01,"state41","overall","overall",113237488.2,0.224873075672396,NA,NA,NA
1999-01-01,"state42","overall","overall",445805548.2,0.252688718887948,NA,NA,NA
1999-01-01,"state44","overall","overall",33304470.8571429,0.223282353498244,NA,NA,NA
1999-01-01,"state45","overall","overall",114834670.971429,0.192739883741981,NA,NA,NA
1999-01-01,"state46","overall","overall",28732056.1714286,0.25791629101823,NA,NA,NA
1999-01-01,"state47","overall","overall",181386158.314286,0.224342381021212,NA,NA,NA
1999-01-01,"state48","overall","overall",727427354.914286,0.234808208825211,NA,NA,NA
1999-01-01,"state49","overall","overall",71436003.4285714,0.21939099074533,NA,NA,NA
1999-01-01,"state50","overall","overall",27553527.0857143,0.270223710218873,NA,NA,NA
1999-01-01,"state51","overall","overall",218633624.657143,0.213137376251452,NA,NA,NA
1999-01-01,"state53","overall","overall",203376573.428571,0.231259952373843,NA,NA,NA
1999-01-01,"state54","overall","overall",65012349.2571429,0.298487926259466,NA,NA,NA
1999-01-01,"state55","overall","overall",204266056.114286,0.236289454532097,NA,NA,NA
1999-01-01,"state56","overall","overall",22156787.8285714,0.293148206250344,NA,NA,NA
2000-01-01,"state01","overall","overall",157680547.028571,0.24455216214908,NA,NA,NA
2000-01-01,"state02","overall","overall",23808792.5142857,0.258329756903748,NA,NA,NA
2000-01-01,"state04","overall","overall",180453260.4,0.258702793003061,NA,NA,NA
2000-01-01,"state05","overall","overall",84879920.8285714,0.226547387229959,NA,NA,NA
2000-01-01,"state06","overall","overall",1143334222.8,0.229447484529872,NA,NA,NA
2000-01-01,"state08","overall","overall",166453259.142857,0.229842466132846,NA,NA,NA
2000-01-01,"state09","overall","overall",126695544.342857,0.238174772644441,NA,NA,NA
2000-01-01,"state10","overall","overall",31026927.2571429,0.258278483088389,NA,NA,NA
2000-01-01,"state11","overall","overall",17929046.9142857,0.198367471670559,NA,NA,NA
2000-01-01,"state12","overall","overall",519833343.771429,0.232035702815895,NA,NA,NA
2000-01-01,"state13","overall","overall",295792650,0.230069105735067,NA,NA,NA
2000-01-01,"state15","overall","overall",66182843.4857143,0.350021950932166,NA,NA,NA
2000-01-01,"state16","overall","overall",36763026.5142857,0.215288583735802,NA,NA,NA
2000-01-01,"state17","overall","overall",444577523.142857,0.227574654016504,NA,NA,NA
2000-01-01,"state18","overall","overall",217698448.2,0.230581379876719,NA,NA,NA
2000-01-01,"state19","overall","overall",98776943.9142857,0.208987369250379,NA,NA,NA
2000-01-01,"state20","overall","overall",107858767.542857,0.271515612395189,NA,NA,NA
2000-01-01,"state21","overall","overall",141677430.342857,0.244783599767267,NA,NA,NA
2000-01-01,"state22","overall","overall",156707850.171429,0.274227440342449,NA,NA,NA
2000-01-01,"state23","overall","overall",45986144.3142857,0.265222209230987,NA,NA,NA
2000-01-01,"state24","overall","overall",205343270.228571,0.242642149208457,NA,NA,NA
2000-01-01,"state25","overall","overall",209638329,0.218665830194864,NA,NA,NA
2000-01-01,"state26","overall","overall",338317428.257143,0.215120231212486,NA,NA,NA
2000-01-01,"state27","overall","overall",186142042.457143,0.241342933420537,NA,NA,NA
2000-01-01,"state28","overall","overall",104313427.028571,0.263916332729827,NA,NA,NA
