"date","geo_level","category_id","subcategory_id","care_labor_force","total_population","care_labor_force_proportion","type"
2000-01-01,"state16","gender_parent","Fathers",14506.22,151084.61,0.0960138825522997,"Paid"
2000-01-01,"state16","gender_parent","Mothers",43608.15,175094.29,0.249055237609405,"Paid"
2000-01-01,"state16","gender_parent","Non-Fathers",25504.23,269527.49,0.0946257096075803,"Paid"
2000-01-01,"state16","gender_parent","Non-Mothers",37920.03,247038.76,0.153498301238235,"Paid"
2000-01-01,"state16","gender_parent","Other",11821.55,60252.58,0.196199897166229,"Paid"
2000-01-01,"state17","gender_parent","Fathers",137639.89,1267968.24,0.108551528072974,"Paid"
2000-01-01,"state17","gender_parent","Mothers",446019.52,1629000.04,0.273799575842859,"Paid"
2000-01-01,"state17","gender_parent","Non-Fathers",290461.75,2641070.85,0.109978780008874,"Paid"
2000-01-01,"state17","gender_parent","Non-Mothers",419186.09,2458755.34,0.170487109140351,"Paid"
2000-01-01,"state17","gender_parent","Other",124839.82,826673.81,0.151014606353623,"Paid"
2000-01-01,"state18","gender_parent","Fathers",80583.13,684821.38,0.117670289441022,"Paid"
2000-01-01,"state18","gender_parent","Mothers",217995.19,773831.81,0.281708747537789,"Paid"
2000-01-01,"state18","gender_parent","Non-Fathers",138390.7,1249821.49,0.110728372897477,"Paid"
2000-01-01,"state18","gender_parent","Non-Mothers",194772.4,1236315.9,0.157542582765457,"Paid"
2000-01-01,"state18","gender_parent","Other",61910.77,441200.03,0.140323585200119,"Paid"
2000-01-01,"state19","gender_parent","Fathers",42374.88,316828.74,0.133746957425643,"Paid"
2000-01-01,"state19","gender_parent","Mothers",118901.56,388029.23,0.306424235102082,"Paid"
2000-01-01,"state19","gender_parent","Non-Fathers",66559.59,667495.41,0.0997154272566458,"Paid"
2000-01-01,"state19","gender_parent","Non-Mothers",100509.18,599625.46,0.167619933950103,"Paid"
2000-01-01,"state19","gender_parent","Other",16980.29,125794.8,0.134984037495986,"Paid"
2000-01-01,"state20","gender_parent","Fathers",37963.89,289983.66,0.130917342032306,"Paid"
2000-01-01,"state20","gender_parent","Mothers",113250.33,333176.06,0.339911366981169,"Paid"
2000-01-01,"state20","gender_parent","Non-Fathers",83621.82,595215.88,0.140489900907886,"Paid"
2000-01-01,"state20","gender_parent","Non-Mothers",119520.95,562634.39,0.212430935833837,"Paid"
2000-01-01,"state20","gender_parent","Other",34828.85,163179.59,0.213438764002287,"Paid"
2000-01-01,"state21","gender_parent","Fathers",49336.15,457941.58,0.107734593569774,"Paid"
2000-01-01,"state21","gender_parent","Mothers",192545.27,527434.24,0.365060239547588,"Paid"
2000-01-01,"state21","gender_parent","Non-Fathers",57158.13,830693.07,0.0688077607292426,"Paid"
2000-01-01,"state21","gender_parent","Non-Mothers",124518.16,828176.97,0.150352116166669,"Paid"
2000-01-01,"state21","gender_parent","Other",66233.72,328473.52,0.201640972459515,"Paid"
2000-01-01,"state22","gender_parent","Fathers",40540.99,429992.97,0.0942829135090278,"Paid"
2000-01-01,"state22","gender_parent","Mothers",181588,578704.73,0.313783507523776,"Paid"
2000-01-01,"state22","gender_parent","Non-Fathers",105152.41,874601.79,0.120228898685423,"Paid"
2000-01-01,"state22","gender_parent","Non-Mothers",180540.24,883809.75,0.20427500375505,"Paid"
2000-01-01,"state22","gender_parent","Other",46970.64,388989.11,0.120750526923492,"Paid"
2000-01-01,"state23","gender_parent","Fathers",20050.64,146773.25,0.136609634248748,"Paid"
2000-01-01,"state23","gender_parent","Mothers",51977.56,159826.82,0.325211751069063,"Paid"
2000-01-01,"state23","gender_parent","Non-Fathers",26841.13,291739.67,0.0920037031645371,"Paid"
2000-01-01,"state23","gender_parent","Non-Mothers",59124.46,268930.63,0.219850226803842,"Paid"
2000-01-01,"state23","gender_parent","Other",19551.27,91232.41,0.21430180349286,"Paid"
2000-01-01,"state24","gender_parent","Fathers",64819.83,515552.29,0.125728914907933,"Paid"
2000-01-01,"state24","gender_parent","Mothers",162813.06,624994.94,0.260503005032329,"Paid"
2000-01-01,"state24","gender_parent","Non-Fathers",153046.06,1164775.27,0.131395354916833,"Paid"
2000-01-01,"state24","gender_parent","Non-Mothers",232872.21,1162889.99,0.200253000715915,"Paid"
2000-01-01,"state24","gender_parent","Other",59161.12,379539.7,0.155875972921937,"Paid"
2000-01-01,"state25","gender_parent","Fathers",67677.22,594477.91,0.113843119923497,"Paid"
2000-01-01,"state25","gender_parent","Mothers",206576.16,763804.88,0.270456716642083,"Paid"
2000-01-01,"state25","gender_parent","Non-Fathers",169410.78,1406909.99,0.120413374845679,"Paid"
2000-01-01,"state25","gender_parent","Non-Mothers",218228.94,1368008.3,0.159523111080539,"Paid"
2000-01-01,"state25","gender_parent","Other",81470.56,519649.28,0.156779895855913,"Paid"
2000-01-01,"state26","gender_parent","Fathers",139534.71,1136766.44,0.122747035002194,"Paid"
2000-01-01,"state26","gender_parent","Mothers",343828.16,1339215.79,0.256738430481021,"Paid"
2000-01-01,"state26","gender_parent","Non-Fathers",237199.9,2120811.96,0.111843909065847,"Paid"
2000-01-01,"state26","gender_parent","Non-Mothers",337838.4,1961654.94,0.172221114484079,"Paid"
2000-01-01,"state26","gender_parent","Other",79440.52,641026.19,0.123927105068827,"Paid"
2000-01-01,"state27","gender_parent","Fathers",56290.58,570198.82,0.0987209689420262,"Paid"
2000-01-01,"state27","gender_parent","Mothers",189717.33,623727.12,0.304167197347455,"Paid"
2000-01-01,"state27","gender_parent","Non-Fathers",127705.67,1044471.53,0.122268215391184,"Paid"
2000-01-01,"state27","gender_parent","Non-Mothers",225329.01,1034461.7,0.21782247713956,"Paid"
2000-01-01,"state27","gender_parent","Other",40469.94,184881.66,0.218896455170297,"Paid"
2000-01-01,"state28","gender_parent","Fathers",37341.59,300338.1,0.124331844677715,"Paid"
2000-01-01,"state28","gender_parent","Mothers",111303.01,425206.94,0.261761978767327,"Paid"
2000-01-01,"state28","gender_parent","Non-Fathers",45516.58,541549.06,0.0840488579188006,"Paid"
2000-01-01,"state28","gender_parent","Non-Mothers",96071.79,565135.44,0.169997815037047,"Paid"
2000-01-01,"state28","gender_parent","Other",37465.04,178652.27,0.209709286089676,"Paid"
2000-01-01,"state29","gender_parent","Fathers",71390.37,566357.24,0.126051836116724,"Paid"
2000-01-01,"state29","gender_parent","Mothers",234344.17,728462.71,0.321696864895116,"Paid"
2000-01-01,"state29","gender_parent","Non-Fathers",110687.75,1249430.99,0.0885905271166677,"Paid"
2000-01-01,"state29","gender_parent","Non-Mothers",274795.44,1157231.29,0.23745939327306,"Paid"
2000-01-01,"state29","gender_parent","Other",48998.77,343004.52,0.142851674374437,"Paid"
2000-01-01,"state30","gender_parent","Fathers",9200.13,97843.19,0.094029334080379,"Paid"
2000-01-01,"state30","gender_parent","Mothers",36572.76,118664.61,0.308202757334306,"Paid"
2000-01-01,"state30","gender_parent","Non-Fathers",27939.28,216844.1,0.128845008925767,"Paid"
2000-01-01,"state30","gender_parent","Non-Mothers",33866.78,183138.72,0.18492419298333,"Paid"
2000-01-01,"state30","gender_parent","Other",7450.63,43007.34,0.173240893298679,"Paid"
2000-01-01,"state31","gender_parent","Fathers",19234.83,187840.88,0.102399594805987,"Paid"
2000-01-01,"state31","gender_parent","Mothers",64945.39,213650.94,0.30397895745275,"Paid"
2000-01-01,"state31","gender_parent","Non-Fathers",41937.91,376645.97,0.111345702172255,"Paid"
2000-01-01,"state31","gender_parent","Non-Mothers",61671.52,340060.01,0.181354814404669,"Paid"
2000-01-01,"state31","gender_parent","Other",11570.54,85125.63,0.13592310564985,"Paid"
2000-01-01,"state32","gender_parent","Fathers",40874.96,213834.06,0.19115270972267,"Paid"
2000-01-01,"state32","gender_parent","Mothers",59662.62,260868.29,0.228707828000099,"Paid"
2000-01-01,"state32","gender_parent","Non-Fathers",66624.48,400155.99,0.166496270616866,"Paid"
2000-01-01,"state32","gender_parent","Non-Mothers",60526.04,352800.33,0.171558909823015,"Paid"
2000-01-01,"state32","gender_parent","Other",21543.35,112140.79,0.192109846916541,"Paid"
2000-01-01,"state33","gender_parent","Fathers",20274.24,145167.77,0.139660752521031,"Paid"
2000-01-01,"state33","gender_parent","Mothers",52541.99,173290.16,0.303202386102015,"Paid"
2000-01-01,"state33","gender_parent","Non-Fathers",39993.68,258237.86,0.15487148166423,"Paid"
2000-01-01,"state33","gender_parent","Non-Mothers",42806.93,246733.31,0.17349473405111,"Paid"
2000-01-01,"state33","gender_parent","Other",10938.44,74308.16,0.147203752589218,"Paid"
2000-01-01,"state34","gender_parent","Fathers",121526.74,819833.94,0.148233360526645,"Paid"
2000-01-01,"state34","gender_parent","Mothers",240731.67,1006634.18,0.239145138107669,"Paid"
2000-01-01,"state34","gender_parent","Non-Fathers",166226.26,1767657.16,0.0940376130403025,"Paid"
2000-01-01,"state34","gender_parent","Non-Mothers",309099.16,1772108.14,0.174424547251388,"Paid"
2000-01-01,"state34","gender_parent","Other",106129.91,745371.13,0.142385324207553,"Paid"
2000-01-01,"state35","gender_parent","Fathers",24480.48,175239.06,0.139697622208199,"Paid"
2000-01-01,"state35","gender_parent","Mothers",63781.65,230202.31,0.277067810483744,"Paid"
2000-01-01,"state35","gender_parent","Non-Fathers",46829.91,393893.4,0.118889806226761,"Paid"
2000-01-01,"state35","gender_parent","Non-Mothers",68000.11,353170.81,0.192541705244553,"Paid"
2000-01-01,"state35","gender_parent","Other",21630.23,102595.59,0.210830017157658,"Paid"
2000-01-01,"state36","gender_parent","Fathers",257797.73,1771761.78,0.145503607149715,"Paid"
2000-01-01,"state36","gender_parent","Mothers",621593.13,2380554.01,0.261112802897507,"Paid"
2000-01-01,"state36","gender_parent","Non-Fathers",504736.59,4008539.04,0.125915348450741,"Paid"
2000-01-01,"state36","gender_parent","Non-Mothers",723111.63,4104478.68,0.176176242192102,"Paid"
2000-01-01,"state36","gender_parent","Other",258943.26,1450912.02,0.178469305120237,"Paid"
2000-01-01,"state37","gender_parent","Fathers",62560.41,767353.11,0.0815275382150989,"Paid"
2000-01-01,"state37","gender_parent","Mothers",260665.97,973580.19,0.267739599344149,"Paid"
2000-01-01,"state37","gender_parent","Non-Fathers",184494.4,1733604.65,0.106422418744666,"Paid"
2000-01-01,"state37","gender_parent","Non-Mothers",298185.07,1626477.04,0.183331865539276,"Paid"
2000-01-01,"state37","gender_parent","Other",95895.2,513056.19,0.186909741796508,"Paid"
2000-01-01,"state38","gender_parent","Fathers",5205.57,67467.23,0.0771570138569495,"Paid"
2000-01-01,"state38","gender_parent","Mothers",27484.01,76903.96,0.357380946312778,"Paid"
2000-01-01,"state38","gender_parent","Non-Fathers",14763.22,140693.15,0.104932045376765,"Paid"
2000-01-01,"state38","gender_parent","Non-Mothers",34333.41,148484.03,0.231226280698335,"Paid"
2000-01-01,"state38","gender_parent","Other",7782.57,29530.96,0.263539349889066,"Paid"
2000-01-01,"state39","gender_parent","Fathers",110919.8,1146255.37,0.0967670930082535,"Paid"
2000-01-01,"state39","gender_parent","Mothers",390056.33,1466699,0.265941634923048,"Paid"
2000-01-01,"state39","gender_parent","Non-Fathers",298323.07,2460285.26,0.121255479943818,"Paid"
2000-01-01,"state39","gender_parent","Non-Mothers",478099.6,2513939.15,0.190179463969921,"Paid"
2000-01-01,"state39","gender_parent","Other",132186.65,710978.7,0.185922095837752,"Paid"
2000-01-01,"state40","gender_parent","Fathers",42995.28,350168.6,0.122784510090282,"Paid"
2000-01-01,"state40","gender_parent","Mothers",140306.54,414992.43,0.338094215357133,"Paid"
2000-01-01,"state40","gender_parent","Non-Fathers",83549.93,732546.99,0.11405402129903,"Paid"
2000-01-01,"state40","gender_parent","Non-Mothers",124823.3,770907.42,0.16191736745769,"Paid"
2000-01-01,"state40","gender_parent","Other",34642.96,196320.87,0.176460913197868,"Paid"
2000-01-01,"state41","gender_parent","Fathers",38720.01,347532.53,0.111414059570193,"Paid"
2000-01-01,"state41","gender_parent","Mothers",134691.53,434294.14,0.310138953290965,"Paid"
2000-01-01,"state41","gender_parent","Non-Fathers",114538.48,809796.58,0.141441051776237,"Paid"
2000-01-01,"state41","gender_parent","Non-Mothers",136707.74,730224.99,0.187213176585479,"Paid"
2000-01-01,"state41","gender_parent","Other",18517.77,200428.02,0.0923911237560497,"Paid"
2000-01-01,"state42","gender_parent","Fathers",175839.62,1220571.3,0.144063374257612,"Paid"
2000-01-01,"state42","gender_parent","Mothers",456308.18,1521621.72,0.299882798728714,"Paid"
2000-01-01,"state42","gender_parent","Non-Fathers",259866.63,2598547.61,0.100004567551487,"Paid"
2000-01-01,"state42","gender_parent","Non-Mothers",489472.33,2629821.75,0.186123766753393,"Paid"
2000-01-01,"state42","gender_parent","Other",156549.97,949792.55,0.164825434775204,"Paid"
2000-01-01,"state44","gender_parent","Fathers",12600.32,93458.11,0.134823184419201,"Paid"
2000-01-01,"state44","gender_parent","Mothers",38767.18,130940.94,0.296066150128447,"Paid"
2000-01-01,"state44","gender_parent","Non-Fathers",26367.83,208807.32,0.126278283730666,"Paid"
2000-01-01,"state44","gender_parent","Non-Mothers",36958.27,209214.89,0.17665219717392,"Paid"
2000-01-01,"state44","gender_parent","Other",11765.59,79344.39,0.148285089846932,"Paid"
2000-01-01,"state45","gender_parent","Fathers",39454.48,396081.21,0.0996120972262229,"Paid"
2000-01-01,"state45","gender_parent","Mothers",178696.37,516871.4,0.345726944845468,"Paid"
2000-01-01,"state45","gender_parent","Non-Fathers",49219.36,882560.25,0.0557688384447407,"Paid"
2000-01-01,"state45","gender_parent","Non-Mothers",136289.27,863881.21,0.157763901358614,"Paid"
2000-01-01,"state45","gender_parent","Other",48520.56,252571.55,0.192106197234012,"Paid"
2000-01-01,"state46","gender_parent","Fathers",14429.08,81260.41,0.1775659266302,"Paid"
2000-01-01,"state46","gender_parent","Mothers",39635.44,96532.16,0.410593112181474,"Paid"
2000-01-01,"state46","gender_parent","Non-Fathers",22346.33,162202.49,0.137768107012414,"Paid"
2000-01-01,"state46","gender_parent","Non-Mothers",31901.94,149046.11,0.214040742156907,"Paid"
2000-01-01,"state46","gender_parent","Other",8001.66,32166.87,0.248754696991035,"Paid"
2000-01-01,"state47","gender_parent","Fathers",48492.87,577071.13,0.0840327430692989,"Paid"
2000-01-01,"state47","gender_parent","Mothers",218411.03,706352.91,0.309209499823537,"Paid"
2000-01-01,"state47","gender_parent","Non-Fathers",166217.45,1280373.93,0.129819458289033,"Paid"
2000-01-01,"state47","gender_parent","Non-Mothers",202075.25,1156053.19,0.174797536781158,"Paid"
2000-01-01,"state47","gender_parent","Other",55460,426866.96,0.129923384091381,"Paid"
2000-01-01,"state48","gender_parent","Fathers",249958.13,2213755.41,0.112911358170323,"Paid"
2000-01-01,"state48","gender_parent","Mothers",741876.73,2858139.45,0.259566316821945,"Paid"
2000-01-01,"state48","gender_parent","Non-Fathers",468688.19,4324368.53,0.108383035985141,"Paid"
2000-01-01,"state48","gender_parent","Non-Mothers",699564.72,3795580.51,0.184310336233653,"Paid"
2000-01-01,"state48","gender_parent","Other",245247.43,1290381.23,0.19005811949078,"Paid"
2000-01-01,"state49","gender_parent","Fathers",33214.56,284258.39,0.116846366434426,"Paid"
2000-01-01,"state49","gender_parent","Mothers",71153.14,319211.61,0.222902732140601,"Paid"
2000-01-01,"state49","gender_parent","Non-Fathers",48851.94,388467.06,0.125755681833101,"Paid"
2000-01-01,"state49","gender_parent","Non-Mothers",59727.35,317981,0.187833078076992,"Paid"
2000-01-01,"state49","gender_parent","Other",20647.52,121402.72,0.17007460788358,"Paid"
2000-01-01,"state50","gender_parent","Fathers",8312.21,68697.01,0.120998133688788,"Paid"
2000-01-01,"state50","gender_parent","Mothers",22328.23,79056.44,0.282434043323985,"Paid"
2000-01-01,"state50","gender_parent","Non-Fathers",19180.96,124440.24,0.154137921945506,"Paid"
2000-01-01,"state50","gender_parent","Non-Mothers",29290.7,140957.51,0.207798080428634,"Paid"
2000-01-01,"state50","gender_parent","Other",4829.56,37857.1,0.127573427441616,"Paid"
2000-01-01,"state51","gender_parent","Fathers",73792.15,720146.51,0.102468246357259,"Paid"
2000-01-01,"state51","gender_parent","Mothers",244600.73,901876.17,0.271213208793398,"Paid"
2000-01-01,"state51","gender_parent","Non-Fathers",127822.85,1578011.94,0.0810024606024211,"Paid"
2000-01-01,"state51","gender_parent","Non-Mothers",226970.19,1486879.63,0.152648664640056,"Paid"
2000-01-01,"state51","gender_parent","Other",92708.44,429198.5,0.216003644001552,"Paid"
2000-01-01,"state53","gender_parent","Fathers",66642.21,628998.07,0.105949784551803,"Paid"
2000-01-01,"state53","gender_parent","Mothers",182536.68,769054.44,0.237352091745287,"Paid"
2000-01-01,"state53","gender_parent","Non-Fathers",120298.81,1299824.63,0.0925500311530487,"Paid"
2000-01-01,"state53","gender_parent","Non-Mothers",211147.47,1278598.23,0.165139810963136,"Paid"
2000-01-01,"state53","gender_parent","Other",37614.9,300361.28,0.12523218705154,"Paid"
2000-01-01,"state54","gender_parent","Fathers",12297.15,168066.1,0.0731685330950144,"Paid"
2000-01-01,"state54","gender_parent","Mothers",65275.69,214721.6,0.304001507067757,"Paid"
2000-01-01,"state54","gender_parent","Non-Fathers",33030.25,423480.45,0.0779971070683428,"Paid"
2000-01-01,"state54","gender_parent","Non-Mothers",83709.91,439734.67,0.190364589628559,"Paid"
2000-01-01,"state54","gender_parent","Other",23594.53,153153.61,0.154057942218926,"Paid"
2000-01-01,"state55","gender_parent","Fathers",73153.59,628346.96,0.116422286820644,"Paid"
2000-01-01,"state55","gender_parent","Mothers",199748.37,752742.06,0.265360979031781,"Paid"
2000-01-01,"state55","gender_parent","Non-Fathers",150010.65,1178880.38,0.127248406661921,"Paid"
2000-01-01,"state55","gender_parent","Non-Mothers",171757.2,970967.92,0.176892764902058,"Paid"
2000-01-01,"state55","gender_parent","Other",51952.07,308720.37,0.168281963383239,"Paid"
2000-01-01,"state56","gender_parent","Fathers",7662.39,57789.85,0.132590584678797,"Paid"
2000-01-01,"state56","gender_parent","Mothers",21751.14,66787.12,0.325678663790264,"Paid"
2000-01-01,"state56","gender_parent","Non-Fathers",12398.11,108745.5,0.1140103268641,"Paid"
2000-01-01,"state56","gender_parent","Non-Mothers",19060.93,99577.43,0.191418175785416,"Paid"
2000-01-01,"state56","gender_parent","Other",2574.83,18778.41,0.137116507734148,"Paid"
2001-01-01,"state01","gender_parent","Fathers",46714.62,429383.13,0.108794726052698,"Paid"
2001-01-01,"state01","gender_parent","Mothers",168284.71,615206.27,0.273541929278452,"Paid"
2001-01-01,"state01","gender_parent","Non-Fathers",82180.86,923567.4,0.0889819844225771,"Paid"
2001-01-01,"state01","gender_parent","Non-Mothers",133892.29,944077.67,0.141823384086608,"Paid"
2001-01-01,"state01","gender_parent","Other",42247.51,337080.32,0.125333659348609,"Paid"
2001-01-01,"state02","gender_parent","Fathers",11920.7,84049.75,0.141829095267981,"Paid"
2001-01-01,"state02","gender_parent","Mothers",28558.94,96750.68,0.295180767721736,"Paid"
2001-01-01,"state02","gender_parent","Non-Fathers",11185.65,122888.03,0.0910231045285696,"Paid"
2001-01-01,"state02","gender_parent","Non-Mothers",23711.11,106025.39,0.223636149793931,"Paid"
2001-01-01,"state02","gender_parent","Other",6858.29,25275.01,0.271346678003293,"Paid"
2001-01-01,"state04","gender_parent","Fathers",65871.73,516236.47,0.127599915596819,"Paid"
2001-01-01,"state04","gender_parent","Mothers",143056.81,646680.69,0.22121707391634,"Paid"
2001-01-01,"state04","gender_parent","Non-Fathers",164118.68,1184670.98,0.138535241236347,"Paid"
2001-01-01,"state04","gender_parent","Non-Mothers",197500.62,1070825.07,0.18443779991068,"Paid"
2001-01-01,"state04","gender_parent","Other",52884.13,345323.04,0.153143937340526,"Paid"
2001-01-01,"state05","gender_parent","Fathers",27929.42,264853.69,0.105452259320986,"Paid"
2001-01-01,"state05","gender_parent","Mothers",97525.78,348760.39,0.279635482687699,"Paid"
2001-01-01,"state05","gender_parent","Non-Fathers",36774.14,566834.21,0.0648763595267124,"Paid"
2001-01-01,"state05","gender_parent","Non-Mothers",102391.64,609932.84,0.167873630152461,"Paid"
2001-01-01,"state05","gender_parent","Other",30469.95,166790.68,0.182683768661414,"Paid"
2001-01-01,"state06","gender_parent","Fathers",527201.07,3869645.02,0.136240163445276,"Paid"
2001-01-01,"state06","gender_parent","Mothers",1073868.27,4729230.14,0.227070419118999,"Paid"
2001-01-01,"state06","gender_parent","Non-Fathers",862405.98,7140796.58,0.120771677268532,"Paid"
2001-01-01,"state06","gender_parent","Non-Mothers",1179905.57,6443960.6,0.183102542557445,"Paid"
2001-01-01,"state06","gender_parent","Other",367147.26,2271547.08,0.16162872574052,"Paid"
2001-01-01,"state08","gender_parent","Fathers",60308.44,517807.59,0.116468821942143,"Paid"
2001-01-01,"state08","gender_parent","Mothers",141069.48,586056.39,0.240709737846216,"Paid"
2001-01-01,"state08","gender_parent","Non-Fathers",115319.03,1031392.15,0.111809101901735,"Paid"
2001-01-01,"state08","gender_parent","Non-Mothers",158326.81,885225.4,0.178854797885375,"Paid"
2001-01-01,"state08","gender_parent","Other",31032.85,191827.28,0.161774957138526,"Paid"
2001-01-01,"state09","gender_parent","Fathers",43403.11,359140.82,0.120852622656483,"Paid"
2001-01-01,"state09","gender_parent","Mothers",129817.65,450077.11,0.288434241856912,"Paid"
2001-01-01,"state09","gender_parent","Non-Fathers",80148.12,739536.57,0.108376141561194,"Paid"
2001-01-01,"state09","gender_parent","Non-Mothers",143783.06,729035.87,0.197223574198071,"Paid"
2001-01-01,"state09","gender_parent","Other",45520.79,261116.91,0.174331068792136,"Paid"
2001-01-01,"state10","gender_parent","Fathers",9237,83798.08,0.110229255849299,"Paid"
2001-01-01,"state10","gender_parent","Mothers",28226.38,100111.06,0.281950665590795,"Paid"
2001-01-01,"state10","gender_parent","Non-Fathers",15379.04,171497.42,0.0896750516713313,"Paid"
2001-01-01,"state10","gender_parent","Non-Mothers",31452.16,174083.24,0.180673107876439,"Paid"
2001-01-01,"state10","gender_parent","Other",7224.85,50002.33,0.144490266753569,"Paid"
2001-01-01,"state11","gender_parent","Fathers",4236,26915.11,0.157383714946734,"Paid"
2001-01-01,"state11","gender_parent","Mothers",10858.45,54283.47,0.200032348705785,"Paid"
2001-01-01,"state11","gender_parent","Non-Fathers",19533.57,173287.21,0.112723668411535,"Paid"
2001-01-01,"state11","gender_parent","Non-Mothers",24371.23,149306.45,0.16322958586183,"Paid"
2001-01-01,"state11","gender_parent","Other",4634.74,38835.57,0.119342654169876,"Paid"
2001-01-01,"state12","gender_parent","Fathers",216890.1,1503967.97,0.144211914300276,"Paid"
2001-01-01,"state12","gender_parent","Mothers",494275.26,1873804,0.26378172957257,"Paid"
2001-01-01,"state12","gender_parent","Non-Fathers",521448.15,4028445.23,0.129441538913513,"Paid"
2001-01-01,"state12","gender_parent","Non-Mothers",605414.87,3896558.16,0.155371701163059,"Paid"
2001-01-01,"state12","gender_parent","Other",152330.48,960076.14,0.158664999215583,"Paid"
2001-01-01,"state13","gender_parent","Fathers",87550.03,852047.85,0.1027524803918,"Paid"
2001-01-01,"state13","gender_parent","Mothers",266243.04,1076069.96,0.24742168250845,"Paid"
2001-01-01,"state13","gender_parent","Non-Fathers",155618.23,1792136.44,0.0868339187389103,"Paid"
2001-01-01,"state13","gender_parent","Non-Mothers",260506.64,1675336.77,0.155495088906811,"Paid"
2001-01-01,"state13","gender_parent","Other",76132.6,499479.08,0.152424001421641,"Paid"
2001-01-01,"state15","gender_parent","Fathers",19238.4,121345.03,0.158542958042863,"Paid"
2001-01-01,"state15","gender_parent","Mothers",39658.01,144160.91,0.275095447163867,"Paid"
2001-01-01,"state15","gender_parent","Non-Fathers",43835.69,271258.24,0.16160132130917,"Paid"
2001-01-01,"state15","gender_parent","Non-Mothers",45235.15,231995.72,0.194982691922075,"Paid"
2001-01-01,"state15","gender_parent","Other",24370.2,135586.11,0.179739650322588,"Paid"
2001-01-01,"state16","gender_parent","Fathers",13492.34,154343.21,0.08741777497047,"Paid"
2001-01-01,"state16","gender_parent","Mothers",51334.09,171938.61,0.298560573451187,"Paid"
2001-01-01,"state16","gender_parent","Non-Fathers",31466.83,276122.34,0.11395973972986,"Paid"
2001-01-01,"state16","gender_parent","Non-Mothers",46226.2,258300.59,0.178962812280065,"Paid"
2001-01-01,"state16","gender_parent","Other",8264.11,50657.15,0.163138076263667,"Paid"
2001-01-01,"state17","gender_parent","Fathers",134537.85,1314060.89,0.102383269317147,"Paid"
2001-01-01,"state17","gender_parent","Mothers",373160.24,1624090.89,0.229765613672028,"Paid"
2001-01-01,"state17","gender_parent","Non-Fathers",291924.14,2765523.22,0.105558376038513,"Paid"
2001-01-01,"state17","gender_parent","Non-Mothers",440076.84,2579178.09,0.170626775136726,"Paid"
2001-01-01,"state17","gender_parent","Other",143778.1,879412.3,0.163493392121079,"Paid"
2001-01-01,"state18","gender_parent","Fathers",68006.67,636047.94,0.106920667017647,"Paid"
2001-01-01,"state18","gender_parent","Mothers",241688.32,771341,0.313335243426708,"Paid"
2001-01-01,"state18","gender_parent","Non-Fathers",131897.88,1315080.5,0.100296430522694,"Paid"
2001-01-01,"state18","gender_parent","Non-Mothers",240150.15,1369146.97,0.175401293843567,"Paid"
2001-01-01,"state18","gender_parent","Other",65007.65,418730.01,0.155249560450659,"Paid"
2001-01-01,"state19","gender_parent","Fathers",46487.07,323118.61,0.143869986318646,"Paid"
2001-01-01,"state19","gender_parent","Mothers",122159.37,371335.97,0.328972628210512,"Paid"
2001-01-01,"state19","gender_parent","Non-Fathers",72103.58,647967.94,0.111276462227437,"Paid"
2001-01-01,"state19","gender_parent","Non-Mothers",142437.25,664649.68,0.214304248216895,"Paid"
2001-01-01,"state19","gender_parent","Other",26108.97,125009.12,0.208856521828167,"Paid"
2001-01-01,"state20","gender_parent","Fathers",34712.61,276462.73,0.125559817773629,"Paid"
2001-01-01,"state20","gender_parent","Mothers",95046.07,316793.32,0.300025486648519,"Paid"
2001-01-01,"state20","gender_parent","Non-Fathers",64104.92,631762.83,0.101469913954893,"Paid"
2001-01-01,"state20","gender_parent","Non-Mothers",116748.17,620212.13,0.188239094904513,"Paid"
2001-01-01,"state20","gender_parent","Other",26999.11,131880.65,0.204723816572029,"Paid"
2001-01-01,"state21","gender_parent","Fathers",59903.35,436331.16,0.137288728130258,"Paid"
2001-01-01,"state21","gender_parent","Mothers",171864.42,541344.4,0.317477044188506,"Paid"
2001-01-01,"state21","gender_parent","Non-Fathers",68902.26,852782.1,0.0807970289245049,"Paid"
2001-01-01,"state21","gender_parent","Non-Mothers",160652.31,876594.47,0.183268678388993,"Paid"
2001-01-01,"state21","gender_parent","Other",53384.15,289376.69,0.184479786537057,"Paid"
2001-01-01,"state22","gender_parent","Fathers",37893.17,446661.84,0.0848363719631836,"Paid"
2001-01-01,"state22","gender_parent","Mothers",184603.21,630058.26,0.292993873296733,"Paid"
2001-01-01,"state22","gender_parent","Non-Fathers",81653.82,883696.09,0.0924003409362148,"Paid"
2001-01-01,"state22","gender_parent","Non-Mothers",158359.22,877447.57,0.180477130958377,"Paid"
2001-01-01,"state22","gender_parent","Other",41320.29,295430.98,0.139864444818888,"Paid"
2001-01-01,"state23","gender_parent","Fathers",14388.31,130240.13,0.110475242922439,"Paid"
2001-01-01,"state23","gender_parent","Mothers",53854.58,152362.7,0.353463019492304,"Paid"
2001-01-01,"state23","gender_parent","Non-Fathers",28395.87,312662.79,0.09081947359326,"Paid"
2001-01-01,"state23","gender_parent","Non-Mothers",56848.77,316073.26,0.179859473085449,"Paid"
2001-01-01,"state23","gender_parent","Other",13550.06,71375.78,0.189841147795513,"Paid"
2001-01-01,"state24","gender_parent","Fathers",51804.51,492497.48,0.105187360552586,"Paid"
