"year","month","gender_parent","total_population","labor_force","lfpr"
2004,"April","Non-Mothers",62282491.3052,32424762.6054,52.0607989916628
2004,"April","Other",25568829.4023,11534053.6992,45.1098230494763
2004,"August","Fathers",31664521.5912,28770517.5736,90.8604208364093
2004,"August","Mothers",38275088.9315,25385288.2734,66.3232639872671
2004,"August","Non-Fathers",64947874.3377,41132037.8076,63.3308452771398
2004,"August","Non-Mothers",62885769.6841,32954415.4461,52.4036131093616
2004,"August","Other",25903705.4266,12356870.5271,47.7031000916609
2004,"December","Fathers",32382621.2447,29183051.7114,90.1194856675672
2004,"December","Mothers",39000318.7405,26393179.5732,67.6742663279619
2004,"December","Non-Fathers",64386615.9517,39940272.0936,62.0319479494953
2004,"December","Non-Mothers",62295658.87,32797548.3952,52.6482085431389
2004,"December","Other",26574538.1936,12255834.3173,46.1187104288104
2004,"February","Fathers",32555039.8151,28929925.6315,88.8646605742483
2004,"February","Mothers",38873288.9829,26053541.4306,67.0217059381333
2004,"February","Non-Fathers",63433619.7453,38750665.786,61.088529933484
2004,"February","Non-Mothers",61698614.0284,31922371.16,51.7392029994484
2004,"February","Other",25795963.3998,11747348.2783,45.5394826556122
2004,"January","Fathers",32639807.7006,29064506.5774,89.0461942790972
2004,"January","Mothers",38967768.9078,26075352.4341,66.9151793006056
2004,"January","Non-Fathers",63191847.2072,38587853.9548,61.0646082686492
2004,"January","Non-Mothers",61514366.5011,31497326.6019,51.2032040537014
2004,"January","Other",25847329.7069,11851801.8346,45.8530996005987
2004,"July","Fathers",31742604.7881,28862328.2947,90.9261495311192
2004,"July","Mothers",38493223.5131,25476845.9841,66.1852753782227
2004,"July","Non-Fathers",64723327.8955,41270056.1422,63.7638043099903
2004,"July","Non-Mothers",62424327.6962,32768682.7909,52.4934492692898
2004,"July","Other",26038212.1015,12575405.4655,48.2959637031897
2004,"June","Fathers",31667412.448,28752474.1992,90.7951486292525
2004,"June","Mothers",38488953.8752,25569036.2051,66.4321412528054
2004,"June","Non-Fathers",64676164.4888,40967487.043,63.3424807528504
2004,"June","Non-Mothers",62289954.358,32555592.3907,52.2645950317972
2004,"June","Other",26073058.8429,12131023.5275,46.5270438754194
2004,"March","Fathers",32233727.9742,28738408.8404,89.1563298647998
2004,"March","Mothers",38727536.6827,25937052.0988,66.9731522335278
2004,"March","Non-Fathers",64008402.4045,39260561.3876,61.3365744382957
2004,"March","Non-Mothers",61982801.7536,32188244.875,51.9309291679937
2004,"March","Other",25597336.1909,11580011.2866,45.2391264475276
2004,"May","Fathers",31598909.8923,28669594.6153,90.7296951477626
2004,"May","Mothers",38515873.696,26015689.1831,67.5453694454342
2004,"May","Non-Fathers",64743713.6667,40305016.755,62.2531740494372
2004,"May","Non-Mothers",62365384.5198,32576989.0601,52.2356902165132
2004,"May","Other",25743477.227,11664605.1031,45.310915072755
2004,"November","Fathers",32211743.4469,29174921.4916,90.5723142235188
2004,"November","Mothers",38699470.3073,26231623.6035,67.7829008903821
2004,"November","Non-Fathers",64379793.7808,40405687.745,62.7614432605564
2004,"November","Non-Mothers",62413743.4444,32840221.4386,52.6169712410457
2004,"November","Other",26717065.0443,12438794.3239,46.5574878950028
2004,"October","Fathers",31847669.3051,28998532.2815,91.0538601857947
2004,"October","Mothers",38510403.5546,26042989.8165,67.6258553862628
2004,"October","Non-Fathers",64620379.2551,40677013.4529,62.9476550923982
2004,"October","Non-Mothers",62669278.3294,32942661.279,52.5658858010906
2004,"October","Other",26544390.5479,12424667.6965,46.8071311491571
2004,"September","Fathers",31909753.5076,29082223.2977,91.1389782148378
2004,"September","Mothers",38424724.4325,25635786.172,66.7169031154248
2004,"September","Non-Fathers",64778436.3385,40346939.7079,62.2845224251275
2004,"September","Non-Mothers",62705754.3084,32943843.073,52.5371928562972
2004,"September","Other",26122447.4381,12102656.7109,46.3304854553869
2005,"April","Fathers",32132177.5558,29142841.7487,90.6967531163775
2005,"April","Mothers",38739196.8484,26089940.0481,67.347653463749
2005,"April","Non-Fathers",65084060.1113,40960855.2721,62.9353104309304
2005,"April","Non-Mothers",63228856.8094,33101064.2359,52.3511983392035
2005,"April","Other",26256240.6485,12031653.7336,45.8239772200113
2005,"August","Fathers",31259962.459,28540129.4271,91.2993080670929
2005,"August","Mothers",37905646.7685,24953690.5042,65.831063790044
2005,"August","Non-Fathers",66336160.9497,42913055.9206,64.6902915487365
2005,"August","Non-Mothers",64208745.6221,34200648.6828,53.2647824707363
2005,"August","Other",26710675.2035,13130580.4476,49.1585493349096
2005,"December","Fathers",32047934.8005,28877690.9908,90.107806230152
2005,"December","Mothers",38570274.8277,26192482.9404,67.9084685224731
2005,"December","Non-Fathers",66166299.6324,41714214.4796,63.0445025811502
2005,"December","Non-Mothers",63493865.2091,33643293.0802,52.986682995916
2005,"December","Other",27146128.4861,12377046.7768,45.5941508680974
2005,"February","Fathers",32450799.9735,28994910.9329,89.3503733546718
2005,"February","Mothers",39161845.7267,26336318.9983,67.2499431770762
2005,"February","Non-Fathers",64603090.878,39585804.7401,61.2754037029838
2005,"February","Non-Mothers",62256147.2505,32498227.136,52.2008324820309
2005,"February","Other",26568806.1857,12008390.8756,45.1973294986179
2005,"January","Fathers",32333029.7269,28848710.3887,89.2236534354182
2005,"January","Mothers",39031128.1073,26271961.2823,67.3102791445742
2005,"January","Non-Fathers",64579355.3602,39445189.9681,61.0801853751701
2005,"January","Non-Mothers",62327516.1738,32436576.9699,52.042146007312
2005,"January","Other",26565823.6389,11871532.2055,44.6872356259893
2005,"July","Fathers",31384899.8633,28517296.3533,90.8631108511095
2005,"July","Mothers",38079882.2295,25151822.9615,66.0501595302078
2005,"July","Non-Fathers",66063637.6531,43058969.2707,65.1780174394915
2005,"July","Non-Mothers",63923396.047,34046602.2983,53.2615668186137
2005,"July","Other",26701002.2051,13183196.4428,49.3734143068306
2005,"June","Fathers",31342545.1745,28555551.2346,91.10795270651
2005,"June","Mothers",38010902.1488,25177354.9646,66.2371939135753
2005,"June","Non-Fathers",66135241.5356,42557747.0935,64.3495753630711
2005,"June","Non-Mothers",63932289.3914,33820708.9303,52.9008256270101
2005,"June","Other",26489852.7702,12929851.9709,48.8105845021742
2005,"March","Fathers",32272157.5235,28975519.3526,89.7848844828566
2005,"March","Mothers",38799655.895,25965218.996,66.9212610190856
2005,"March","Non-Fathers",64808781.8033,40099036.5185,61.8728440849326
2005,"March","Non-Mothers",62790795.2287,32588482.9627,51.9000959360436
2005,"March","Other",26565072.5489,12316592.5403,46.3638580983661
2005,"May","Fathers",31780890.879,29008155.0914,91.2754623583187
2005,"May","Mothers",38405256.7286,25941992.4822,67.5480251714637
2005,"May","Non-Fathers",65555108.5189,41437208.0035,63.2097313843258
2005,"May","Non-Mothers",63580681.1465,33337709.3561,52.4337090370023
2005,"May","Other",26347859.7257,12382547.283,46.996406584486
2005,"November","Fathers",31825830.9104,28853044.9805,90.6592040337632
2005,"November","Mothers",38637924.9395,26167011.0057,67.7236447005702
2005,"November","Non-Fathers",66209320.6196,42009596.2849,63.4496712725125
2005,"November","Non-Mothers",63341402.2669,33821398.3461,53.3954051152636
2005,"November","Other",27189147.2461,12436985.4864,45.7424625120744
2005,"October","Fathers",31673198.5353,28958279.5357,91.4283396526113
2005,"October","Mothers",38529781.2153,26092353.821,67.7199636177504
2005,"October","Non-Fathers",66214495.9882,42355060.4435,63.9664469409358
2005,"October","Non-Mothers",63361728.1367,33993337.9294,53.6496382422855
2005,"October","Other",27179677.1065,12546844.2503,46.1625949459842
2005,"September","Fathers",31627196.7147,28747326.8395,90.894324586594
2005,"September","Mothers",38345400.1994,25813866.9164,67.3193310857763
2005,"September","Non-Fathers",66168854.4612,42069054.195,63.578332340132
2005,"September","Non-Mothers",63697548.7792,33923461.4921,53.2570909591697
2005,"September","Other",26853936.898,12519552.917,46.6209217834738
2006,"April","Fathers",32585254.1278,29639024.8973,90.9583972586347
2006,"April","Mothers",39076914.3496,26375776.5133,67.4970809550882
2006,"April","Non-Fathers",65917966.748,41781762.8576,63.3844836527329
2006,"April","Non-Mothers",63720788.99,33283436.4304,52.2332459436799
2006,"April","Other",26898192.7774,12678667.089,47.1357581303852
2006,"August","Fathers",31726036.4887,28912742.3519,91.1325382929506
2006,"August","Mothers",38581942.514,26062773.8765,67.5517409913789
2006,"August","Non-Fathers",67233641.6503,43607398.2841,64.8594917867362
2006,"August","Non-Mothers",64560649.9147,34220408.5323,53.0050558312429
2006,"August","Other",27065103.3934,12995284.5626,48.0149082518155
2006,"December","Fathers",31774041.817,28783350.7361,90.5876277933898
2006,"December","Mothers",38474220.9046,26403108.8254,68.6254541472553
2006,"December","Non-Fathers",67606657.4071,42976628.8734,63.568634394409
2006,"December","Non-Mothers",64491953.4509,34852757.7427,54.0420252105321
2006,"December","Other",27761069.4048,13075559.7199,47.1003459169306
2006,"February","Fathers",32587439.5072,29152083.4972,89.4580364031332
2006,"February","Mothers",38984390.7244,26205585.6452,67.2207136196133
2006,"February","Non-Fathers",65836064.0413,41097810.3999,62.4244644608747
2006,"February","Non-Mothers",63438704.299,33234411.6797,52.388225842475
2006,"February","Other",26916893.4152,12182627.9396,45.2601559610904
2006,"January","Fathers",32282182.2461,29029441.9869,89.9240384853692
2006,"January","Mothers",38771021.0405,25910415.6567,66.8293353162769
2006,"January","Non-Fathers",66097099.6352,41178509.5247,62.3000248906087
2006,"January","Non-Mothers",63384560.8354,33137384.7744,52.27989961223
2006,"January","Other",27018197.2318,12132619.6808,44.9053635100424
2006,"July","Fathers",31676064.0843,28890676.9137,91.2066500333273
2006,"July","Mothers",38675726.211,25815789.871,66.7493345313257
2006,"July","Non-Fathers",67101849.9736,43455059.8677,64.7598536922553
2006,"July","Non-Mothers",64463858.9241,34538543.7085,53.5781510523064
2006,"July","Other",26994958.7999,13507685.1823,50.0378062527365
2006,"June","Fathers",32111564.5315,29379580.7629,91.4922122031144
2006,"June","Mothers",38950360.193,26242483.5808,67.3741743356617
2006,"June","Non-Fathers",66619021.0295,42859596.9229,64.3353748832801
2006,"June","Non-Mothers",64115021.313,34004228.319,53.0362895038222
2006,"June","Other",26875081.9432,13318363.8393,49.5565515574915
2006,"March","Fathers",32489103.7543,29380567.572,90.4320654524409
2006,"March","Mothers",38880821.3976,26192584.3092,67.3663347832893
2006,"March","Non-Fathers",66066497.577,41741084.8311,63.1804111947225
2006,"March","Non-Mothers",63617836.1983,33294804.8397,52.3356448904021
2006,"March","Other",26920465.0887,12361990.4562,45.9204193369936
2006,"May","Fathers",32359831.3414,29484350.988,91.1140440657328
2006,"May","Mothers",39151585.7985,26636047.0813,68.0331244266496
2006,"May","Non-Fathers",66289738.107,42195285.9737,63.6528174324531
2006,"May","Non-Mothers",63870782.5344,33628846.3193,52.6513767091987
2006,"May","Other",26756329.2237,12650933.4661,47.2820219856398
2006,"November","Fathers",31488143.3391,28740648.579,91.2745101211213
2006,"November","Mothers",38344306.6024,26301002.8358,68.59167674753
2006,"November","Non-Fathers",67785987.2666,43364601.4396,63.9728108835363
2006,"November","Non-Mothers",64600434.1792,34734913.2894,53.7688542356329
2006,"November","Other",27685645.6213,13204933.2999,47.6959558051294
2006,"October","Fathers",31432081.6778,28752898.3289,91.4762777204404
2006,"October","Mothers",38245579.2528,26367567.8838,68.9427860655806
2006,"October","Non-Fathers",67798940.4436,43843673.9067,64.6671963010577
2006,"October","Non-Mothers",64652883.5028,34712965.6952,53.6912877113929
2006,"October","Other",27545694.0819,12913422.1798,46.8800028832284
2006,"September","Fathers",31572052.1576,28880752.7853,91.4756907189128
2006,"September","Mothers",38366899.2287,26182796.0508,68.2431902946543
2006,"September","Non-Fathers",67503479.5242,43498823.5432,64.4393797916827
2006,"September","Non-Mothers",64690386.2351,34093519.7584,52.7026065890164
2006,"September","Other",27287035.895,12699695.7244,46.5411332079754
2007,"April","Fathers",32820331.9669,29886806.3839,91.0618649867451
2007,"April","Mothers",39535628.7419,26900138.0699,68.0402435117748
2007,"April","Non-Fathers",67127937.9636,42489051.1518,63.2956298685051
2007,"April","Non-Mothers",64319687.9888,33696115.4807,52.388493374793
2007,"April","Other",27449004.3328,12587350.7828,45.8572217417695
2007,"August","Fathers",32041903.8643,29426139.1423,91.8364254100569
2007,"August","Mothers",38823851.9888,26314423.8942,67.7790135347499
2007,"August","Non-Fathers",68364142.4929,43586616.6013,63.7565469439286
2007,"August","Non-Mothers",65310785.1347,34201581.7275,52.367433122969
2007,"August","Other",27670003.5561,13408262.8491,48.4577561470681
2007,"December","Fathers",32056065.5518,29044510.278,90.6053496523659
2007,"December","Mothers",38469272.7274,26430191.3753,68.7046816886531
2007,"December","Non-Fathers",68515667.2222,42978931.2234,62.7286180896655
2007,"December","Non-Mothers",65688863.0283,35000871.0848,53.2828084872179
2007,"December","Other",28425985.4711,13315251.3084,46.8418283050812
2007,"February","Fathers",32709121.7562,29340099.8365,89.7000538723991
2007,"February","Mothers",39396572.4329,26770595.1811,67.9515844346498
2007,"February","Non-Fathers",66976443.1413,41927604.104,62.6005236132732
2007,"February","Non-Mothers",64096543.7928,33874842.6596,52.8497180270821
2007,"February","Other",27655566.8551,12423537.9251,44.9223767142164
2007,"January","Fathers",32139690.1807,28990464.0556,90.2014421813216
2007,"January","Mothers",38790958.1183,26400658.7318,68.0587951740879
2007,"January","Non-Fathers",67365741.2881,42000945.823,62.3476340049113
2007,"January","Non-Mothers",64345105.4311,34041252.7849,52.9041837088152
2007,"January","Other",28008118.9854,12787003.4242,45.6546311834278
2007,"July","Fathers",32285852.7141,29526298.3756,91.4527444483607
2007,"July","Mothers",38906510.0326,26219610.8138,67.3913203518651
2007,"July","Non-Fathers",67854203.4406,43895798.0319,64.6913467495446
2007,"July","Non-Mothers",65207435.2645,34414165.4993,52.7764439127322
2007,"July","Other",27704269.5786,13678133.8315,49.3719345052345
2007,"June","Fathers",32627970.9985,29842940.3624,91.4642849344569
2007,"June","Mothers",39365650.3856,26581816.8081,67.5254099645808
2007,"June","Non-Fathers",67559039.3343,43385973.8569,64.2193469362623
2007,"June","Non-Mothers",64732241.8376,34281863.6452,52.9594876865322
2007,"June","Other",27427945.4607,13364292.4362,48.7250948320171
2007,"March","Fathers",32834496.1475,29659412.4849,90.3300368967539
2007,"March","Mothers",39615981.69,27239754.8457,68.7595098838001
2007,"March","Non-Fathers",67076515.8014,42228342.0921,62.9554794067265
2007,"March","Non-Mothers",63898065.3394,33879051.6956,53.020465511199
2007,"March","Other",27608558.0684,12514595.5337,45.3286821524514
2007,"May","Fathers",32917669.9193,30017910.2452,91.1908720112664
2007,"May","Mothers",39831103.9282,27135976.1234,68.1276024192441
2007,"May","Non-Fathers",67307499.222,42729938.2874,63.4846618598383
2007,"May","Non-Mothers",64192927.1493,33770354.5301,52.6075940602566
2007,"May","Other",27230837.798,12542638.7446,46.0604217822531
2007,"November","Fathers",32097856.8245,29287008.7896,91.2428793913913
2007,"November","Mothers",38671691.0506,26690992.9772,69.0194616580799
2007,"November","Non-Fathers",68448206.9939,43672748.2551,63.8040792785004
2007,"November","Non-Mothers",65439471.7382,34991689.4789,53.4718397772055
2007,"November","Other",28281858.3897,13271953.2269,46.9274438900858
2007,"October","Fathers",31812880.2846,29137035.946,91.5888020365911
2007,"October","Mothers",38610871.7022,26505150.0534,68.6468574390921
2007,"October","Non-Fathers",68653172.8494,43630349.54,63.5518326818034
2007,"October","Non-Mothers",65628342.952,34846884.263,53.0973093263786
2007,"October","Other",28010160.2083,13189715.5072,47.0890398666539
2007,"September","Fathers",31781303.9509,29087966.7614,91.5254037604592
2007,"September","Mothers",38669202.4228,26549545.122,68.6581141025706
2007,"September","Non-Fathers",68545914.1025,43504926.5652,63.4683002405439
2007,"September","Non-Mothers",65469355.0366,34642317.3396,52.9137904600306
2007,"September","Other",27995064.4628,13244290.0366,47.3093750300132
2008,"April","Fathers",32225491.5917,29039867.5662,90.1145836164048
2008,"April","Mothers",38967776.5001,26818864.2755,68.8231833690361
2008,"April","Non-Fathers",68318147.9121,42817399.727,62.6735370257549
2008,"April","Non-Mothers",65630847.7806,34599527.6148,52.7183920135607
2008,"April","Other",28056084.2082,12851687.8181,45.8071330365619
2008,"August","Fathers",31507035.4937,28382066.5082,90.0816787852832
2008,"August","Mothers",38577880.0566,25874403.8657,67.0705695277658
2008,"August","Non-Fathers",69514772.0169,43959476.3914,63.2376042040573
2008,"August","Non-Mothers",65835005.8087,34578068.4848,52.5223140182826
2008,"August","Other",28671962.6176,13502954.7095,47.0946300034981
2008,"December","Fathers",31984356.7315,28024392.1445,87.6190582157308
2008,"December","Mothers",38840215.4231,26155102.3487,67.3402607678237
2008,"December","Non-Fathers",69073138.1942,41701836.4541,60.3734498595601
2008,"December","Non-Mothers",66135882.1506,34692653.4547,52.4566276680189
2008,"December","Other",29001166.5096,12897834.3911,44.4735020807889
2008,"February","Fathers",32102343.4108,28749506.6361,89.5557880875076
2008,"February","Mothers",38576579.8416,26143727.9367,67.7709844782747
2008,"February","Non-Fathers",68130534.1813,42111013.7112,61.8093109311894
2008,"February","Non-Mothers",65524984.5953,34736760.274,53.013000290719
2008,"February","Other",28474807.9851,12878260.926,45.2268578342611
2008,"January","Fathers",32118054.3157,28650738.319,89.2044643719122
2008,"January","Mothers",38520170.1031,26130865.1177,67.8368372926709
2008,"January","Non-Fathers",68091068.2272,42204023.3799,61.9817319344697
2008,"January","Non-Mothers",65367300.9777,34629116.3897,52.9762065616166
2008,"January","Other",28519817.3752,13011055.018,45.6211021509346
2008,"July","Fathers",31723857.7457,28718495.7637,90.5264926917428
2008,"July","Mothers",38648463.0541,26020077.0724,67.3249982437262
2008,"July","Non-Fathers",68965504.9535,43952430.7435,63.7310359333045
2008,"July","Non-Mothers",65844829.5666,34824503.8946,52.8887448320845
2008,"July","Other",28681171.6845,13860598.7038,48.3264730474404
2008,"June","Fathers",31984245.5055,28956819.3766,90.5346332825659
2008,"June","Mothers",38848067.0621,26501665.5126,68.2187493916651
2008,"June","Non-Fathers",68704333.6244,43633695.6708,63.50937905801
2008,"June","Non-Mothers",65577842.874,34661912.6662,52.8561342476585
2008,"June","Other",28512477.9412,13497087.024,47.3374746727887
2008,"March","Fathers",32126428.1953,28860343.8665,89.8336525027148
2008,"March","Mothers",38564758.0993,26271478.5598,68.123021781062
2008,"March","Non-Fathers",68291258.4814,42408383.6457,62.0992856021982
2008,"March","Non-Mothers",65795696.6018,34938706.4779,53.1018110338605
2008,"March","Other",28216663.6182,12801871.5244,45.3698980773286
2008,"May","Fathers",32308132.5954,29349113.5686,90.8412563986403
2008,"May","Mothers",39099475.9799,26888220.2326,68.7687483239482
2008,"May","Non-Fathers",68401822.0105,42728752.3282,62.4672721753536
2008,"May","Non-Mothers",65533768.1317,34250526.3843,52.2639356178457
2008,"May","Other",28061901.2887,12995126.9523,46.3087900517022
2008,"November","Fathers",32038908.9699,28521542.7336,89.0215792316633
2008,"November","Mothers",39039759.0562,26453849.9305,67.7613042960079
2008,"November","Non-Fathers",69016929.6817,42325553.9942,61.3263357112548
2008,"November","Non-Mothers",65640799.5984,34544718.4328,52.6269007144179
2008,"November","Other",29091254.6874,13155029.4641,45.2198765761647
2008,"October","Fathers",31774241.1636,28501246.1306,89.6992188856756
2008,"October","Mothers",38836646.938,26391222.3898,67.9544308547845
2008,"October","Non-Fathers",69430946.14,42857699.4922,61.727085507062
2008,"October","Non-Mothers",65932445.1873,34743316.6928,52.6953256383889
2008,"October","Other",28638140.555,13220216.9404,46.1629724702634
2008,"September","Fathers",31486495.672,28269828.3339,89.7839779580156
2008,"September","Mothers",38634894.3705,26275126.2645,68.0087953975683
2008,"September","Non-Fathers",69590985.285,43252608.3745,62.1526023771112
2008,"September","Non-Mothers",65953877.8582,34595198.2061,52.4536226368361
2008,"September","Other",28693716.8132,13181852.2045,45.9398560678481
2009,"April","Fathers",32162325.6564,27592449.3957,85.7912132675933
2009,"April","Mothers",38882863.3413,25901051.8903,66.6130260597059
2009,"April","Non-Fathers",69269977.4456,40308319.4603,58.1901726356926
2009,"April","Non-Mothers",66415047.9618,34057097.3217,51.2791880257147
2009,"April","Other",28541038.58,12776561.3828,44.7655797352557
2009,"August","Fathers",31269643.8888,27024036.0132,86.4225896185512
2009,"August","Mothers",38042627.5738,24715678.4869,64.9683790609714
2009,"August","Non-Fathers",70229524.23,41164910.4847,58.6148218089673
2009,"August","Non-Mothers",66939610.0569,33674847.2464,50.306309250645
2009,"August","Other",29605137.2168,13617077.4213,45.9956571779466
2009,"December","Fathers",31459391.7519,26590999.698,84.52483731315
2009,"December","Mothers",38482683.5108,24943476.8971,64.8174051845935
2009,"December","Non-Fathers",70405062.2278,40001965.9944,56.8168889120091
2009,"December","Non-Mothers",66886552.8567,33771255.5934,50.4903514249758
2009,"December","Other",29690398.6059,12668582.2087,42.6689529394952
2009,"February","Fathers",31918077.0165,27274967.9557,85.4530426178251
2009,"February","Mothers",38497460.8159,25591106.5177,66.4747907403039
2009,"February","Non-Fathers",69153600.6365,40333720.4265,58.3248306021125
2009,"February","Non-Mothers",66541983.6457,34028549.9798,51.1384664469632
2009,"February","Other",28801786.8772,12691149.8689,44.0637586932029
2009,"January","Fathers",31852134.9345,27349621.7122,85.8643283046525
2009,"January","Mothers",38448561.6849,25558329.7303,66.4740854021012
2009,"January","Non-Fathers",69040342.5382,40712177.2986,58.9686780248432
2009,"January","Non-Mothers",66663823.476,34203236.4867,51.3070428656311
2009,"January","Other",28733701.371,12656736.2553,44.048401881402
2009,"July","Fathers",31529624.1068,27167265.0732,86.1642529615214
2009,"July","Mothers",38504642.3657,25248538.0937,65.5727116068255
2009,"July","Non-Fathers",69899246.6024,41392340.2568,59.2171479218473
2009,"July","Non-Mothers",66645986.2243,33753134.5229,50.6454123273116
2009,"July","Other",29290141.672,13715119.1017,46.8250350417766
2009,"June","Fathers",31682348.2037,27207810.0602,85.8768734099783
2009,"June","Mothers",38704455.7235,25492166.3105,65.8636475671251
2009,"June","Non-Fathers",69706459.4033,41042145.2659,58.8785395460166
2009,"June","Non-Mothers",66305669.4876,33730100.4674,50.8706129175092
2009,"June","Other",29255625.1854,13434587.0652,45.9213808628657
2009,"March","Fathers",31999105.0931,27354363.9331,85.4847779446134
2009,"March","Mothers",38764804.2205,25584033.176,65.9980972184825
2009,"March","Non-Fathers",69358898.938,40052836.0971,57.7472201986702
2009,"March","Non-Mothers",66474334.4617,34212930.7546,51.4678800948541
2009,"March","Other",28488531.2973,12461914.3158,43.7436180396603
2009,"May","Fathers",31883756.2849,27372078.2335,85.8496031299276
2009,"May","Mothers",38970103.4005,25821581.544,66.2599769844817
2009,"May","Non-Fathers",69613599.9999,40486970.5771,58.1595702235744
2009,"May","Non-Mothers",66104948.1088,33408674.93,50.5388414722204
2009,"May","Other",28879448.2016,13076915.3484,45.2810429656184
2009,"November","Fathers",31263121.5338,26720226.3361,85.4688368441121
2009,"November","Mothers",38302872.0104,25131447.7938,65.6124370699312
2009,"November","Non-Fathers",70574001.2417,40671500.4922,57.6295799821655
2009,"November","Non-Mothers",67000485.285,33897993.0077,50.5936529616287
2009,"November","Other",29602180.9181,12761527.8078,43.1100932836914
2009,"October","Fathers",31330213.8882,26928198.6115,85.9496162636861
2009,"October","Mothers",38388163.3686,25022789.6685,65.1836073224791
2009,"October","Non-Fathers",70438724.3703,40597830.9182,57.6356702667912
2009,"October","Non-Mothers",66671318.6139,33662908.8869,50.49084011949
2009,"October","Other",29721523.7442,12816220.5414,43.1210076969927
2009,"September","Fathers",31226032.2226,26995487.6361,86.4518663263336
2009,"September","Mothers",38255337.2352,25068803.1685,65.5302108941635
2009,"September","Non-Fathers",70294560.3224,40627925.3124,57.7966845884852
2009,"September","Non-Mothers",66682694.9716,33432946.7832,50.1373659199572
2009,"September","Other",29863847.235,13127208.2036,43.9568555929897
2010,"April","Fathers",31318960.9862,26756061.5639,85.4308722939099
2010,"April","Mothers",38603150.04,25201375.9031,65.2832110254907
2010,"April","Non-Fathers",70652661.0459,40631312.7269,57.5085384264629
2010,"April","Non-Mothers",66929106.0398,34042014.3144,50.8627954692187
2010,"April","Other",29825004.8876,12917781.0416,43.3119159251862
2010,"August","Fathers",31530350.7226,27203224.4833,86.2763142808987
2010,"August","Mothers",38289088.8331,24500988.1454,63.9894781831932
2010,"August","Non-Fathers",70564615.5633,41190132.7087,58.3722200991096
2010,"August","Non-Mothers",67098433.9136,33795352.5026,50.3668275568353
2010,"August","Other",30616865.972,13668055.5419,44.6422424633528
2010,"December","Fathers",31438963.9925,26811303.942,85.280494447578
2010,"December","Mothers",38628081.6332,25356296.2171,65.6421316954731
2010,"December","Non-Fathers",71051044.5773,40667909.821,57.2375959606834
2010,"December","Non-Mothers",67047461.8579,33627879.8435,50.1553361032081
2010,"December","Other",30723797.9549,13096638.8123,42.6270177649416
2010,"February","Fathers",31461484.0071,26412590.324,83.952143891367
2010,"February","Mothers",38399792.3781,25151526.639,65.4991214310427
2010,"February","Non-Fathers",70270184.6469,39561830.7093,56.2995969173752
2010,"February","Non-Mothers",66886652.5856,33466009.1399,50.0339123670017
2010,"February","Other",29980214.3734,12886535.0552,42.9834653438422
2010,"January","Fathers",31466205.5434,26364911.6945,83.7880234975774
2010,"January","Mothers",38275758.0323,24943715.4212,65.1684426475645
2010,"January","Non-Fathers",70282168.0914,39291208.5777,55.904946652475
2010,"January","Non-Mothers",66979609.5366,33685428.7496,50.2920649771676
2010,"January","Other",29828715.8359,12720395.5739,42.6447978648498
2010,"July","Fathers",31580876.8229,27217782.2009,86.1843778231128
2010,"July","Mothers",38568115.9127,24757473.066,64.1915542932904
2010,"July","Non-Fathers",70462144.4578,41273557.5306,58.5755058240086
2010,"July","Non-Mothers",67008865.1998,33757706.3936,50.3779705759004
2010,"July","Other",30269818.6264,13627946.3102,45.0215657992556
2010,"June","Fathers",31420703.93,26861345.4838,85.4893179466715
2010,"June","Mothers",38601431.035,24881711.5202,64.458002859116
2010,"June","Non-Fathers",70480281.2276,41156521.124,58.3943769904867
2010,"June","Non-Mothers",66852216.9755,33919768.8644,50.7384353114735
2010,"June","Other",30335701.8305,13488768.4773,44.4649955773833
2010,"March","Fathers",31406326.7163,26650560.4251,84.8572985495571
2010,"March","Mothers",38516059.2148,25093535.9585,65.1508395979869
2010,"March","Non-Fathers",70462632.6979,39736443.6833,56.3936403762618
2010,"March","Non-Mothers",66747489.1403,33603396.2872,50.3440604583152
2010,"March","Other",30026692.2642,12942420.1252,43.1030498175481
2010,"May","Fathers",31396476.6088,26971516.3203,85.9061883164949
2010,"May","Mothers",38653355.1388,24976644.0613,64.6170144133972
2010,"May","Non-Fathers",70450411.0614,40803449.2131,57.9179718022346
2010,"May","Non-Mothers",66781283.9514,33672303.794,50.4217675995942
2010,"May","Other",30217854.2316,13090519.4784,43.3204799323928
2010,"November","Fathers",31167774.5721,26668978.7107,85.5658739734754
2010,"November","Mothers",38430475.5739,25192818.0195,65.5542707793334
2010,"November","Non-Fathers",71336077.8921,41123080.9342,57.6469609058141
2010,"November","Non-Mothers",67315866.8742,33751683.5598,50.1392689822671
2010,"November","Other",30464803.1168,12972125.8855,42.5806982430372
2010,"October","Fathers",31537091.4209,27174251.1814,86.1660031317641
2010,"October","Mothers",38693015.3843,25416059.9491,65.6864286659157
2010,"October","Non-Fathers",70898705.9986,41112326.9967,57.9874151687787
2010,"October","Non-Mothers",66889573.8258,33509468.3185,50.0966987856261
2010,"October","Other",30511900.3725,12996076.5328,42.5934680375176
2010,"September","Fathers",31452322.9566,27162699.9943,86.3615066899221
2010,"September","Mothers",38507873.672,25086844.5831,65.147311941405
2010,"September","Non-Fathers",70888044.3776,41001726.4314,57.8401150594531
2010,"September","Non-Mothers",66964597.9902,33723481.8326,50.3601646911033
2010,"September","Other",30509177.0007,13234034.2872,43.3772247835343
