"year","month","gender_parent","total_population","labor_force","lfpr"
1997,"August","Mothers",37074919.0138,25125485.3757,67.7694949686817
1997,"August","Non-Fathers",56812280.0685,37017234.37,65.1571004109805
1997,"August","Non-Mothers",54784510.0848,28739069.9008,52.4583862415038
1997,"August","Other",24155146.212,12103516.3559,50.1074025786154
1997,"December","Fathers",30604491.0067,27926054.0306,91.248222440577
1997,"December","Mothers",36993439.4108,25647338.5954,69.3294243625058
1997,"December","Non-Fathers",57121365.4885,36506499.1722,63.9104105092685
1997,"December","Non-Mothers",55449673.7891,29219551.6962,52.695624157024
1997,"December","Other",23929303.1594,11610081.4153,48.5182595496488
1997,"February","Fathers",30418177.4052,27450901.0636,90.2450554414455
1997,"February","Mothers",37028761.645,24974196.0847,67.4453991309004
1997,"February","Non-Fathers",56377231.4258,35124223.2969,62.302142919395
1997,"February","Non-Mothers",54395646.27,27898086.5968,51.2873520397646
1997,"February","Other",24168718.6357,11486173.7298,47.5249594442032
1997,"January","Fathers",30487725.338,27547284.3861,90.3553285156534
1997,"January","Mothers",36979559.6918,24843892.1965,67.1827690852928
1997,"January","Non-Fathers",56252249.7297,34858855.6627,61.9688205008719
1997,"January","Non-Mothers",54546526.1856,27816449.4732,50.9958221327455
1997,"January","Other",24019134.3355,11342164.34,47.2213701858373
1997,"July","Fathers",30619977.9914,28084358.1656,91.7190671184932
1997,"July","Mothers",37052233.6698,25079365.9866,67.686515771494
1997,"July","Non-Fathers",56696914.2525,37181270.563,65.5790020554082
1997,"July","Non-Mothers",54857778.2398,28713720.0011,52.342112499678
1997,"July","Other",23939150.0433,12399920.3868,51.7976635109083
1997,"June","Fathers",30733904.126,28093664.8071,91.409359162195
1997,"June","Mothers",37111711.5246,25030725.4848,67.4469714720865
1997,"June","Non-Fathers",56394458.1299,36703369.1931,65.0832908236423
1997,"June","Non-Mothers",54563080.9274,28572097.9891,52.3652577960493
1997,"June","Other",24196493.4116,12153784.5964,50.2295286744871
1997,"March","Fathers",30392556.9301,27451694.6638,90.323741852113
1997,"March","Mothers",37097059.293,25242886.7176,68.0455195066181
1997,"March","Non-Fathers",56318237.7708,35636352.0462,63.2767527123812
1997,"March","Non-Mothers",54286676.7236,28149728.6834,51.853844041189
1997,"March","Other",24418756.5269,11788956.862,48.2782849692331
1997,"May","Fathers",30422543.0835,27713374.0476,91.0948633437244
1997,"May","Mothers",37022408.8807,25230648.6144,68.1496676666895
1997,"May","Non-Fathers",56536822.7822,36607063.0257,64.7490630429012
1997,"May","Non-Mothers",54483471.2363,28263900.4847,51.8761008492223
1997,"May","Other",24367150.129,11900893.7137,48.8399080347785
1997,"November","Fathers",30549081.1211,28057153.86,91.8428732726143
1997,"November","Mothers",37080213.7398,25616582.3925,69.0842360625459
1997,"November","Non-Fathers",57174846.1362,36920014.2703,64.5738760404363
1997,"November","Non-Mothers",55315254.2825,29077324.6825,52.5665570187917
1997,"November","Other",23821435.2143,11477646.005,48.1820087738037
1997,"October","Fathers",30540471.2293,28058771.2534,91.8740612832486
1997,"October","Mothers",37231649.5125,25909355.6078,69.5895990294529
1997,"October","Non-Fathers",57032993.1987,36551646.159,64.0885987373238
1997,"October","Non-Mothers",55062548.6022,28726541.8265,52.1707450086178
1997,"October","Other",23899805.9133,11610299.4183,48.579053153896
1997,"September","Fathers",30748850.2446,28242167.917,91.8478827414361
1997,"September","Mothers",37426937.6623,25809577.0153,68.9598952716291
1997,"September","Non-Fathers",56706186.9786,36132408.6521,63.7186356150799
1997,"September","Non-Mothers",54764017.4032,28405532.7179,51.868971753413
1997,"September","Other",23923583.1259,11541253.6195,48.242161547303
1998,"April","Fathers",30522294.8021,28029480.4897,91.8328083502146
1998,"April","Mothers",37180612.6976,25659305.0108,69.0125932552378
1998,"April","Non-Fathers",57236780.2493,36835859.6846,64.3569738272455
1998,"April","Non-Mothers",55339846.4475,28734362.2198,51.9234585283134
1998,"April","Other",24451577.2227,11924738.8401,48.768792014895
1998,"August","Fathers",30648667.0134,28094060.7276,91.6648698467601
1998,"August","Mothers",37194613.695,25257162.3538,67.9054299660471
1998,"August","Non-Fathers",57566483.4101,37803404.3349,65.6691221966625
1998,"August","Non-Mothers",55766085.5752,29259234.0844,52.4677925348449
1998,"August","Other",24303392.6092,12423101.0374,51.1167359930533
1998,"December","Fathers",30842841.5208,28294817.6519,91.7386863749838
1998,"December","Mothers",37243580.4705,25974395.4624,69.7419397766385
1998,"December","Non-Fathers",58197823.9865,37279329.9685,64.0562265303039
1998,"December","Non-Mothers",56359182.7717,29912196.1097,53.0742190334243
1998,"December","Other",23626272.7509,11658109.9703,49.3438389254856
1998,"February","Fathers",30354503.2651,27563733.9302,90.8060780618714
1998,"February","Mothers",36911068.0038,25322478.4681,68.6040253982709
1998,"February","Non-Fathers",57361258.9287,36342237.8656,63.3567647299606
1998,"February","Non-Mothers",55448039.3655,29019783.8626,52.3368981025797
1998,"February","Other",24325488.4709,11645984.3049,47.8756441780473
1998,"January","Fathers",30376105.5784,27578806.3521,90.7911196217032
1998,"January","Mothers",36838027.6249,25079285.2332,68.0798806292444
1998,"January","Non-Fathers",57311621.5389,36106785.8145,63.0008100363949
1998,"January","Non-Mothers",55601908.1284,28972653.2361,52.1073002911954
1998,"January","Other",24110282.2134,11521309.8022,47.7858769973115
1998,"July","Fathers",30481942.1839,28032907.9896,91.9656228611524
1998,"July","Mothers",37027477.2849,25076335.1508,67.7235852657622
1998,"July","Non-Fathers",57531033.3144,37994297.6048,66.0413961229687
1998,"July","Non-Mothers",55609373.7808,29157910.8867,52.43344584608
1998,"July","Other",24619803.1819,13066051.1821,53.0713064014497
1998,"June","Fathers",30513522.6428,28095791.2744,92.0765249010983
1998,"June","Mothers",37073053.2191,25305701.2884,68.2590158917975
1998,"June","Non-Fathers",57390119.4039,37688314.5671,65.6703888379414
1998,"June","Non-Mothers",55461008.9595,28999012.1993,52.2872063515403
1998,"June","Other",24647749.7626,12717709.6898,51.5978529979138
1998,"March","Fathers",30726148.0167,27884581.5986,90.7519601332533
1998,"March","Mothers",37220292.983,25630379.1945,68.8613042519746
1998,"March","Non-Fathers",56978778.0238,36220808.6735,63.5689460703608
1998,"March","Non-Mothers",55141296.3725,29017727.959,52.62431220872
1998,"March","Other",24480050.9847,11928410.6976,48.7270663980857
1998,"May","Fathers",30470220.952,28030949.8164,91.9945735233013
1998,"May","Mothers",37091480.433,25521762.6093,68.8076138006977
1998,"May","Non-Fathers",57379155.9182,37384916.7013,65.1541768139568
1998,"May","Non-Mothers",55326374.6718,28936417.966,52.3013086211647
1998,"May","Other",24631709.4266,12169214.7173,49.404669836509
1998,"November","Fathers",31065491.549,28532267.6511,91.8455373741493
1998,"November","Mothers",37477297.6127,26026119.6986,69.4450276739817
1998,"November","Non-Fathers",57972276.8906,37607388.9355,64.871333252046
1998,"November","Non-Mothers",56171898.5411,29734336.1798,52.934540138507
1998,"November","Other",23417018.1043,11232693.5566,47.9680782009447
1998,"October","Fathers",30991190.3214,28576387.7619,92.2080999972675
1998,"October","Mothers",37563310.9513,26163568.5345,69.6519233046855
1998,"October","Non-Fathers",57803898.1383,37521992.0246,64.912563396375
1998,"October","Non-Mothers",55987584.9114,29419669.3793,52.5467734067409
1998,"October","Other",23572895.5655,11472199.4087,48.6669080462482
1998,"September","Fathers",30878315.5595,28353834.4186,91.8244208106639
1998,"September","Mothers",37300883.7164,25830943.7325,69.2502191875496
1998,"September","Non-Fathers",57571074.6203,37131157.4577,64.4962035233702
1998,"September","Non-Mothers",55897193.1162,29309626.8942,52.4348813602691
1998,"September","Other",24051460.4835,11880761.6146,49.3972564483165
1999,"April","Fathers",30291211.6247,27799949.0753,91.7756259463435
1999,"April","Mothers",37030048.1049,25693301.7934,69.3850078741867
1999,"April","Non-Fathers",58193427.4479,37460175.2505,64.3718318259184
1999,"April","Non-Mothers",57115797.3706,29745521.55,52.0793246691349
1999,"April","Other",24605300.6855,11863279.5919,48.2143248055939
1999,"August","Fathers",30658403.4419,28339521.4871,92.4363903710953
1999,"August","Mothers",37581858.2576,25662615.6977,68.284584338004
1999,"August","Non-Fathers",58381316.1255,38326603.6378,65.6487489172235
1999,"August","Non-Mothers",56634312.3083,29692477.6582,52.4284244797803
1999,"August","Other",24782560.8488,12548261.6433,50.6334342114915
1999,"December","Fathers",30585883.5734,28059995.5554,91.741654244062
1999,"December","Mothers",37684625.4424,26320640.93,69.8445071989118
1999,"December","Non-Fathers",58907470.2543,38002118.3082,64.511543517566
1999,"December","Non-Mothers",56920573.9319,30220356.6764,53.0921503225806
1999,"December","Other",24733554.1063,12446048.3562,50.320501059853
1999,"February","Fathers",30401646.7708,27839329.23,91.5717804363774
1999,"February","Mothers",36951098.2451,25599329.5862,69.2789410923522
1999,"February","Non-Fathers",58239911.6239,36840748.0842,63.2568749796688
1999,"February","Non-Mothers",57007596.4686,30052800.2022,52.7171851890883
1999,"February","Other",24272635.5486,11699754.6371,48.2014184807995
1999,"January","Fathers",30921734.8259,28226627.3405,91.2841000009398
1999,"January","Mothers",37457814.8675,25798554.0972,68.8736227365572
1999,"January","Non-Fathers",57928575.2814,36540556.6003,63.0786385178588
1999,"January","Non-Mothers",56666319.5728,29686412.4302,52.388107528426
1999,"January","Other",23744233.533,11253640.0467,47.3952550671285
1999,"July","Fathers",30452201.5069,28079315.7629,92.2078351430114
1999,"July","Mothers",37516887.251,25596231.6864,68.2258938892052
1999,"July","Non-Fathers",58405683.9796,38679920.5459,66.2262949602819
1999,"July","Non-Mothers",56646071.9001,29804351.9401,52.615037442777
1999,"July","Other",24807587.3254,12917367.4734,52.07022877301
1999,"June","Fathers",30531286.7511,28048594.5636,91.8683670041828
1999,"June","Mothers",37497539.355,25824898.7581,68.8709158049232
1999,"June","Non-Fathers",58356420.4055,38412557.3268,65.8240465400096
1999,"June","Non-Mothers",56680763.2504,29733188.5704,52.4572833274086
1999,"June","Other",24566353.0719,12314610.636,50.1279559076514
1999,"March","Fathers",30500054.8813,27907987.9321,91.5014351308947
1999,"March","Mothers",37139163.2428,25766763.772,69.3789561265769
1999,"March","Non-Fathers",58129250.915,37088131.6723,63.8028722003186
1999,"March","Non-Mothers",56935159.1204,29914622.871,52.5415636544371
1999,"March","Other",24332322.0802,11840468.1796,48.6614805630695
1999,"May","Fathers",30341656.1426,27829546.9966,91.7205931864972
1999,"May","Mothers",37063908.5802,25941342.7163,69.9908447598486
1999,"May","Non-Fathers",58198495.6327,37793182.114,64.938417570995
1999,"May","Non-Mothers",56862060.0333,29710231.3425,52.2496570210451
1999,"May","Other",24960906.144,12135687.3179,48.6187770904188
1999,"November","Fathers",30752378.7174,28309235.8286,92.0554344389052
1999,"November","Mothers",37711990.9638,26502599.8469,70.276321057512
1999,"November","Non-Fathers",58725538.6776,37954460.2097,64.630246166098
1999,"November","Non-Mothers",56756522.3697,29981559.49,52.8248705843999
1999,"November","Other",24719643.6035,12234234.6561,49.4919540602429
1999,"October","Fathers",30625876.3104,28285210.1885,92.3572272735094
1999,"October","Mothers",37661801.0106,26454799.9405,70.2430559097645
1999,"October","Non-Fathers",58777622.2301,38198159.8038,64.9875894167062
1999,"October","Non-Mothers",56952343.2954,30056129.0776,52.7741745790952
1999,"October","Other",24465536.3471,11994353.3544,49.0255074903426
1999,"September","Fathers",30717945.3922,28430443.1065,92.5532054423117
1999,"September","Mothers",37608523.0641,26065709.0234,69.3079836689507
1999,"September","Non-Fathers",58563040.4187,37906061.2277,64.7269352080908
1999,"September","Non-Mothers",56900602.6353,29732720.3981,52.2537882220151
1999,"September","Other",24474774.4711,11990804.0737,48.9925007801761
2000,"April","Fathers",31028524.0588,28641885.4963,92.3082433506111
2000,"April","Mothers",37844011.4253,26637394.1885,70.3873431628128
2000,"April","Non-Fathers",59790444.2464,38685893.5002,64.7024687436225
2000,"April","Non-Mothers",58420276.1533,30720904.9936,52.5860317965386
2000,"April","Other",24934513.4464,12181294.9019,48.8531485809229
2000,"August","Fathers",30757344.4254,28445554.3299,92.4837786268997
2000,"August","Mothers",37834821.1736,25622108.4023,67.7209713367916
2000,"August","Non-Fathers",60523226.382,40131142.8977,66.3070118641845
2000,"August","Non-Mothers",58635108.7908,30717809.9591,52.3880838504042
2000,"August","Other",25165185.5812,12818605.7342,50.9378549696701
2000,"December","Fathers",30871569.8278,28315400.4686,91.7199890596488
2000,"December","Mothers",37619469.9242,26435619.5576,70.2711112380517
2000,"December","Non-Fathers",61075571.7925,39507967.204,64.6870197764592
2000,"December","Non-Mothers",59453127.3961,31708577.2472,53.3337414463415
2000,"December","Other",24716188.4241,12108860.75,48.9916185385325
2000,"February","Fathers",30967015.416,28355769.867,91.5676550874489
2000,"February","Mothers",37850662.1887,26336888.7172,69.5810514117311
2000,"February","Non-Fathers",59575642.236,38126741.7196,63.997197996736
2000,"February","Non-Mothers",58262745.5347,30671571.3564,52.6435393233103
2000,"February","Other",24920097.9398,12250283.5014,49.1582478166549
2000,"January","Fathers",31346332.3291,28643941.2702,91.378924237362
2000,"January","Mothers",38175472.1642,26440154.74,69.2595356156326
2000,"January","Non-Fathers",59234798.0982,37613563.8744,63.4991003295797
2000,"January","Non-Mothers",57922132.2289,30214771.703,52.1644672602789
2000,"January","Other",24730822.4797,12112316.1311,48.9766005196238
2000,"July","Fathers",30898764.9094,28509809.2081,92.2684427409808
2000,"July","Mothers",37923626.1539,25771492.268,67.9562976478443
2000,"July","Non-Fathers",60177664.438,39837206.9106,66.1993237568128
2000,"July","Non-Mothers",58475811.4346,30855518.1853,52.766293324222
2000,"July","Other",25200782.4122,12913520.0158,51.2425360632788
2000,"June","Fathers",31093250.0122,28741392.6037,92.4361158528709
2000,"June","Mothers",38065114.2755,26020653.0103,68.3582684711596
2000,"June","Non-Fathers",59971171.9653,39569691.8416,65.9811882023841
2000,"June","Non-Mothers",58468827.6538,30862671.2706,52.7848299838353
2000,"June","Other",24867973.4512,12649334.56,50.865964550037
2000,"March","Fathers",30658534.8141,28087543.944,91.6141104404063
2000,"March","Mothers",37719867.0367,26394756.2386,69.9757404047021
2000,"March","Non-Fathers",60035120.4967,38744459.239,64.536322936388
2000,"March","Non-Mothers",58534760.2989,30956183.0166,52.8851281845631
2000,"March","Other",24823792.746,12033841.4519,48.4770460945743
2000,"May","Fathers",30948000.9894,28565167.2418,92.3005245204169
2000,"May","Mothers",38045468.914,26598415.1661,69.9121759445901
2000,"May","Non-Fathers",59885168.5755,38900355.4595,64.9582465656025
2000,"May","Non-Mothers",58290508.1041,30446750.5159,52.2327759804833
2000,"May","Other",25072386.7645,12135121.3635,48.4003436828046
2000,"November","Fathers",30923573.1089,28468050.0628,92.0593812446813
2000,"November","Mothers",37771126.91,26475070.2807,70.0934085016422
2000,"November","Non-Fathers",60850293.0119,39442260.5965,64.8185220550813
2000,"November","Non-Mothers",58952953.7826,31189289.2453,52.9053885244093
2000,"November","Other",25042374.5596,12282829.0371,49.048180346745
2000,"October","Fathers",30881419.2472,28595122.8871,92.5965308077371
2000,"October","Mothers",37797932.0989,26461274.0434,70.0072003255704
2000,"October","Non-Fathers",60891901.3557,39557948.827,64.9642201118376
2000,"October","Non-Mothers",59161891.7209,31395224.3895,53.0666337337707
2000,"October","Other",24671550.9426,12039460.3871,48.7989604508878
2000,"September","Fathers",30706446.4404,28375901.8328,92.4102431972273
2000,"September","Mothers",37584805.5747,26086143.0193,69.4060874345981
2000,"September","Non-Fathers",60795324.8155,39479060.663,64.9376589117831
2000,"September","Non-Mothers",59072701.6826,30964514.5411,52.4176373504526
2000,"September","Other",25003644.8388,12363987.8735,49.4487421862347
2001,"April","Fathers",31081713.7418,28449791.5292,91.5322487219858
2001,"April","Mothers",37634760.8927,26104811.8903,69.3635651485261
2001,"April","Non-Fathers",59952425.0557,38294278.738,63.8744449493443
2001,"April","Non-Mothers",58329748.337,31072620.9417,53.2706240427749
2001,"April","Other",24349714.8033,11458562.1854,47.0583014132349
2001,"August","Fathers",31272879.0587,28514307.8984,91.1790303824535
2001,"August","Mothers",38175663.6851,25922177.8226,67.9023632344012
2001,"August","Non-Fathers",61297233.6356,39379214.4119,64.2430531955189
2001,"August","Non-Mothers",59614181.4299,30770735.033,51.6164682545933
2001,"August","Other",25059983.7269,12433436.0911,49.6147013764963
2001,"December","Fathers",31031603.0582,27921400.7557,89.977307016119
2001,"December","Mothers",37744652.6686,26046203.5974,69.0063406493286
2001,"December","Non-Fathers",62120487.3147,38941113.6219,62.6864264998853
2001,"December","Non-Mothers",60466729.1213,31687147.4873,52.4042691704617
2001,"December","Other",24951633.4093,11822084.2214,47.3800012507144
2001,"February","Fathers",31046576.0287,28297224.892,91.1444304384533
2001,"February","Mothers",37737672.317,26466794.1487,70.1336158901811
2001,"February","Non-Fathers",61093651.3268,39054574.4165,63.9257493509279
2001,"February","Non-Mothers",59460778.1448,31455371.5724,52.9010425928152
2001,"February","Other",24771385.6215,11847031.0964,47.8254679710671
2001,"January","Fathers",31014054.762,28227301.8488,91.0145482924262
2001,"January","Mothers",37824494.333,26515895.5761,70.1024456339293
2001,"January","Non-Fathers",60949907.6262,38912246.3504,63.8429947901564
2001,"January","Non-Mothers",59311201.3071,31149947.5891,52.5195020546163
2001,"January","Other",24788706.3893,11699744.9186,47.1978841285973
2001,"July","Fathers",31306513.8861,28622735.7818,91.427413112606
2001,"July","Mothers",38347867.9516,26007116.8662,67.8189381976186
2001,"July","Non-Fathers",61171419.9932,39874333.9975,65.1845812994574
2001,"July","Non-Mothers",59379499.169,31163156.6754,52.48133970734
2001,"July","Other",24974517.5548,12680848.4543,50.7751488150881
2001,"June","Fathers",30948577.6644,28329974.4996,91.5388578008476
2001,"June","Mothers",37800245.862,25808504.3958,68.2760225687973
2001,"June","Non-Fathers",60135705.6147,38916414.896,64.7143232098153
2001,"June","Non-Mothers",58380936.1505,30963440.9954,53.0369038885904
2001,"June","Other",24459053.6369,12087428.7656,49.4190369956276
2001,"March","Fathers",31279938.3221,28474800.2784,91.0321496966696
2001,"March","Mothers",37773565.3423,26381498.5003,69.841166067417
2001,"March","Non-Fathers",61014085.7242,38996642.1889,63.9141629773414
2001,"March","Non-Mothers",59674713.5572,31880228.0112,53.4233448488058
2001,"March","Other",24562773.5752,11675212.844,47.5321437469422
2001,"May","Fathers",31712753.1001,29046963.5049,91.5939509042764
2001,"May","Mothers",38305688.5106,26495819.9474,69.169413154049
2001,"May","Non-Fathers",60593339.7826,38758851.7376,63.9655313218599
2001,"May","Non-Mothers",59488515.7158,31175806.9937,52.4064294067095
2001,"May","Other",24631320.3698,11811972.6437,47.9550932161251
2001,"November","Fathers",30756333.6366,27884824.5241,90.6636820031016
2001,"November","Mothers",37618464.4931,25748561.2079,68.4466034296079
2001,"November","Non-Fathers",62237320.4321,39301581.1371,63.1479325656018
2001,"November","Non-Mothers",60547417.1351,31849946.2727,52.6033112223977
2001,"November","Other",24957203.8206,11845578.7949,47.4635655502501
2001,"October","Fathers",31072030.173,28257178.3537,90.9408821900992
2001,"October","Mothers",37733145.7783,25972055.9563,68.8308791132816
2001,"October","Non-Fathers",61795175.0754,39321252.0462,63.6315893566476
2001,"October","Non-Mothers",60347251.3222,31582571.898,52.3347314186316
2001,"October","Other",24955297.16,12002346.5611,48.0953862586664
2001,"September","Fathers",30969253.0899,28285256.0477,91.3333491304789
2001,"September","Mothers",37907000.1694,26033502.2986,68.6772949119178
2001,"September","Non-Fathers",61722931.8053,39510169.101,64.0121393222727
2001,"September","Non-Mothers",59860041.8556,31004551.6433,51.7950717744102
2001,"September","Other",25205954.57,12216336.5736,48.4660739178663
2002,"April","Fathers",31630621.2742,28459753.4939,89.975322480035
2002,"April","Mothers",38157003.9598,26093532.9389,68.3846482454195
2002,"April","Non-Fathers",61771151.6388,38642834.3459,62.5580603901635
2002,"April","Non-Mothers",60449669.1008,31494906.6775,52.1010406607556
2002,"April","Other",24997227.6154,11476811.1108,45.912335909321
2002,"August","Fathers",31600285.381,28617701.7698,90.5615295075996
2002,"August","Mothers",38504111.6258,25805405.8579,67.0198707833812
2002,"August","Non-Fathers",62119081.7511,39734518.8549,63.9650776135247
2002,"August","Non-Mothers",60521337.0468,31158891.3936,51.4841424760749
2002,"August","Other",25120796.7433,12139353.7807,48.3239202352836
2002,"December","Fathers",31563763.0417,28223409.7159,89.4171258306972
2002,"December","Mothers",38234936.2682,26134856.3526,68.3533409583223
2002,"December","Non-Fathers",62840412.8732,38794820.2451,61.7354636472242
2002,"December","Non-Mothers",60970625.021,32172395.1044,52.7670416586986
2002,"December","Other",25131561.3326,11833275.8424,47.0853190766552
2002,"February","Fathers",31425903.5939,28174957.6153,89.6552028523659
2002,"February","Mothers",38062817.098,25986107.6392,68.271635208434
2002,"February","Non-Fathers",61882234.0133,38294265.1935,61.8824866362608
2002,"February","Non-Mothers",60400860.4091,31450681.6284,52.069923202057
2002,"February","Other",24892883.5069,11542030.1557,46.3667865255574
2002,"January","Fathers",31306321.2117,27874827.8358,89.0389760179885
2002,"January","Mothers",37917409.8546,25814508.9284,68.0808869260575
2002,"January","Non-Fathers",61844976.3939,37871087.5514,61.2355113699022
2002,"January","Non-Mothers",60246009.3065,30953204.2437,51.3780159051305
2002,"January","Other",25191135.7882,11502365.6985,45.660369564948
2002,"July","Fathers",31710593.2414,28678246.2674,90.4374322141628
2002,"July","Mothers",38447924.4409,25594946.0383,66.5704232686035
2002,"July","Non-Fathers",61840445.1693,39758256.1606,64.2916719822346
2002,"July","Non-Mothers",60290550.5967,31121611.36,51.6193848820207
2002,"July","Other",25340427.075,12632306.1497,49.8504074627953
2002,"June","Fathers",31721746.5201,28539020.1337,89.9667365906751
2002,"June","Mothers",38241695.7569,25663320.8398,67.1082187435936
2002,"June","Non-Fathers",61707389.9802,39557105.6743,64.1043247607663
2002,"June","Non-Mothers",60361483.322,31420277.4704,52.0535211217187
2002,"June","Other",25375097.9806,12335275.7473,48.6117364225773
2002,"March","Fathers",31708642.601,28345079.4844,89.392282858258
2002,"March","Mothers",38215071.6633,26108254.5922,68.319261107845
2002,"March","Non-Fathers",61585652.0969,38345489.6341,62.2636739703048
2002,"March","Non-Mothers",60292685.0682,31389910.1096,52.0625513262402
2002,"March","Other",25025482.5844,11695739.4414,46.735320295844
2002,"May","Fathers",31891937.4971,28765575.954,90.1970159593337
2002,"May","Mothers",38311073.4106,26209956.9911,68.4135281467947
2002,"May","Non-Fathers",61607185.9983,39075011.0625,63.426060498167
2002,"May","Non-Mothers",60503452.2237,31289687.2031,51.7155402759703
2002,"May","Other",24884256.4564,11651207.2015,46.8216007253993
2002,"November","Fathers",31550164.0524,28293730.3594,89.6785522649215
2002,"November","Mothers",38220633.7573,26074724.7705,68.22159186599
2002,"November","Non-Fathers",62679909.9897,38978103.4712,62.1859595484505
2002,"November","Non-Mothers",61000447.3805,32091921.4109,52.6093213886146
2002,"November","Other",25097199.326,11724119.495,46.7148518952636
2002,"October","Fathers",31763620.8137,28752848.1204,90.5213177333945
2002,"October","Mothers",38692731.3488,26498875.9686,68.485410682753
2002,"October","Non-Fathers",62543765.8121,39426969.3228,63.0390076626507
2002,"October","Non-Mothers",60635785.8472,31622746.3643,52.1519527164836
2002,"October","Other",24700928.7771,11677818.8751,47.2768412090091
2002,"September","Fathers",31346692.6433,28406524.5628,90.6204839089191
2002,"September","Mothers",38456004.61,26218899.6027,68.1789485636844
2002,"September","Non-Fathers",62810116.6911,39821571.7391,63.3999327448194
2002,"September","Non-Mothers",60811495.9389,31455550.7038,51.7263228245606
2002,"September","Other",24682213.6259,11637123.5717,47.1478115702261
2003,"April","Fathers",32023312.4602,28710973.5995,89.6564764659598
2003,"April","Mothers",38573403.1645,26124357.0884,67.7263475483098
2003,"April","Non-Fathers",63116081.9387,38861354.0745,61.5712396600333
2003,"April","Non-Mothers",61306403.8163,31880375.849,52.0017059629319
2003,"April","Other",25520977.6114,11794830.1339,46.2162159831657
2003,"August","Fathers",31683679.8024,28522261.043,90.0219331241931
2003,"August","Mothers",38491423.1943,25607663.5218,66.5282325169834
2003,"August","Non-Fathers",63529901.853,39618891.6834,62.362589155376
2003,"August","Non-Mothers",61754645.473,31796914.9427,51.4891061217444
2003,"August","Other",26047283.6332,12671576.8209,48.6483619533698
2003,"December","Fathers",32823550.3324,29457594.1073,89.7453011907201
2003,"December","Mothers",39217269.5805,26281910.3552,67.0161656747979
2003,"December","Non-Fathers",62924466.8451,38951922.1755,61.902665415326
2003,"December","Non-Mothers",61345855.3056,32052696.5669,52.2491640343533
2003,"December","Other",26197559.9202,11934546.8942,45.5559484568549
2003,"February","Fathers",31905117.5291,28343696.4097,88.8374612124475
2003,"February","Mothers",38497142.3729,25838889.9373,67.1189816818436
2003,"February","Non-Fathers",63022002.1363,38617468.6204,61.276169133568
2003,"February","Non-Mothers",61263087.3599,32035872.4298,52.2922918357021
2003,"February","Other",25426944.174,11573625.326,45.5171696873998
2003,"January","Fathers",31903600.3738,28319751.9434,88.7666332689425
2003,"January","Mothers",38436408.3343,26025845.351,67.7114394369023
2003,"January","Non-Fathers",62804280.0275,38014336.8109,60.5282582560531
2003,"January","Non-Mothers",61099978.2849,31850187.337,52.1279847080917
2003,"January","Other",25652830.5066,11696697.875,45.5961297213992
2003,"July","Fathers",32043104.3094,28877347.5852,90.120318263698
2003,"July","Mothers",38597968.7918,25524430.3143,66.1289469712266
2003,"July","Non-Fathers",63062040.7639,39502176.2254,62.6401806013438
2003,"July","Non-Mothers",61266818.3229,31863711.9842,52.0081062742084
2003,"July","Other",26282289.8127,12998742.3005,49.458180368359
2003,"June","Fathers",31993145.2374,28633435.8916,89.4986587880941
2003,"June","Mothers",38263262.5994,25684079.4707,67.1246457459766
2003,"June","Non-Fathers",63017798.2547,39536424.4217,62.7385048616028
2003,"June","Non-Mothers",61413811.8916,32113147.606,52.2897807787638
2003,"June","Other",26326410.0438,12691003.7671,48.2063591123348
2003,"March","Fathers",32080391.6882,28513290.8487,88.8807441188068
2003,"March","Mothers",38505680.2321,25914000.609,67.2991632735707
2003,"March","Non-Fathers",62956916.2194,38770242.4813,61.5821816084331
2003,"March","Non-Mothers",61278877.5259,32079553.3706,52.3500995217175
2003,"March","Other",25495323.9139,11590873.4819,45.4627425838692
2003,"May","Fathers",32053751.0591,28734372.7496,89.6443374025717
2003,"May","Mothers",38477519.8381,25973869.9718,67.5040129433732
2003,"May","Non-Fathers",63038361.0966,39118625.1457,62.0552699423048
2003,"May","Non-Mothers",61351444.4546,31952011.3954,52.0802919628803
2003,"May","Other",25847197.5497,12056593.9319,46.6456524298896
2003,"November","Fathers",32328701.3688,29019584.7814,89.7641524487786
2003,"November","Mothers",38928526.7497,26227842.2091,67.374350891155
2003,"November","Non-Fathers",63372096.5894,39542213.8173,62.3968843472256
2003,"November","Non-Mothers",61607028.9582,32147140.5635,52.1809623140756
2003,"November","Other",26043041.3294,11987661.5371,46.0301905045442
2003,"October","Fathers",31997148.472,28832479.9846,90.1095296345881
2003,"October","Mothers",38810138.0315,26112134.6393,67.2817360714004
2003,"October","Non-Fathers",63605943.9408,39932728.8191,62.7814420241395
2003,"October","Non-Mothers",61775151.804,32039365.8224,51.864487397869
2003,"October","Other",25850767.7642,11906701.2465,46.0593718341676
2003,"September","Fathers",31962332.0458,28850374.9603,90.2636732481198
2003,"September","Mothers",38587485.1584,25644539.9938,66.4581790923411
2003,"September","Non-Fathers",63608550.9929,39683715.4962,62.3873911239222
2003,"September","Non-Mothers",61971376.6045,31950973.9275,51.5576314068516
2003,"September","Other",25648968.1637,11777124.9975,45.9165644494335
2004,"April","Fathers",31992946.0814,28838153.0745,90.1390981659731
2004,"April","Mothers",38553327.4756,25902060.4119,67.1850190578054
2004,"April","Non-Fathers",64359270.7111,39730391.5502,61.7321966380637
